PROLIFIC_PID,game,story,F,O,J,dominant,note
5d747c71641e7d0019a27ad4,dgkw,aid,45,40,20,balanced,dilemma between keeping aid and sharing with neighbor
5d7874252f037f0016637125,tg,bonus,55,30,45,F,whether to share bonus with a colleague who contributed
5d79093ed66dd90019e49425,ug,aid,20,65,15,O,his own hardship and whether to keep aid for himself
5d7cc2a885d34b0001657ea7,dgkw,aid,45,55,30,O,James weighing keeping benefits versus sharing with neighbour
5d7fa4fd6eff6f001a16b4aa,dgkw,bonus,55,30,45,F,boss suggesting sharing bonus with colleague
5d7fdfd7d8e176001983ffa2,dglt,bonus,55,45,40,F,whether Steve should share reward with contributing Max
5d812e3c613aa900188746a6,dglt,bonus,62,45,40,F,whether to share bonus given teammate's contribution
5d824b54263f1b0001feb4d6,dglt,aid,60,30,20,F,conditional sharing with Mark depending on amount received
5d83140cc554400001289ff1,dglt,aid,45,55,20,balanced,James's financial struggle vs. neighbor's unmet claim on aid
5d837955f1038a001f8d4ed6,tg,aid,68,45,30,F,unequal aid between neighbours in similar need
5d847ac9be4b0b00188463d7,dgkw,aid,45,55,20,balanced,hardship-driven windfall weighed against sharing with a denied neighbor
5d88884b6ad33a00187854e7,dglt,aid,62,30,40,F,dilemma over whether to share aid with unsuccessful neighbour
5d88f010859c9e0001810e88,ug,bonus,72,45,55,F,dilemma of sharing a team bonus fairly
5d9373b0e04970001ab482da,dglt,bonus,45,40,50,balanced,team bonus and whether to share with coworker
5d9b7c7efaa2860364b16476,dgkw,aid,55,45,30,F,dilemma over keeping vs. sharing aid with equally-applying neighbor
5d9b7f29654a3102c8112b63,dglt,aid,45,40,55,J,conditional sharing with Mark after covering own bills
5d9cb58ee8783f0019c8bd06,dgkw,aid,55,50,30,balanced,dilemma of sharing scarce aid with a needy neighbor
5d9f8573ce3daf0015e3e400,dgkw,aid,55,45,30,balanced,James's aid vs. neighbor's equal but denied claim
5da566e51bffb80016864f60,ug,aid,55,40,35,F,deciding whether to share aid with neighbor
5da760eae8174b001640d369,dglt,aid,45,40,35,balanced,deciding whether to share aid with a needier neighbour
5daedfcfaebbbb0017ff84af,dgkw,bonus,62,20,68,J,team success and sharing bonus with a key contributor
5daf506a5bd1b30013605e31,dgkw,aid,65,55,10,balanced,tension between keeping needed aid and sharing with someone who missed out
5db061b0f876e1001620e2ee,ug,bonus,45,55,30,balanced,team leader controls bonus but may share with team
5db222231ff7b4000ab2cfc1,dgkw,bonus,40,55,30,O,Steve holds the full bonus and may choose to share
5db303e4863031000b5f0311,dgkw,aid,55,45,40,balanced,dilemma of keeping aid vs sharing with equally struggling friend
5db403f9aa516e000a500822,ug,bonus,55,30,60,J,shared achievement and whether to split the bonus with Max
5db753692a16b8000b4d44f6,tg,aid,55,30,35,F,deciding whether to share aid with the one who missed out
5db7bd876c5fc8000adcc2ba,dgkw,aid,55,45,30,balanced,choice to keep aid or share with struggling neighbor
5dc04aba55b86247c9991f89,ug,bonus,62,45,30,F,deciding whether to share bonus with a contributing teammate
5dc1eb838a84461511b3cd73,ug,bonus,45,40,55,J,team bonus allocation decision framed by keep-vs-share with team
5dc4234129bb632f9a7a0c09,ug,aid,55,60,25,O,James's hardship weighed against sharing with a struggling neighbour
5dc5995e5d81cd4153e00138,dglt,bonus,20,55,40,O,personal bonus with optional sharing choice
5dc6a4036a24b54b39a1474c,ug,bonus,75,40,35,F,whether to split bonus given Max's contribution
5dc86f46292aaa5da9d04d55,dgkw,aid,55,45,30,balanced,conflict over sharing aid with a rejected neighbor
5dcccec0092079953154f997,ug,bonus,78,40,45,F,whether Max's contribution deserves a share of the bonus
5dcf14459595a105c52cd304,ug,aid,55,40,30,F,dilemma over sharing aid with an unselected needy neighbour
5dcf34f64fee9907fc626f0f,dgkw,aid,55,45,30,balanced,dilemma of sharing aid with a struggling neighbor
5dcf34f64fee9907fc626f0f,ug,aid,45,55,30,balanced,internal dilemma over whether to share aid with a struggling neighbor
5dcf402982569a08ddd84086,ug,bonus,55,20,45,F,how to divide the earned bonus with teammate
5dcf7b49523df00ae9c4e07e,tg,bonus,30,40,25,O,Steve's discretion over dividing his bonus
5dd005a9eb39730fc834988f,dglt,bonus,65,40,35,F,whether to share bonus with contributing teammate
5dd0409d9ca8a312350a4118,dglt,aid,45,55,20,O,James's hardship and choice to keep or share the money
5dd045013c49371339b78930,ug,bonus,70,25,55,F,whether Steve should share the bonus given Max's contribution
5dd0c9af2b033b185c90d5f0,dglt,aid,40,55,30,O,James's own hardship weighed against sharing aid with a needy acquaintance
5dd1013c92b0d219edafe572,dglt,bonus,62,45,40,F,whether to share bonus given Max's contribution
5dd26f3f5a40f228b768d3e4,dgkw,bonus,40,45,35,balanced,choice between keeping bonus or splitting with coworker
5dd2bdc1fbb5733c293e6c6e,dgkw,aid,55,60,30,O,James's own hardship and whether to share with equally struggling neighbor
5dd2e29b2c5c102e6454227a,ug,aid,70,25,30,F,raises whether James should share with a struggling neighbor
5dd3205a523df033442e19da,tg,bonus,55,20,45,F,deciding how to allocate a team bonus
5dd32432e0b21b3472c20ebe,dgkw,aid,62,30,40,F,whether to share aid with an equally struggling neighbor
5dd3eaabfef7c23d3f95d252,tg,bonus,45,55,30,balanced,choice between sharing bonus with Max or keeping it
5dd4141e954d193f9c2d4d81,dglt,bonus,62,33,40,F,whether to share bonus with a contributor
5dd96ebccf8e7e8fb2261249,tg,bonus,40,35,30,balanced,discretionary choice to share bonus with coworker
5dd9a7ff98981d926df9ea18,dgkw,aid,55,50,30,balanced,deciding whether to keep aid or share with a struggling acquaintance
5dda9b9a9d9e30a06d320ffb,dglt,bonus,45,40,35,balanced,framing a keep-vs-share bonus decision after joint team success
5ddcd77f23f9f1c2c45d6c18,dglt,bonus,55,20,40,F,dividing a bonus between team leader and teammate
5ddd92855daaa6d095854780,ug,aid,82,30,40,F,debating fairness of sharing with the unselected other
5ddf9945047da30109b381c4,tg,aid,45,30,40,balanced,dilemma over whether to share received aid with unsuccessful neighbour
5de25e3fce20cd28846a7d5b,dgkw,aid,55,45,30,balanced,whether to share aid with an equally-needy neighbour
5de2e977c0049d31a113991a,dgkw,aid,45,20,30,F,unequal assistance outcome between two neighbors
5de30dd39a9da5342d09f2e8,dgkw,aid,55,35,40,F,deciding whether to share awarded aid with a neighbor who got nothing
5de312b1e3e0cc33a75f116d,dgkw,aid,45,55,30,O,conflict over sharing hard-won welfare with a denied acquaintance
5de50461a1d49a0845d168fc,ug,bonus,62,40,45,F,deciding whether to share bonus with a contributing teammate
5de83e5748241d7af1b6c348,dgkw,aid,55,30,40,F,deciding whether to share aid with an unselected acquaintance
5de9569d5c340f05d554fbeb,dgkw,aid,72,30,15,F,comparison of who deserved aid between James and neighbor
5dea9fb3cb53ca1cda9f6116,dgkw,bonus,55,30,60,J,team effort and how to split the bonus between two contributors
5deb341d35575a2547b1f85a,dglt,bonus,70,30,35,F,whether bonus should be shared with Max who contributed
5ded72900fdb2743e983e028,dgkw,bonus,55,45,40,balanced,team leader deciding whether to share bonus with contributing colleague
5dee11c6d35cc34acae7c301,dgkw,aid,40,30,10,F,bare contrast between one receiving aid and one not
5dee44454d7bea4e3f4b44a6,dgkw,aid,62,30,40,F,deciding whether to share windfall with less fortunate acquaintance
5df2ebac820526203e557d37,dglt,bonus,72,15,30,F,proportional split based on assumed effort
5df42ce7ecb3ea30bd536925,dglt,bonus,70,30,55,F,whether to share bonus with a coworker who also contributed
5df967d2f6191f6e87b236e6,tg,aid,40,55,30,O,James's own hardship and whether to help a similarly struggling neighbor
5df97abeabec5d6fcbbc764d,dglt,aid,55,45,40,balanced,whether to share welfare funds with an equally needy neighbor
5dfbb0393ccda28c7a8e6ed9,dglt,aid,55,45,30,F,deciding whether to share aid with a struggling neighbour
5dfc01544a2ad4918e665575,dglt,aid,85,15,20,F,whether to share benefit with the refused applicant
5dfd077e3690bd03bfa91d48,dglt,bonus,30,45,40,O,team lead deciding whether to share bonus with teammate
5e01451c6e8aabd0d17df3a9,ug,aid,30,55,25,O,his own scarcity and whether to share his aid
5e02285cac9e16dcddb845ef,dglt,bonus,40,45,35,balanced,choice between keeping the bonus or splitting with coworker
5e06f13e39bcde0a29c39a13,dglt,bonus,45,35,55,J,"shared bonus from joint sales success, with Steve's discretion to divide"
5e07bb28afb8b013882a2781,tg,aid,55,30,40,F,whether to share aid with unsuccessful neighbour
5e08ed25dc265f1e36179f52,tg,bonus,40,35,30,balanced,framing of Steve's choice to allocate bonus to teammate
5e09ffd8fa3d102a583771c1,dglt,bonus,55,15,70,J,team's joint success and how to split the bonus
5e0a8de6b6385332d7cae588,ug,bonus,62,30,45,F,deciding whether to share bonus with a hardworking teammate
5e0b8d156aab7c39d83797d3,ug,bonus,45,40,40,balanced,"bonus for team work, decision to keep or share with teammate"
5e0e1b8800a6bf000a694f79,dgkw,aid,45,55,30,O,torn between sharing welfare and keeping it for himself
5e0f26b63ccda26295505f0d,tg,aid,62,45,20,F,dilemma of splitting award with the empty-handed other party
5e10f9d02d21857cd4d266b8,dglt,aid,40,55,30,O,poor man's windfall and dilemma of sharing with needy neighbor
5e122c6d6887bc8b881c4426,ug,bonus,85,10,40,F,bonus should be shared according to each member's contribution
5e1264102b12bd8d614e5bcd,ug,bonus,55,45,40,balanced,leader deciding whether to share bonus with teammate
5e134281d52c7b9830246d59,ug,bonus,90,5,25,F,Max deserves a share for his contribution
5e13859753e8469d270982c0,ug,aid,55,45,30,F,deciding whether to share grant with a less-fortunate acquaintance
5e1488478d257baa8c55f136,ug,aid,45,55,20,balanced,dilemma between sharing aid with neighbour vs keeping it for himself
5e170347afb7a7011c36d842,ug,bonus,55,45,30,balanced,team bonus and request to share Steve's allocation
5e175705cfe8dc000b559793,dglt,aid,55,35,30,F,considering sharing aid with another struggling person
5e1ccb298f3c65054bd232c1,tg,aid,30,55,25,O,James's financial hardship and his decision about sharing aid
5e1ccb298f3c65054bd232c1,dglt,bonus,55,45,30,balanced,team lead deciding whether to share bonus with teammate
5e1ded90e47974143a8d81da,dgkw,aid,25,70,20,O,James's own hardship justifies keeping the money
5e1fc8d45427912f6143b012,dgkw,bonus,45,30,55,J,team effort and sharing bonus with teammate
5e21cba92d38754b6cbddf6d,tg,bonus,85,10,30,F,prescribing how the bonus should be shared
5e23554c114df8614f53cb3e,dgkw,bonus,35,45,50,balanced,bonus for team success and the choice to keep or share it
5e2360162828c461a8000585,dglt,aid,45,40,20,balanced,considering sharing his assistance money with a broke acquaintance
5e25ca0e637b4103e19e7168,tg,aid,55,45,40,F,whether to share aid with an unselected neighbour
5e28b99e1aacba092acd8cbd,ug,aid,55,40,30,F,deciding whether to share windfall with a struggling other
5e28e735ea776009d4d15c34,ug,aid,45,35,30,balanced,deciding whether to share received aid with unselected neighbor
5e2a0aa08844870772182455,ug,aid,40,55,30,O,his hardship and the choice to keep or share the money
5e2b0d34a8dc8c000cc53114,tg,aid,45,40,15,balanced,"comparison of two people's aid situations, one still waiting"
5e2f57e54b8a1a51cd14e73c,dglt,aid,55,60,25,balanced,dilemma between keeping aid for own hardship versus sharing with unfunded acquaintance
5e2f5b28129198070e2996db,dgkw,aid,45,40,20,balanced,deciding whether to keep or share the aid with an equally struggling friend
5e3064f14234ff063ebedcc6,dglt,aid,45,40,35,balanced,deciding whether to share assistance with a neighbor
5e3068330082f106875fb3f2,dglt,aid,55,45,20,balanced,moral dilemma over splitting grant vs keeping it during hardship
5e32cbad3db17e2868d1f41e,dgkw,bonus,62,40,45,F,coworker's contribution and whether to share bonus
5e33194f7d541f035c91e3b4,ug,aid,55,45,30,balanced,deciding whether to share aid with a struggling acquaintance
5e35c2d04de45156d0c95d3f,tg,aid,62,40,30,F,dilemma over sharing awarded welfare with needy neighbour
5e35cdd13b22bc5789b14d86,dglt,aid,45,55,30,O,James's own hardship weighed against sharing aid with neighbour
5e3e14086704e80977b7d715,dglt,bonus,90,5,30,F,moral duty to share bonus given Max's contribution
5e3ec7559b43781188725eea,ug,bonus,75,0,70,balanced,sharing bonus for contribution to preserve working partnership
5e3efd1fee952015d23b43b1,ug,aid,55,30,40,F,dilemma over sharing grant with neighbour refused aid
5e3f778e91be661ca60e3540,dgkw,aid,20,30,55,J,navigating relationship dynamics of offering help to an acquaintance
5e3f778e91be661ca60e3540,ug,bonus,72,30,45,F,how to fairly divide bonus with hardworking teammate
5e3fcea84a6a7f21121284d4,ug,aid,55,40,35,F,whether James should share aid with the unselected neighbor
5e40135348b18c000c5d6a61,tg,aid,55,62,30,O,James's own need versus sharing aid with a struggling neighbor
5e408d408c3b932d74635ec1,ug,aid,45,55,30,O,dilemma between sharing aid with rejected neighbor vs keeping it for own needs
5e41723aade7c2000b4c14f8,dgkw,aid,62,33,25,F,moral dilemma over sharing assistance with the unselected applicant
5e418553f2f6bc011cbfe69a,dgkw,bonus,30,55,25,O,"Steve keeps the whole bonus, discretion to share with team"
5e42e99a423d0b0526ec6592,dgkw,bonus,40,45,35,balanced,decision to keep or share bonus with teammate
5e4527b4bce90f000b91d065,dglt,bonus,90,5,20,F,Max deserves a share for his hard work
5e455faf462e0802d9d9c3e2,dgkw,aid,45,55,30,O,"James's windfall versus neighbor's unmet claim, framed as personal dilemma"
5e46d70ab1f1c5000d96800d,dglt,aid,55,30,40,F,deciding whether to share assistance with the one left out
5e4c6b5f60c37d0cb9df947c,dglt,aid,30,55,20,O,"James's hardship and receiving assistance, contrasted with neighbor's denial"
5e4eb1de8e6da203e5b070ca,dgkw,aid,45,40,35,balanced,dilemma over sharing unexpected windfall with a struggling neighbor
5e52a7cc53ecf12b883e1e1f,dgkw,aid,45,55,30,O,deciding whether to keep aid or share with struggling neighbor
5e52d0122f5f952f2a7b6b28,dgkw,aid,55,30,45,F,whether to share aid with an excluded neighbor
5e531b2205acdb33c0f5f24c,ug,aid,55,45,30,balanced,debating whether to share aid with a struggling acquaintance
5e556536e1cbcd56c3a50342,tg,bonus,75,0,70,balanced,sharing bonus earned through teamwork
5e55915743a1fb59e98dc499,dgkw,bonus,55,45,35,balanced,how to divide a bonus between self and teammate
5e58eb74b22c130ee6e6c8c0,dglt,bonus,55,30,45,F,whether to share bonus with teammate who contributed
5e59aa5be0777c1aa4e2c2de,ug,aid,55,45,20,F,whether to share the grant with the unsuccessful applicant
5e5a10ea43f33020b7e24fe0,tg,aid,60,45,20,F,deciding whether to share aid despite own scarcity
5e5d1e6449f9e902b14ed0c3,ug,aid,30,55,20,O,deciding whether to keep the payment or share with acquaintance
5e5e9ac3f6e6231c65079fba,ug,aid,40,55,25,O,his own money struggle versus sharing with an unselected neighbor
5e6011c399b03c35f69a53d8,dglt,aid,45,55,30,O,struggling recipient debating whether to share aid with turned-down neighbor
5e6033dbfb4665381e27f2fc,dglt,aid,55,45,30,balanced,whether to share aid with someone who got none
5e61f36dc7061b0c396928f2,tg,aid,72,45,40,F,guilt over whether to share grant with neighbor
5e62b7646cf0bf04667c8683,dgkw,aid,55,45,30,F,dilemma over sharing welfare money with unselected neighbor
5e6387b1b7d70b10675e3a26,tg,aid,55,45,30,balanced,deciding whether to share aid with an unselected neighbor
5e6482c9142c3c204d56baa0,tg,bonus,20,35,70,J,team earning bonus together after joint effort
5e650e7afc8a902839459455,dglt,aid,20,75,25,O,James's own hardship justifies keeping the funds
5e661efb1b2aa7390f83923f,ug,aid,55,35,30,F,whether to share the money with the neighbor
5e6687c2666c4a40886ebc43,dgkw,bonus,55,30,40,F,framing Steve's discretionary allocation of a shared bonus as a question of what he should do
5e668d33ffed4c410e662f8a,dglt,aid,55,40,30,F,deciding whether to share aid with a struggling acquaintance
5e6a6d1f833f2d021f683ea7,dglt,aid,55,40,45,balanced,internal struggle over sharing help with a needy neighbour
5e6af189bdaa1a0b355f63ae,dglt,aid,55,60,10,O,unequal welfare grants amid two men's hardship
5e6bd004c5433b000affddde,dglt,aid,45,55,30,O,torn between own need and sharing with acquaintance
5e6ca4b9a2b73d25c187ae61,dglt,bonus,55,45,40,balanced,dilemma over keeping vs sharing bonus with a contributing teammate
5e74f18520ab35040b41d526,dgkw,bonus,78,20,55,F,how to fairly divide a bonus after joint work
5e74f8c002c79b0464a51925,ug,bonus,70,35,55,F,Max's contribution and whether to share the bonus
5e7886313dacaa3fbb808a67,tg,bonus,55,40,30,F,whether Steve should share the team's bonus
5e79d99f6873570009367716,tg,aid,55,45,20,balanced,conflict between keeping aid and sharing with struggling neighbour
5e7b6486b704ac034e3f01c8,dgkw,aid,55,30,40,F,deciding whether to share aid with an unselected neighbor
5e7b7f4a7c4587185940a4ea,tg,bonus,62,30,45,F,whether to share bonus given Max's significant contribution
5e7eb2d06597cb15048a15e4,tg,bonus,30,35,25,balanced,framing a bonus-sharing decision between Steve and teammate Max
5e7fefe06c12706d47e35211,dgkw,bonus,45,40,55,J,leader deciding whether to share bonus with teammate
5e81ad7cb706bb88bc5c2fc8,dglt,bonus,55,0,30,F,team bonus awaiting division decision
5e8601d90126b207e8c7a2aa,ug,bonus,95,5,25,F,splitting bonus by contribution as the right thing
5e86c320939b3030601f7fcb,ug,bonus,95,10,5,F,how much of the bonus should fairly be shared
5e875515d1170a3acf6678b5,ug,aid,62,30,40,F,deciding whether to share windfall with neighbor who missed out
5e8a1827052175000938eb91,tg,bonus,95,5,10,F,fair split of the bonus with Max
5e8c8ac369162c010fbf95a8,tg,bonus,78,30,40,F,deciding whether to share bonus given equal contribution
5e8e474ffacc7d10481f2f15,ug,bonus,75,30,45,F,leader's fair distribution of team reward
5e8f1eb6bb578701f190229b,dgkw,bonus,45,40,40,balanced,framing the keep-vs-split bonus choice with a teammate
5e8fb6ba9b5ff02b5150ab10,dglt,bonus,55,40,45,balanced,"bonus earned by team, choice to keep or share with Max"
5e8fb6ba9b5ff02b5150ab10,tg,aid,55,35,45,F,deciding whether to share aid with an unselected neighbor
5e9397d303807b2006e77d5a,ug,bonus,55,20,60,J,team success and whether to share bonus with teammate
5e9593f997af0e19c6073957,dglt,aid,55,45,30,F,moral dilemma over whether to share winnings with equally struggling Mark
5e9821fa768ff60008b53d36,ug,bonus,45,40,55,J,team success and decision whether to share bonus
5e9821fa768ff60008b53d36,dglt,aid,40,30,55,J,goodwill gesture toward neighbor via sharing aid
5e9838342f9c6001611f9b50,tg,bonus,40,30,45,balanced,deciding whether to share team bonus with Max
5e987098f1bb6707dca13f5b,ug,bonus,55,45,40,F,deciding whether to share a bonus with a contributing teammate
5e987098f1bb6707dca13f5b,dgkw,aid,55,60,25,O,James's own hardship weighed against sharing with unselected Mark
5e98ccf370194e0f49a1333b,ug,aid,65,55,10,F,justifying not sharing based on relative need/desert
5e98e245aa25c6120f522a40,tg,bonus,55,40,45,F,deciding how much of shared bonus Max deserves for his work
5e9ac38524030014e2c0a0d0,ug,bonus,90,20,40,F,Max deserves a share for his contribution
5e9b1378b0f218000c570018,ug,bonus,55,40,45,F,dilemma over sharing a team-earned bonus
5e9b443223881d04be740737,dgkw,bonus,55,40,45,F,deciding whether to share bonus with teammate who contributed
5e9e3ba7df1259212fadf990,ug,bonus,45,40,55,J,team bonus and choice to share with teammate
5e9fefeb0ccdc51a4ad7632e,ug,bonus,55,45,40,F,deciding whether to share the bonus with Max
5e9ff19a308f2b1a83d82661,dgkw,bonus,92,8,40,F,Max deserves a fair share of the bonus for his contribution
5ea03adbaf097905ae0ecdd6,tg,aid,55,45,25,balanced,dilemma over sharing granted money with denied acquaintance
5ea057b821f4e400081b71a7,ug,bonus,55,20,25,F,splitting 50-50 based on manager type
5ea0689dddffc90250a8e004,ug,bonus,45,65,25,O,sharing but keeping the biggest portion for himself
5ea0b2cbf710490ac2644b7e,dglt,bonus,68,40,55,F,dilemma over sharing bonus with contributing teammate
5ea25b82a46065174c689daa,ug,aid,45,40,30,balanced,dilemma over whether to share unexpected government aid with a struggling acquaintance
5ea2be9aaa70541db670e832,ug,bonus,40,45,55,J,team effort leading to bonus and whether to split it
5ea31e2cfe333e274552c8d6,ug,aid,68,30,45,F,conscience over whether to share the aid with the unsuccessful applicant
5ea3319a6a1a5b2a1175ed6e,ug,aid,55,60,5,O,James keeping money due to his hardship versus Mark's lesser need
5ea55df76205ad53a793bc01,dglt,aid,55,20,45,F,whether James should share welfare money with Mark
5ea577076df53001cfd25994,tg,bonus,62,20,55,F,how to divide the shared bonus after joint effort
5ea974ce007217052a763022,dglt,bonus,78,20,45,F,how the bonus should be split given Max's significant contribution
5ea9cf685ce96d13164b381a,dgkw,aid,55,45,30,balanced,deciding whether to keep aid or share with rejected acquaintance
5ea9e78822bb3115676e8296,dgkw,bonus,55,40,45,F,whether to share bonus given joint work
5eaae0b28ba2df0570296c3a,tg,bonus,45,30,55,J,team success and discretionary sharing of joint bonus
5eab170759f5390b776df5a1,dgkw,aid,40,45,35,balanced,James's hardship and his decision whether to help Mark
5eabfc9096fe231eb4567fd8,ug,bonus,72,30,55,F,whether to share bonus with a colleague who helped
5eac3dc896a6242689110c31,tg,aid,40,35,30,balanced,deciding whether to share support with neighbour
5eac58f04cf3662cd3fb0c15,ug,bonus,90,5,40,F,fair 50/50 split based on Max's contribution
5eac686d82cc012af1e953c7,dgkw,aid,55,45,30,F,whether to share aid with denied neighbor
5eac92ab7f4e2f30f0de6af0,ug,aid,55,35,40,F,deciding whether to share aid with an equally needy neighbor
5ead4b9d7ea9de012323aa7a,dglt,aid,55,45,20,F,deliberating whether to share aid with unsuccessful neighbour
5eadc384e00264461f74d7c8,ug,aid,40,55,25,O,broke man deciding whether to split found assistance with a struggling neighbor
5eaefbfa63ac4305357dae76,dgkw,bonus,55,50,20,balanced,moral dilemma between sharing bonus and keeping it
5eb02a40b17a8c0868685d32,tg,aid,55,40,30,F,whether to split funds with an equally needy neighbor
5eb0431448f5750ab9b50bb2,dglt,bonus,45,30,40,balanced,deciding whether to share bonus with colleague
5eb05ee34ca8a81042c289ab,dgkw,aid,55,45,40,balanced,whether to share aid with an ineligible neighbour
5eb070eb793af1113c01e244,tg,aid,40,45,30,O,James's financial struggle and whether to share aid with neighbor
5eb070eb793af1113c01e244,dglt,bonus,55,40,35,F,framing a decision about whether to share the bonus
5eb1237c0abd5e1eac8c52e9,ug,aid,45,40,25,balanced,dilemma of sharing windfall with declined neighbour vs keeping it
5eb463628b63a22bad15771c,ug,bonus,68,25,55,F,how a shared bonus should be divided given joint contribution
5eb82e4312c92a06cac8dcc1,dgkw,bonus,55,60,25,balanced,Steve's justified reward versus optional sharing with teammate
5eb8c284ab41e18278ccf247,dgkw,aid,45,55,25,O,James's financial struggle and dilemma over sharing aid with a needier neighbor
5eb93895aef0a200086bbb68,tg,aid,30,55,25,O,James's own need weighed against sharing with a not-well-known neighbour
5eb9be30dc83fb0e9107d418,dglt,aid,45,40,30,balanced,conflict over sharing government aid with a declined neighbor
5ebc0321691918042b4566ca,ug,aid,45,40,30,balanced,dilemma of whether to share windfall with unselected peer
5ebd30bca8d08203a6e2334f,ug,aid,55,40,20,F,deciding whether to share windfall with someone poorer
5ebd3caeac85fc00094e282c,tg,bonus,55,40,30,F,deciding whether to share bonus given Max's contribution
5ebd495e39fb6f017b95054a,dglt,aid,55,35,45,F,deciding whether to share aid with a less fortunate neighbour
5ebe8a7aa71efe03ad4b5e62,ug,aid,15,80,20,O,James prioritizing his own struggle over helping a mere neighbour
5ebea2620b9433066ef8bc7b,ug,bonus,62,55,40,F,deserved bonus vs Max's contribution
5ec189f03d870d5ba617fcc4,tg,aid,45,55,20,balanced,conflict over keeping aid vs. neighbor who didn't qualify
5ec28db2622c500632dc95bc,dglt,bonus,45,40,55,J,team bonus Steve may share with teammate
5ec3017eea63c51454d3c3dd,dglt,aid,68,45,30,F,torn over whether to share aid with equally struggling neighbor
5ec310cde88df1155e32bba6,dglt,aid,55,45,30,F,dilemma over sharing government help with neighbour who got none
5ec310cde88df1155e32bba6,tg,aid,78,30,20,F,moral dilemma over sharing granted money with unsuccessful applicant
5ec542bc1ee4a74b9b196c7b,dgkw,bonus,85,5,30,F,deciding fair share for Max based on relative effort
5ec7ec01fc75cf27b5dd16ee,ug,aid,20,75,10,O,James keeping his own assistance
5ec94f9f4907d9451096dc3d,tg,aid,20,75,5,O,justifying keeping the money for oneself
5ecb0bb39b4189656f60872b,dglt,bonus,55,45,40,F,choice to keep bonus or share with contributing teammate
5ecb75a89b41896d3d07e48c,tg,bonus,55,45,40,balanced,choice between keeping bonus or sharing with helpful teammate
5ecb8ed5b18cd7000cc83552,tg,aid,30,20,45,J,deciding whether to share help with a non-close acquaintance
5ecc6ffce3ca77849333e83e,ug,bonus,30,45,55,J,team success and choice to share bonus with teammate
5ecd4fd21c94a20976d923e4,tg,bonus,85,5,30,F,sharing bonus to match Max's contribution
5ecedba16524362ea859455a,ug,aid,55,30,45,F,deciding whether to share windfall with less fortunate neighbour
5ed005980fdb830a7bfeaf4b,dglt,aid,45,47,30,balanced,deciding whether to keep aid or share with unapproved neighbour
5ed0658e8fec6c13e6e6f154,dglt,bonus,30,45,40,balanced,Steve's choice whether to share bonus with teammate
5ed1adc2906e0810d6ccccbf,tg,aid,55,30,45,F,sharing scarce welfare money with the unselected friend
5ed225b7b49d48185e9e56ae,ug,aid,30,55,20,O,his hardship and hesitation to share winnings
5ed2a11ff7ce322295acbf2e,dgkw,bonus,55,20,60,J,shared effort and dividing bonus between teammates
5ed39d114858d002a0691781,dglt,bonus,72,20,55,F,whether to share bonus given teammate's contribution
5ed582335e9530117857c5cc,ug,aid,65,20,15,F,whether James should share aid with a neighbor who was denied
5ed8e10357f9623ee2f603e7,ug,bonus,62,45,48,F,choice to keep bonus or share with a colleague who contributed
5ed96b216cd601153c1882f0,ug,aid,55,20,40,F,deliberating whether to share benefit with neighbor
5ed98653f05e67538143d6f3,ug,bonus,90,5,35,F,deserved split based on Max's contribution
5edd9c900d7fc4ac81863e5a,ug,aid,55,45,20,balanced,moral dilemma of splitting aid with unselected neighbor
5ede66237578b70c1548f73e,dgkw,aid,55,50,30,balanced,dilemma of keeping aid vs sharing with struggling neighbour
5edf45c790b7091e3cfd7f62,ug,bonus,40,45,50,balanced,choice between keeping bonus or splitting with teammate
5edff4f2ffed853362263267,tg,aid,45,40,42,balanced,debating whether to share welfare money with a friend
5ee10c33a3011311034f2cb1,dglt,bonus,40,35,45,balanced,discretion over sharing a team bonus with teammate
5ee13172646ecb12b9368547,dgkw,aid,45,40,30,balanced,dilemma of keeping vs sharing hardship money
5ee526f3eca1a22601d187f4,dgkw,aid,55,45,25,balanced,whether to share awarded funds with a rejected neighbor
5ee8a1f8cb29be03d30ec3c8,dglt,aid,30,45,20,O,one party's aid approved while the other's was not
5eea1be10e95520beb9fa654,dgkw,bonus,30,45,55,J,team effort and leader's choice to keep or share
5eeb2b8a36774c27657f227c,ug,bonus,30,45,40,balanced,bonus allocation choice between keeping and sharing
5eeb2b8a36774c27657f227c,dgkw,bonus,55,45,40,balanced,conflict over sharing a team bonus with a hardworking colleague
5eec8774ff59de0009913a65,tg,aid,30,55,40,O,own need vs. sharing dilemma with neighbor
5eeeb45360a44437a971aebc,dgkw,aid,45,40,38,balanced,whether to share aid with an acquaintance in need
5eefae66afa4e549ac714f73,dgkw,bonus,55,30,50,balanced,recognition of hard work and dilemma over sharing bonus with teammate
5eefae66afa4e549ac714f73,ug,aid,30,55,35,O,James's own hardship and the question of sharing aid
5ef08aa7177a735c78ffbf40,dglt,aid,55,45,30,balanced,compares own hardship to equally-struggling neighbour who missed out on aid
5ef1450b517aa723a13d47a9,tg,aid,62,20,40,F,deciding whether to share aid with an excluded neighbor
5ef1b1bfbc5bc37c8a9ec39d,dgkw,aid,55,45,30,F,dilemma over sharing aid with an unselected needy acquaintance
5ef256599b968e0a44926c18,tg,bonus,55,30,60,J,team success and decision to share bonus with teammate
