StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q241_First Click,Q241_Last Click,Q241_Page Submit,Q241_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,P1_CHOICE,P1_ID,allocation_hp,transfer_hp,attention_check,Q_DataPolicyViolations
2026-04-21 15:33:47,2026-04-21 15:35:50,0,,100,122,1,2026-04-21 15:35:50,R_2Q3UIjdvcQAWIqB,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.903,0,0,0,2.011,0,7.212,7.212,8.436,1,Just to be fair but me first though.I get more.,3.2,5.934,7.002,3,0,5,66a261c8cd2d7a18cbe95b9a,69e798d66cf2a4f2004dd7ff,69e773e81779eeec606ecf09,4,Just to be fair but me first though.I get more.,,3,58b9870197641c0001f1fb05,5,1,1,
2026-04-21 15:31:41,2026-04-21 15:36:26,0,,100,284,1,2026-04-21 15:36:26,R_5kMQyPnHraVEglm,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.679,0,0,0,2.114,0,36.959,37.982,39.771,2,"So we both end up with the same amount. I try to be as fair and as trusting as possible. I only really worry about my actions and side of the street (so to speak), and don't think too hard about someone else possibly screwing me over. Their decisions are not mine to worry about, but mine certainly are.",20.955,20.955,22.195,1,1,6,698f837c38ec1236fc33e0a8,69e798589f93fbc75d1e0a01,69e773e81779eeec606ecf09,3,"So we both end up with the same amount. I try to be as fair and as trusting as possible. I only really worry about my actions and side of the street (so to speak), and don't think too hard about someone else possibly screwing me over. Their decisions are not mine to worry about, but mine certainly are.",,3,69dac32dac6110c7141529c6,5,1,1,
2026-04-21 15:35:37,2026-04-21 15:37:33,0,,100,115,1,2026-04-21 15:37:34,R_1qyTga8RH2qqfIV,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.702,0,0,0,2.114,0,3.775,19.672,20.815,5,Sending half of it back felt the fairest.,7.738,7.738,10.257,1,0,9,5f91fcd0d41fea101c469878,69e79942369deac43ad755d7,69e773e81779eeec606ecf09,9,Sending half of it back felt the fairest.,,6,60e755dd08b47aac26807cd9,3,3,1,
2026-04-21 15:32:55,2026-04-21 15:38:23,0,,100,328,1,2026-04-21 15:38:23,R_8yjsBkG75hs8OcK,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.552,0,0,0,2.002,0,21.149,23.629,31.219,3,Because that makes us getting an equal amount. I send 3 back and they kept 3 means they get 6 and I had 9 so if I give them 3 of mine I also have 6,31.302,31.302,36.724,1,1,6,5f0dfcb380317e0ec0f8f16e,69e7989a8187708b0b4a0b2c,69e773e81779eeec606ecf09,3,Because that makes us getting an equal amount. I send 3 back and they kept 3 means they get 6 and I had 9 so if I give them 3 of mine I also have 6,,3,6368f63b50877e152c6c2d06,5,1,1,
2026-04-21 15:33:30,2026-04-21 15:39:16,0,,100,345,1,2026-04-21 15:39:16,R_7wlD1yATqcTm797,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,9.913,0,0,0,2.114,0,35.928,35.928,37.989,1,Seems fair that we both get the equal amount,8.853,20.505,24.72,4,0,9,69e2ecc23485c4104095946c,69e798b32b71ce3f25b41744,69e773e81779eeec606ecf09,9,Seems fair that we both get the equal amount,,6,69d70ea1186c7e8deb830698,3,3,1,
2026-04-21 15:36:45,2026-04-21 15:40:39,0,,100,234,1,2026-04-21 15:40:40,R_58TJt6N4feBAskX,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.903,0,0,0,2.007,0,9.791,24.605,33.251,3,I chose to send $9 back because I thought it was fair to split the money evenly. ,32.117,32.117,34.183,1,0,9,66ce0bf15319524cb74dd391,69e7998517feb65ec5d2a2c4,69e773e81779eeec606ecf09,9,I chose to send $9 back because I thought it was fair to split the money evenly. ,,6,677e975d50e1d6f9f1b69c31,3,3,1,
2026-04-21 15:34:19,2026-04-21 15:40:46,0,,100,386,1,2026-04-21 15:40:47,R_7o1rLBBmguVQ3Wp,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.102,0,0,0,2.014,0,9.873,61.218,63.412,6,"I think it would be fair if at least I should give him back a profit. Even though it was small, I think it was fair and he got the better deal overall, because he actually ended up with more money than me in the end.",17.927,45.592,46.789,5,0,5.5,5dd4c20186c8864a376f7480,69e798f4f5fdab5a01ac785c,69e773e81779eeec606ecf09,3.5,"I think it would be fair if at least I should give him back a profit. Even though it was small, I think it was fair and he got the better deal overall, because he actually ended up with more money than me in the end.",,3,69dfb3994b3139adade670a0,3,3,1,
2026-04-21 15:35:07,2026-04-21 15:40:56,0,,100,349,1,2026-04-21 15:40:56,R_1uvosJUIqioSv2M,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.681,0,0,0,2.126,0,13.765,21.199,23.727,4,I have to gain from the transaction and at the same time repay the provider,13.722,19.965,26.347,2,0,7,699e0953e3be956fca6d19db,69e7991b8824176c3799464f,69e773e81779eeec606ecf09,5,I have to gain from the transaction and at the same time repay the provider,,4,62ebe597372fdef388b734b3,4,2,1,
2026-04-21 15:38:52,2026-04-21 15:41:24,0,,100,152,1,2026-04-21 15:41:24,R_6IzS0IJ4fAovoml,,,,,,,anonymous,EN,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,1,,69c3ec1365c49fe3c120b56b,69e79a033a41a966650b15ba,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 15:40:16,2026-04-21 15:42:23,0,,100,127,1,2026-04-21 15:42:24,R_1fw54Mq0t2KHlwf,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.466,0,0,0,2.019,0,6.187,9.155,11.169,3,Felt like an appropriate fee ,10.701,13.054,14.052,3,0,5,69e6785799b1e6021208ee87,69e79a58f83493f583b50729,69e773e81779eeec606ecf09,1,Felt like an appropriate fee ,,2,6716a2900d9e3d912bc2f6c2,3,3,1,
2026-04-21 15:36:10,2026-04-21 15:42:27,0,,100,376,1,2026-04-21 15:42:28,R_3U5zSw2qoqF7ZeX,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.62,0,0,0,2.109,0,3.834,3.834,10.912,1,I trust that they will do the best with the funds if we maximize earnings. ,7.76,7.76,11.14,1,0,0,6413dd7eadc09e71fa198000,69e799634a0c046e40dc523c,69e773e81779eeec606ecf09,18,I trust that they will do the best with the funds if we maximize earnings. ,,6,656de94bf069f0a1446f47c5,3,3,1,
2026-04-21 15:39:42,2026-04-21 15:43:23,0,,100,220,1,2026-04-21 15:43:23,R_1QmQ6JCGqujAen9,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.039,0,0,0,2.015,0,7.649,9.445,16.718,3,I went to think about how much he could have had. He could have made $6 but he sent me all 6 so I could get the most amount of money. Because of this he deserved to at least get half the amount I could get out of it as if I didn't get all 6 from him I wouldn't have been able to make that amount in the first place.,5.957,7.019,11.87,2,0,9,6765dc052b2ad9f4fc3a0da1,69e79a37667c8cbbd85d7830,69e773e81779eeec606ecf09,9,I went to think about how much he could have had. He could have made $6 but he sent me all 6 so I could get the most amount of money. Because of this he deserved to at least get half the amount I could get out of it as if I didn't get all 6 from him I wouldn't have been able to make that amount in the first place.,,6,6150792b260ce6cdd47941c9,5,1,1,
2026-04-21 15:41:39,2026-04-21 15:43:47,0,,100,127,1,2026-04-21 15:43:47,R_5XpW9wLQsJfM2O1,,,,,,,anonymous,EN,1,,,1,1,1,2,,,,,,,,,,,,,,,,,,1,,66dcad009f05331a17066cc6,69e79aa9cf9f552523f74701,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 15:34:25,2026-04-21 15:45:19,0,,100,653,1,2026-04-21 15:45:19,R_7U5dR1vM53a0nFY,,,,,,,anonymous,EN,1,,,1,1,2,2,,,,,,,,,,,,,,,,,,1,,69964193eb8ec313b470ec6c,69e798fa65f48e5d9dd2b94e,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 15:43:42,2026-04-21 15:45:40,0,,100,118,1,2026-04-21 15:45:41,R_8nxx2oqm09TQUkX,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.995,0,0,0,2.107,0,5.74,8.499,9.253,2,It seemed like a sensible amount,6.406,6.406,8.026,1,0,2,5f2c16aabf114905864692f9,69e79b29c32567484e087b25,69e773e81779eeec606ecf09,1,It seemed like a sensible amount,,1,5a9dd20b4eecca0001dd9f1d,4,2,1,
2026-04-21 15:42:28,2026-04-21 15:46:23,0,,100,235,1,2026-04-21 15:46:23,R_1lXb4syePsMPmiR,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.769,0,0,0,2.114,0,18.575,34.403,41.627,5,"The total would end up being $16. So, since they already got a dollar, I gave them an extra $7 so that we each got $8 total. ",10.278,20.48,42.1,2,0,8,6997258e9fc203ca3f3ebefe,69e79adbd8fb415e62a217ff,69e773e81779eeec606ecf09,7,"The total would end up being $16. So, since they already got a dollar, I gave them an extra $7 so that we each got $8 total. ",,5,670692b29cd73b506df2f3dc,4,2,1,
2026-04-21 15:38:03,2026-04-21 15:46:33,0,,100,510,1,2026-04-21 15:46:34,R_6HuHUo55MsI6lWe,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.201,0,0,0,2.006,0,50.062,52.177,57.914,2,I chose to send back $1 because then we would each be left with $5.,119.456,119.456,121.285,1,0,5,696004361fea3beb4448e5a8,69e799ce50f2d98ec3302907,69e773e81779eeec606ecf09,1,I chose to send back $1 because then we would each be left with $5.,,2,69610babcb74bdc54d988a1d,4,2,1,
2026-04-21 15:39:32,2026-04-21 15:46:57,0,,100,445,1,2026-04-21 15:46:58,R_8woBTV7bFbY12Dp,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.595,0,0,0,2.008,0,7.018,45.625,48.083,9,"They did the work producing the data, so deserve the $5 value + extra. I have kept $6 which is 1$ more than the data is worth to the research team. ",11.328,22.364,23.663,4,1,6,6165467eb6321c819c2edb0a,69e79a2d2c91f44a564dd211,69e773e81779eeec606ecf09,9,"They did the work producing the data, so deserve the $5 value + extra. I have kept $6 which is 1$ more than the data is worth to the research team. ",,5,69b5d85bddfb54328913c9a8,2,4,1,
2026-04-21 15:42:06,2026-04-21 15:47:01,0,,100,294,1,2026-04-21 15:47:01,R_7DnC4wRKCNra9Jz,,,,,,,anonymous,EN,1,,,1,1,2,2,,,,,,,,,,,,,,,,,,1,,6776bbc5289ff58ff9bea02b,69e79ab3051858f2fd8d1b07,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 15:42:02,2026-04-21 15:47:36,0,,100,333,1,2026-04-21 15:47:37,R_7uhhfdQQ3W2mzBv,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.801,0,0,0,2.009,0,18.37,18.37,19.412,1,Because it's a little less than half.,8.238,8.238,9.226,1,1,10,6985f6870d2de85554edac63,69e79ac379dd2cdb5b454749,69e773e81779eeec606ecf09,5,Because it's a little less than half.,,5,69957db23feef83cd8d191e3,3,3,1,
2026-04-21 15:46:05,2026-04-21 15:48:44,0,,100,158,1,2026-04-21 15:48:45,R_7DYpjAAxJZbsYKa,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.642,0,0,0,2.006,0,5.875,5.875,17.937,1,"I wanted to do a fair even split, especially because the person did the good faith option of sending all.",4.963,33.45,35.241,4,0,9,69867dcbba05e8abcf5ddf97,69e79bb7a383c3b21ac02ac5,69e773e81779eeec606ecf09,9,"I wanted to do a fair even split, especially because the person did the good faith option of sending all.",,6,5ccb779b2c4e1f00159333ea,5,1,1,
2026-04-21 15:46:04,2026-04-21 15:49:03,0,,100,178,1,2026-04-21 15:49:04,R_2UbK2XinXuu37IY,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.799,0,0,0,2.107,0,1.153,8.484,10.913,3,I have no obligation or agreement to send anymore than $3 and I even had the option of sending $0,4.138,4.138,4.676,1,0,6,602d4d4c654dbd73fc278783,69e79bb7a309d8e0c31c8474,69e773e81779eeec606ecf09,3,I have no obligation or agreement to send anymore than $3 and I even had the option of sending $0,,3,607ca741fd54ce0bd3846328,4,2,1,
2026-04-21 15:47:55,2026-04-21 15:50:04,0,,100,128,1,2026-04-21 15:50:04,R_1TL5LBlELJxjMzI,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.09,0,0,0,2.011,0,8.333,8.333,9.351,1,"It made sense to give the same amount to the other person who gave me money, no more no less. ",6.428,6.428,7.16,1,0,8,668e92f5e0a31d1b5a52ee27,69e79c272733bdef1ea043e9,69e773e81779eeec606ecf09,4,"It made sense to give the same amount to the other person who gave me money, no more no less. ",,4,69ab759772b2ba121076f9ed,4,2,1,
2026-04-21 15:49:09,2026-04-21 15:51:23,0,,100,134,1,2026-04-21 15:51:23,R_5IRzCjmf7U4XYEW,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.101,0,0,0,2.019,0,6.869,8.794,11.067,3,I'd rather send more back. ,5.676,7.174,8.253,3,0,5,69af25e50d050f6c76085c0d,69e79c4ceaf1ac298c27d070,69e773e81779eeec606ecf09,10,I'd rather send more back. ,,5,5d2de4db914b6e001877da8f,3,3,1,
2026-04-21 15:48:51,2026-04-21 15:51:28,0,,100,157,1,2026-04-21 15:51:28,R_8ClBJfvA0YaquEp,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.555,0,0,0,2.114,0,4.589,14.693,19.466,2,I think it was fair and reasonable.  ,4.865,8.971,10.354,3,0,7,614b2ae5644dcd015db6fc7f,69e79c59a63ee7966ff4b624,69e773e81779eeec606ecf09,8,I think it was fair and reasonable.  ,,5,60029445bb11311e25e6f16c,4.5,1.5,1,
2026-04-21 15:47:22,2026-04-21 15:51:35,0,,100,253,1,2026-04-21 15:51:36,R_5aRHapUe8dRTsbK,,,,,,,anonymous,EN,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,66e8d83ca03bd9461c58bf5e,69e79c003aacc6741e2afa53,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 15:48:55,2026-04-21 15:52:19,0,,100,203,1,2026-04-21 15:52:19,R_5lRdvizhc4dTRzH,,,,,,,anonymous,EN,1,,,1,1,2,2,,,,,,,,,,,,,,,,,,1,,6750d4aaa5b80d2efa2684ba,69e79c5cd17603977b853106,69e773e81779eeec606ecf09,,,,,,,,1,
2026-04-21 15:46:59,2026-04-21 15:52:42,0,,100,342,1,2026-04-21 15:52:42,R_5rj5dJm6LnwStge,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.72,0,0,0,2.005,0,31.36,31.36,34.843,1,I chose to send an amount that seems generous and in keeping with everyone succeeding.,26.324,26.324,29.446,1,0,6,6997463b53dc974a895c3f7d,69e79be4ccb1d91aad901823,69e773e81779eeec606ecf09,6,I chose to send an amount that seems generous and in keeping with everyone succeeding.,,4,5dcfb0ffcc19200baabf0e8a,4,2,1,
2026-04-21 15:51:35,2026-04-21 15:54:29,0,,100,173,1,2026-04-21 15:54:30,R_7VvuZjh70gL546O,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.334,0,0,0,2.003,0,8.414,16.186,17.641,2,Data provider's amount remains the same and I still get an overage.,7.456,9.63,10.557,3,0,6,691e238cab80196950b6c047,69e79cfeaac64ac925f8399a,69e773e81779eeec606ecf09,3,Data provider's amount remains the same and I still get an overage.,,3,69d3f561dc93b0310e680566,4,2,1,
2026-04-21 15:50:41,2026-04-21 15:54:36,0,,100,235,1,2026-04-21 15:54:37,R_1ISZq2opHgE9Zjx,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.101,0,0,0,2.021,0,23.232,35.862,44.326,2,I wanted me and the other participant to end up with the same amount of money.,12.214,12.214,14.201,1,0,5,69caa70b6e56f1e62feb944c,69e79cc8b77c3f1bd68eb5fe,69e773e81779eeec606ecf09,1,I wanted me and the other participant to end up with the same amount of money.,,2,69ac85697b7b02d450013951,5,1,1,
2026-04-21 15:40:54,2026-04-21 15:54:41,0,,100,827,1,2026-04-21 15:54:41,R_3LQadLMkXcvMB1f,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,12.658,0,0,0,2.122,0,18.765,29.62,33.354,8,"I decided to send half of the amount I received, since the data provider was generous enough to send $6.",17.972,19.459,31.552,3,0,9,69c73d47eb6bc1ff31ad6a67,69e79a7bd9ccd34a2e899ae9,69e773e81779eeec606ecf09,9,"I decided to send half of the amount I received, since the data provider was generous enough to send $6.",,6,663a8c84b8e7c046d854c8dd,3,3,1,
2026-04-21 15:52:45,2026-04-21 15:55:57,0,,100,192,1,2026-04-21 15:55:58,R_7FWpn9ou65J2m3y,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.301,0,0,0,2.11,0,4.288,4.288,5.827,1,"I am acting out of self interest because there is no aspect of a  continued business relationship with this person in this context. If this were a real business relationship there would be a reason to send money back. In this case, I acted only out of self interest because there was no future relationship to consider.",3.447,3.447,5.906,1,0,18,699e010144e2a656a3fdae49,69e79d4839280e918b1d83a9,69e773e81779eeec606ecf09,0,"I am acting out of self interest because there is no aspect of a  continued business relationship with this person in this context. If this were a real business relationship there would be a reason to send money back. In this case, I acted only out of self interest because there was no future relationship to consider.",,6,69cec0f7f7516813a52a288f,6,0,1,
2026-04-21 15:52:13,2026-04-21 15:56:06,0,,100,233,1,2026-04-21 15:56:07,R_8uDtBO1IqRUvn54,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.949,0,0,0,2.01,0,16.448,28.455,29.955,6,I decided that was a fair and equal amount to send back ,5.921,8.513,10.687,3,0,11,69e680d771a621ed32dc182c,69e79d26333480bd021bffca,69e773e81779eeec606ecf09,1,I decided that was a fair and equal amount to send back ,,4,66d6605db57e9f68c8948dfc,5,1,1,
2026-04-21 15:53:56,2026-04-21 15:57:06,0,,100,190,1,2026-04-21 15:57:07,R_3rcdxz4BEkTLEzt,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.914,0,0,0,2.018,0,13.003,13.003,14.775,1,it gives the provider a little something and still gives me revenue ,10.463,10.463,11.91,1,0,3,69cf9d3728d8d9a3110e497b,69e79d7e512d8f1c0036939d,69e773e81779eeec606ecf09,3,it gives the provider a little something and still gives me revenue ,,2,69a874a3cb66fa9650cf5c56,3,3,1,
2026-04-21 15:52:46,2026-04-21 15:57:20,0,,100,273,1,2026-04-21 15:57:20,R_3RmVFAHsffTFeBX,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,5.196,0,0,0,2.024,0,6.996,39.427,42.744,4,"If the provider sent me $6 and I received $18 from the transaction, by choosing to send back $9, the provider made a profit of $3 and I made a profit of $9. In my mind, both entities would be pleased with this outcome.",6.619,6.619,9.725,1,0,9,69c049f274b5caf0b46f9813,69e79d40512d8f1c00369395,69e773e81779eeec606ecf09,9,"If the provider sent me $6 and I received $18 from the transaction, by choosing to send back $9, the provider made a profit of $3 and I made a profit of $9. In my mind, both entities would be pleased with this outcome.",,6,60833ce5197d68cff9df1b83,3,3,1,
2026-04-21 15:50:54,2026-04-21 15:57:23,0,,100,389,1,2026-04-21 15:57:24,R_31heYIIQQxtBBNJ,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.698,0,0,0,2.011,0,16.279,16.279,19.086,1,I basically decided to give them their $3 back,9.781,12.014,20.151,2,0,6,69cdd4402ce0662dce2017ed,69e79cd6545a67c6d4267e0e,69e773e81779eeec606ecf09,3,I basically decided to give them their $3 back,,3,6694fb732a72150ebef2c8e4,3,3,1,
2026-04-21 15:48:52,2026-04-21 15:58:33,0,,100,580,1,2026-04-21 15:58:33,R_51E1f9A9u5HYpRD,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.702,0,0,0,2.007,0,23.675,33.982,45.004,8,"In my opinion, I chose to send back $8 which would leave me with $10. I did this because I was first sent $2 and sold to a valued buyer and received $6. I figured I would sweeten the pot just a little, I may receive even more back.",17.904,23.4,26.528,3,0,10,69441768280c76e05cc176d6,69e79c5dd792bdd6fe6e5ee9,69e773e81779eeec606ecf09,8,"In my opinion, I chose to send back $8 which would leave me with $10. I did this because I was first sent $2 and sold to a valued buyer and received $6. I figured I would sweeten the pot just a little, I may receive even more back.",,6,5ea7e9f15bc7011d31958608,2,4,1,
2026-04-21 15:55:34,2026-04-21 15:59:00,0,,100,206,1,2026-04-21 15:59:00,R_1rZHj2NVrJu7Twy,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.18,0,0,0,2.026,0,7.211,12.251,14.675,2,Because I ony have a 10% chance of this being real. That's why.  Should make ti so everybody gets a bonus - even if it is smaller. :),4.72,4.72,5.877,1,0,5,58b2338a898c2e0001a5ca56,69e79dd5ad09467b914a2cef,69e773e81779eeec606ecf09,4,Because I ony have a 10% chance of this being real. That's why.  Should make ti so everybody gets a bonus - even if it is smaller. :),,3,69a35a044731bcfdc4ea9df9,4.5,1.5,1,
2026-04-21 15:44:41,2026-04-21 15:59:12,0,,100,871,1,2026-04-21 15:59:13,R_3Hq3UeNvelPDPBu,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.739,0,0,0,2.018,0,37.061,57.13,65.228,4,"Being the broker, I wanted to send more than the provider could get from another source and a more profitable way to proceeds. It made them more profit and me a way to make money.",23.934,26.021,37.309,2,1,4.5,67081e605bdc4dfcb6377d75,69e79b5b64592b2672deb3c5,69e773e81779eeec606ecf09,4.5,"Being the broker, I wanted to send more than the provider could get from another source and a more profitable way to proceeds. It made them more profit and me a way to make money.",,3,673b74bf38255f5d35ff3987,3,3,1,
2026-04-21 15:53:24,2026-04-21 15:59:21,0,,100,357,1,2026-04-21 15:59:22,R_823m3HrKX8ryplQ,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,4.13,0,0,0,2.108,0,28.072,28.072,32.603,1,"I decided that the provider should get more than the $3.5 that they invested, so that it would encourage the providers to send more in future. I also wanted to make a decent profit too. I thought sharing the amount fairly evenly would be the best idea.",8.553,32.537,33.54,4,0,5.5,6655bcbb5672acb64c7fc6fd,69e79d6d31fa18e85d71047f,69e773e81779eeec606ecf09,5,"I decided that the provider should get more than the $3.5 that they invested, so that it would encourage the providers to send more in future. I also wanted to make a decent profit too. I thought sharing the amount fairly evenly would be the best idea.",,3.5,5f8214581a35f532cee9ea52,3,3,1,
2026-04-21 15:55:13,2026-04-21 15:59:24,0,,100,250,1,2026-04-21 15:59:24,R_31ofAoozJgQeMZ0,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.562,0,0,0,2.011,0,13.114,13.114,14.675,1,"Since my partner started with $6, I figured I should give them at least that much back since they decided to give me so much of their original money.",8.791,8.791,9.822,1,0,6,69864995ddacce2029a50fe2,69e79dd76c1c82865ec781e0,69e773e81779eeec606ecf09,6,"Since my partner started with $6, I figured I should give them at least that much back since they decided to give me so much of their original money.",,4,66e464861f78048b57ab0f50,3,3,1,
2026-04-21 15:58:38,2026-04-21 15:59:27,0,,100,49,1,2026-04-21 15:59:28,R_5X2sJxl53YZU5b3,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,0,,69c85cf33b6bd564763ca12f,69e79ea4eb43e3961067a23b,69e773e81779eeec606ecf09,,,,,,,,0,
2026-04-21 15:57:21,2026-04-21 16:00:15,0,,100,173,1,2026-04-21 16:00:15,R_2xLWxsvbQ7f0PdN,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.628,0,0,0,2.014,0,11.216,11.216,13.595,1,"I believe the data provider should benefit from giving funds to the broker, and therefore some of the earning should be sent back, however the broker should also profit, therefore the amount was split by 50%.",5.168,5.168,7.171,1,0,9,5e8cb92b4fbc6b06bdb8a3d3,69e79e5c1d872bb525f5b69f,69e773e81779eeec606ecf09,9,"I believe the data provider should benefit from giving funds to the broker, and therefore some of the earning should be sent back, however the broker should also profit, therefore the amount was split by 50%.",,6,5e9f8d2463508412377fe12e,3,3,1,
2026-04-21 15:52:12,2026-04-21 16:00:17,0,,100,485,1,2026-04-21 16:00:18,R_2wLWxaCNjEZEPbQ,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.874,0,0,0,2.106,0,11.446,34.423,51.405,3,The data provider earned a 50% extra return by using the broker and should always be encouraged to send through the broker,7.281,13.553,21.534,3,0,4.5,66c715bdcfed428be15f400d,69e79d22dc23a2f8be31b66f,69e773e81779eeec606ecf09,4.5,The data provider earned a 50% extra return by using the broker and should always be encouraged to send through the broker,,3,658400102871818387a49d0f,3,3,1,
2026-04-21 15:57:39,2026-04-21 16:00:27,0,,100,167,1,2026-04-21 16:00:28,R_2pVLP1ETafurrry,,,,,,,anonymous,EN,1,,,1,1,3,2,1.277,1.277,4.247,1,0,0,2.131,0,7.194,8.801,10.139,3,Send back the equivalent he would have earned if he didnt go with the broker. If he had sent more i would have compensated more back ,1.418,4.843,10.7,5,0,6,5bf49e6c51d2d40001920719,69e79e2d552b9a46312200f9,69e773e81779eeec606ecf09,3,Send back the equivalent he would have earned if he didnt go with the broker. If he had sent more i would have compensated more back ,,3,614ba174b4090c0f7ed64278,4,2,1,
2026-04-21 15:55:06,2026-04-21 16:00:49,0,,100,343,1,2026-04-21 16:00:50,R_2CrAnpO3lWqoGC4,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,6.962,0,0,0,2.012,0,23.429,23.429,24.446,1,Because I wanted to make a profit but also wanted to show gratitude.,12.895,15.645,16.8,2,0,10,6608255733b6d047525acec8,69e79dba4237d8f394e5face,69e773e81779eeec606ecf09,5,Because I wanted to make a profit but also wanted to show gratitude.,,5,5a8c5f67000dab00018cd8f0,3.5,2.5,1,
2026-04-21 15:54:48,2026-04-21 16:01:27,0,,100,398,1,2026-04-21 16:01:28,R_2Y5JowZ0LbdEihX,,,,,,,anonymous,EN,1,,,1,1,3,2,0.572,0.572,5.298,1,0,0,2.111,0,25.425,37.048,41.357,2,"It meant we would both get $5.50, which I think is fair. They morally should have sent it to the research units rather than trying to get more via me selling it on, so I feel comfortable in my decision to only give back $2",34.762,67.804,73.088,5,0,5.5,60df4e7da276be47ae40c4d6,69e79dbcfb16cff24da0d82b,69e773e81779eeec606ecf09,2,"It meant we would both get $5.50, which I think is fair. They morally should have sent it to the research units rather than trying to get more via me selling it on, so I feel comfortable in my decision to only give back $2",,2.5,5abe9da9a3ba7a0001b46a18,3,3,1,
2026-04-21 15:58:06,2026-04-21 16:01:35,0,,100,208,1,2026-04-21 16:01:35,R_8dKr6EErISC9H3a,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.967,0,0,0,2.009,0,35.752,35.752,52.195,1,It seemed fair to take and send an equal amount.,6.394,6.394,10.592,1,0,4.5,5c73e79d0b33c8001232339d,69e79e89e9b275dd2327d058,69e773e81779eeec606ecf09,4.5,It seemed fair to take and send an equal amount.,,3,69cc9039dcac3acc68f7ce5c,3,3,1,
2026-04-21 15:55:39,2026-04-21 16:01:55,0,,100,375,1,2026-04-21 16:01:56,R_2s4FjKM8X9NUqls,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,3.705,0,0,0,2.024,0,28.944,28.944,51.252,1,It seems like the fairest option for both of us: half each.,12.823,12.823,16.483,1,1,9,6672e5e2b99cab96498a3126,69e79deb9640ac91299860e8,69e773e81779eeec606ecf09,9,It seems like the fairest option for both of us: half each.,,6,65e010683535448ec7b6d609,3,3,1,
