StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q58,Q59,Q119,Q120,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q151,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,Q246,Q248,Q249,Q250,Q251,Q252,Q4,Q5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q5,Q6,Q7,Q8,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q243,Q246_First Click,Q246_Last Click,Q246_Page Submit,Q246_Click Count,Q93_First Click,Q93_Last Click,Q93_Page Submit,Q93_Click Count,Q99,Q100,Q122,Q149,Q97_First Click,Q97_Last Click,Q97_Page Submit,Q97_Click Count,Q152,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q5,Q6,Q7,Q241,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q242,Q245_First Click,Q245_Last Click,Q245_Page Submit,Q245_Click Count,Q2,Q3,Q4,mistake,allocation_market,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,hp_lt_1,hp_lt_2,hp_lt_3,hp_lt_4,hp_kw_1,hp_kw_2,hp_kw_3,memory_lt_$4,memory_lt_$0,memory_lt_-$2,memory_lt_-$4,memory_kw_$0,memory_kw_-$4,memory_kw_-$6,hp_kw_4,memory_kw_-$8,hp_lt_control_1,hp_lt_control_2,hp_lt_control_3,hp_lt_control_4,hp_kw_control_1,hp_kw_control_2,hp_kw_control_3,hp_kw_control_4,memory_lt_control_$4,memory_lt_control_$2,memory_lt_control_$0,memory_lt_control_-$4,memory_kw_control_$0,memory_kw_control_$4,memory_kw_control_$6,memory_kw_control_$8,allocation_control,reasons_market,reasons_control,attention_check,market_first,market_number,control_number,Q_DataPolicyViolations
2025-12-08 17:17:26,2025-12-08 17:26:03,IP Address,,100,517,True,2025-12-08 17:26:04,R_8Nmh21bue5lPE04,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,0,0,2.008,0,This is fair as theyre recieving 12 too - its like evening out wages in a company,I feel like im donating my data as if to a charity,still not really fair- my data is worth more - its like being underpayed for a valued item you sold on ebay or at a carboot,bit naffed of - its as though im doing something good to benefit them - a one way deal,5.627,6.794,11.836,3,The other person gets £12 either way. I would like an equal share for the work i am also putting in :),0,0,0.208,0,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,0,0,2.011,0,Giving my money to my little sibling as a present because they have less,Taking from somebody undeserving of a bonus eg. A lazy coworker not getting a bonus & me getting a big one,Splitting evenly like the bill at dinner with a friend,keeping whats mine & living our lives in parallel like me and the people who work for me - both working but at different amounts,3.24,4.806,7.164,3,I have no emotional connection to the other person and therefore only have pure gain. (I’m also a poor uni student!),0,0,0.209,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Yes,3,0,12,5e90540a9622ec3628270555,6937081e3415e88d1cff872a,6936d6e6d839c49b99773e0e,lt,,$4,'-$4,$0,'-$2,'-$4,$0,'-$8,This is fair as theyre recieving 12 too - its like evening out wages in a company,still not really fair- my data is worth more - its like being underpayed for a valued item you sold on ebay or at a carboot,bit naffed of - its as though im doing something good to benefit them - a one way deal,I feel like im donating my data as if to a charity,,,,'-$6,,$4,'-$4,$2,$0,$4,$0,$8,$6,Giving my money to my little sibling as a present because they have less,Splitting evenly like the bill at dinner with a friend,keeping whats mine & living our lives in parallel like me and the people who work for me - both working but at different amounts,Taking from somebody undeserving of a bonus eg. A lazy coworker not getting a bonus & me getting a big one,,,,,12,The other person gets £12 either way. I would like an equal share for the work i am also putting in :),I have no emotional connection to the other person and therefore only have pure gain. (I’m also a poor uni student!),1,0,2,1,
2025-12-08 17:22:08,2025-12-08 17:26:24,IP Address,,100,256,True,2025-12-08 17:26:25,R_2Zm3jx8jksozpw5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.01,0,I have no idea at all,I have no idea what this means,not a clue at all i dont understand,No idea at all I dont get it,3.984,7.996,8.857,2,unsure to be honest i dont understand what Im doing,0,0,0.205,0,0,0,2.01,0,nothing at all I guess,I dont really get what the point is,I guess I have no idea,"Nothing at all, giving them nothing",3.296,3.296,4.433,1,I dont know at all im very confused,0,0,0.217,0,31,No,,0,12,5e28b99e1aacba092acd8cbd,693709238aa863717b4d15da,6936d6e6d839c49b99773e0e,kw,,$4,'-$2,$0,'-$4,$0,'-$6,'-$8,,,,,I have no idea at all,No idea at all I dont get it,I have no idea what this means,'-$4,not a clue at all i dont understand,$2,$0,$4,'-$4,$8,$4,$6,$0,,,,,"Nothing at all, giving them nothing",I dont really get what the point is,I guess I have no idea,nothing at all I guess,0,unsure to be honest i dont understand what Im doing,I dont know at all im very confused,1,1,1,2,
2025-12-08 16:48:49,2025-12-08 17:27:22,IP Address,,100,2313,True,2025-12-08 17:27:23,R_5rUntGOCkTCEN2h,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.029,0,"Its like agreeing to preset price for a service, like paying a fixed entrance fee to an event","its like negotiating a discount on a used item, say a friend is selling a phone for $8 and you convince them to lower the price $4","its like getting a small discount on a meal at a restaurant, the server throws in a free dessert or knocks off a couple of bucks from the bill","its like adding a premium service to a product, say a warranty or extra feature, and charging more for it",22.416,34.329,50.639,3,"I chose this price because it feels fair, given the fixed selling price of $12. Im okay with getting $8 and i hope the broker will still make a decent profit",0,0,0.221,0,Blue,Purple,Yellow,Green,Red,Orange,,,0,0,2.111,0,"Its like sharing a windfall with a friend, say you've got a bonus and you decide to give half of it to a buddy who's going through a tough time","Its like collecting a debt, someone owes you money and I decide to take whats owed, making things even between two","Its like respecting a deal, i have agreed on a proce or split and i stick to it, no changes","Its like showing appreciation, i have  got a bit extra and i decide to give some to someone who helped me out, like a small thank you gift",18.454,24.972,26.379,4,"I give my answer in very truthfully and carefully.I chose to transfer $2 to make it a bit more fair, the other person was allocated less, so im trying to help",0,0,0.217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Yes,6,0,8,66e3151584ce7d01596d194a,693701658067544107c4446b,6936d6e6d839c49b99773e0e,lt,,$0,'-$4,'-$2,$4,'-$8,'-$4,$0,"its like adding a premium service to a product, say a warranty or extra feature, and charging more for it","Its like agreeing to preset price for a service, like paying a fixed entrance fee to an event","its like getting a small discount on a meal at a restaurant, the server throws in a free dessert or knocks off a couple of bucks from the bill","its like negotiating a discount on a used item, say a friend is selling a phone for $8 and you convince them to lower the price $4",,,,'-$6,,$4,'-$4,$0,$2,$0,$4,$8,$6,"Its like sharing a windfall with a friend, say you've got a bonus and you decide to give half of it to a buddy who's going through a tough time","Its like showing appreciation, i have  got a bit extra and i decide to give some to someone who helped me out, like a small thank you gift","Its like respecting a deal, i have agreed on a proce or split and i stick to it, no changes","Its like collecting a debt, someone owes you money and I decide to take whats owed, making things even between two",,,,,6,"I chose this price because it feels fair, given the fixed selling price of $12. Im okay with getting $8 and i hope the broker will still make a decent profit","I give my answer in very truthfully and carefully.I chose to transfer $2 to make it a bit more fair, the other person was allocated less, so im trying to help",1,1,1,2,
2025-12-08 17:15:37,2025-12-08 17:27:41,IP Address,,100,723,True,2025-12-08 17:27:42,R_8rkQ9ECbgDezM5P,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.015,0,no comparison to anything.,no comparison to anything.,no comparison to anything.,no comparison to anything.,4.929,32.754,34.29,2,I felt this was a fair deal.,0,0,0.211,0,0,0,2.113,0,A who dunnit moment,No comparions,No Comparions,No comparisons,5.179,11.297,14.925,3,"I wanted to give the other party something, not as much as mine but something worth it.",0,0,0.221,0,45,Yes,15,0,4,5d421d6e6247ef001900bdf9,693707afe5e40281f0bcebf3,6936d6e6d839c49b99773e0e,kw,,$4,'-$2,$0,'-$4,$0,'-$6,'-$8,,,,,no comparison to anything.,no comparison to anything.,no comparison to anything.,'-$4,no comparison to anything.,$0,'-$4,$2,$4,$0,$6,$4,$8,,,,,A who dunnit moment,No Comparions,No comparions,No comparisons,8,I felt this was a fair deal.,"I wanted to give the other party something, not as much as mine but something worth it.",1,0,2,1,
2025-12-08 17:25:56,2025-12-08 17:29:13,IP Address,,100,196,True,2025-12-08 17:29:13,R_2G7XnKQj0WEVUe8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,,,,,,,..a computer,..affects your match earnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,66f46a8682979653eadb837f,69370a15918101a0ca6b57e1,6936d6e6d839c49b99773e0e,,,'-$2,'-$4,$0,$4,'-$6,$0,'-$4,,,,,,,,'-$8,,$2,'-$4,$4,$0,$6,$4,$0,$8,,,,,,,,,,,,1,0,2,1,
2025-12-08 17:23:26,2025-12-08 17:30:12,IP Address,,100,406,True,2025-12-08 17:30:12,R_7ylQIs4LnObjito,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,0,0,2.029,0,Equal exchange of information ,I give a lot of info so it’s less equal ,I give a small amount of info ,They give a great deal of info ,4.066,4.066,8.866,1,I gave away all the advice ,0,0,0.212,0,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,0,0,2.03,0,An equal conversation ,They gave me some info of value,They gave me info of greater value ,"I gave them info of va,he ",7.377,10.03,11.261,3,Since there was no exchange and I’m the one always contributing more it might be fun to get a bigger amount some time ,0,0,0.213,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Yes,26,0,0,67ca05b811f9ce2ffe685f2f,6937098656c91d0b551c8b06,6936d6e6d839c49b99773e0e,lt,,$0,'-$4,'-$2,$4,$0,'-$8,'-$4,They give a great deal of info ,Equal exchange of information ,I give a small amount of info ,I give a lot of info so it’s less equal ,,,,'-$6,,$0,$2,$4,'-$4,$8,$0,$4,$6,They gave me info of greater value ,They gave me some info of value,An equal conversation ,"I gave them info of va,he ",,,,,12,I gave away all the advice ,Since there was no exchange and I’m the one always contributing more it might be fun to get a bigger amount some time ,1,0,2,1,
2025-12-08 17:31:27,2025-12-08 17:31:53,IP Address,,100,25,True,2025-12-08 17:31:53,R_7ponyBHb9b9QZKF,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,664b9ce660fb9376b55d0ca0,69370b631b0e5c84c06c6f15,6936d6e6d839c49b99773e0e,,,$0,'-$2,'-$4,$4,'-$4,$0,'-$6,,,,,,,,'-$8,,'-$4,$2,$0,$4,$0,$8,$4,$6,,,,,,,,,,,,0,,,,
2025-12-08 17:02:26,2025-12-08 17:32:14,IP Address,,100,1788,True,2025-12-08 17:32:15,R_2GKvtvcy1A6ypjd,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.16,0,"Lowering the price by $2 is like when a shop gives a small discount, for example reducing something from $8.","when a shop gives a bigger discount, for example reducing something from $8 down to $4.","Changing the price by +$4 is like when a shop raises the cost of something, for example increasing a product from $8 to $12.",“Changing the price by $0 is like when a shop keeps the price the same — no discount and no increase.,10.026,74.198,74.911,12,I wanted to decrease the price as I feel like it would sell for less then 8 dollars. ,0,0,0.125,0,Blue,Purple,Yellow,Green,Red,Orange,,,0,0,2.133,0,"A parent gives $8 to one child and $4 to another. The first child takes the $4 away, ending up with $12 while the sibling has nothing.

","you give them a little extra so they have more, while you still keep most of what you had.","Transferring $0 is like leaving things as they are — you keep your $8 and the other person keeps their $4, with no change.","sharing half of what you have — for example, giving part of your allowance or bonus to a friend so both of you end up with more equal amounts.",24.404,66.477,73.601,13,I wanted the other person to have more more dollars so we can both be equal.,0,0,0.231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Yes,3,0,6,60c5165878a82f763c29536a,693704961e0d8bef1a7ab936,6936d6e6d839c49b99773e0e,lt,,'-$2,'-$4,$4,$0,'-$4,'-$6,$0,"Changing the price by +$4 is like when a shop raises the cost of something, for example increasing a product from $8 to $12.",“Changing the price by $0 is like when a shop keeps the price the same — no discount and no increase.,"Lowering the price by $2 is like when a shop gives a small discount, for example reducing something from $8.","when a shop gives a bigger discount, for example reducing something from $8 down to $4.",,,,'-$8,,'-$4,$2,$0,$4,$0,$8,$6,$4,,,,,,,,,4,I wanted to decrease the price as I feel like it would sell for less then 8 dollars. ,,1,1,1,2,
2025-12-08 17:28:24,2025-12-08 17:32:58,IP Address,,100,274,True,2025-12-08 17:32:58,R_5qKyonai2YOudIf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,0,0,2.009,0,Similar to losing half of my savings.,Similar to losing some cash at the store.,Finding a few dollars on the floor.,Every day life without any cash on hand.,1.992,5.154,10.598,2,I wanted to give it the highest amount to see what would happen.,0,0,0.206,0,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,0,0,2.01,0,I find it similar to taking money from someone else.,I find it similar to donating to charity.,I find it similar to giving it to a homeless person.,I find it similar to not giving any money.,4.223,6.2,8.151,2,I wanted to see what would happen with a small amount.,0,0,0.207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Yes,3,0,12,674382c7325a6cb19d897ca4,69370ab27ecb71e2f591cc79,6936d6e6d839c49b99773e0e,lt,,'-$4,'-$2,$4,$0,$0,'-$4,'-$8,Finding a few dollars on the floor.,Every day life without any cash on hand.,Similar to losing some cash at the store.,Similar to losing half of my savings.,,,,'-$6,,'-$4,$4,$2,$0,$4,$0,$6,$8,I find it similar to donating to charity.,I find it similar to giving it to a homeless person.,I find it similar to not giving any money.,I find it similar to taking money from someone else.,,,,,7.5,I wanted to give it the highest amount to see what would happen.,I wanted to see what would happen with a small amount.,1,0,2,1,
2025-12-08 17:10:17,2025-12-08 17:33:09,IP Address,,100,1371,True,2025-12-08 17:33:10,R_3vdc1jUgNd1Z7jF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.018,0,If I were to buy a $20 shirt I would want to find it on sale for $16,When I look to buy a lamp I want a $30 lamp for only $22,I need an alarm clock. A $50 clock should be on sale for $44,I would be willing to pay full price for my items.,17.933,27.546,29.381,2,I have to pay $12 for the data. I need to make some profit.,0,0,0.209,0,0,0,2.108,0,there are 2 of us doing a job. I am given $12 to be sure the job is completed. We both do half the work so we split the pay,We were both assigned to do the job and somehow he did the majority of the work so he gets the majority of the pay,We were both assigned the job and I did most of the owkr. I get most of the pay.,"WE were assigned a job, he did not show up.",16.953,19.7,21.382,2,I assume we will do equal work,0,0,0.206,0,64,No,,0,9,5a94d24fb5e2110001c689b5,69370665f478d20a7eabd836,6936d6e6d839c49b99773e0e,kw,,'-$2,$4,$0,'-$4,'-$4,'-$8,'-$6,,,,,I would be willing to pay full price for my items.,If I were to buy a $20 shirt I would want to find it on sale for $16,I need an alarm clock. A $50 clock should be on sale for $44,$0,When I look to buy a lamp I want a $30 lamp for only $22,$2,$4,'-$4,$0,$6,$8,$4,$0,,,,,"WE were assigned a job, he did not show up.",We were both assigned the job and I did most of the owkr. I get most of the pay.,there are 2 of us doing a job. I am given $12 to be sure the job is completed. We both do half the work so we split the pay,We were both assigned to do the job and somehow he did the majority of the work so he gets the majority of the pay,6,I have to pay $12 for the data. I need to make some profit.,I assume we will do equal work,1,1,1,2,
2025-12-08 16:57:17,2025-12-08 17:33:55,IP Address,,100,2197,True,2025-12-08 17:33:55,R_8exROsERP0itBCt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,,,,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.008,0,A price being agreed and then payer decides not to give the full amount to the person being paid.,The person owing the money only gives back to the lender only half of the agreed amount..,Agreeing on a figure and sticking to it.,Someone is being taken advantage of.,26.398,289.09000000000003,292.65000000000003,257,"I was unable to find the slider.  I clicked everywhere.  Eventually a number of dollars appeared which I tried to change but was unable to.  $11, which was the price change that appeared, wouldn't have been my choice.",0,0,0.205,0,0,0,2.011,0,Not giving any money to someone who is begging on the street.,Giving money to a member of my family.,Giving money to a different member of my family.,Giving money to a friend.,14.384,161.395,162.888,136,I don't know the other participant so I chose to only give them a small amount of money.,0,0,0.206,0,79,No,,0,1,59a23b5d1bf9070001ce8d73,6937035c0a0a469c80ed6d00,6936d6e6d839c49b99773e0e,kw,,$4,'-$4,$0,'-$2,'-$4,'-$6,$0,,,,,Agreeing on a figure and sticking to it.,A price being agreed and then payer decides not to give the full amount to the person being paid.,The person owing the money only gives back to the lender only half of the agreed amount..,'-$8,Someone is being taken advantage of.,$2,$0,'-$4,$4,$0,$6,$8,$4,,,,,Not giving any money to someone who is begging on the street.,Giving money to a friend.,Giving money to a member of my family.,Giving money to a different member of my family.,10,"I was unable to find the slider.  I clicked everywhere.  Eventually a number of dollars appeared which I tried to change but was unable to.  $11, which was the price change that appeared, wouldn't have been my choice.",I don't know the other participant so I chose to only give them a small amount of money.,1,0,2,1,
2025-12-08 17:26:58,2025-12-08 17:33:55,IP Address,,100,417,True,2025-12-08 17:33:56,R_8qE5ckRQxJ4Od2Y,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",0,0,2.004,0,"A local café usually sells iced coffee for £8, but a regular customer comes in every morning. The barista decides to charge them £6 instead as a small “regulars’ discount.”","A freelance graphic designer usually charges £8 for a quick logo tweak. But after getting swamped with requests and realising clients find the service genuinely valuable, they raised the fee to £12. It’s a modest increase, not extreme, but enough to reflect higher demand and limited time.","landlord considers raising or lowering the monthly rent for a long-term tenant. After thinking about market rates and the tenant’s reliability, they decide to keep it exactly the same. No increase, no discount — just stability.","tutor normally charges £8 for a short revision session, but student explains they’re struggling financially before exams. The tutor drops the price to £4 — a big reduction — because they want to support the student and make sure cost isn’t a barrier.",5.532,11.049,12.515,10,feels fair and the price should start around the default starting range not too high or low,0,0,0.208,0,Blue,Purple,Yellow,Green,Red,Orange,,,0,0,2.008,0,"Two siblings inherit different amounts of money from a relative — one receives £8, the other £4. They briefly talk about whether to rebalance it, but both decide to just keep their original shares. No hard feelings, no negotiation — just accepting the split as it is.","Two colleagues split a bonus unevenly because of how the company allocated it: one gets £8 and the other gets £4. The one with the larger share decides to pass £2 over so they both walk away with £6. It’s not a full equalisation, but it shows goodwill and a desire to reduce the gap.","Two business partners are dividing leftover project funds based on a formula they agreed to. One partner realises the rules technically allow them to claim an additional £4 from the shared pot. They decide to take it, ending up with everything while the other partner is left with nothing. It’s not illegal or against the rules — just a very self-interested move.","Two friends receive unequal travel vouchers for a group trip: one gets £8 and the other £4. The one with the larger voucher knows their friend has been struggling financially, so they hand over £4. Now the friend has £8 and they have £4. It’s a meaningful act of kindness that flips the imbalance in favour of the person who needs it more.",6.063,9.109,12.235,6,keeps me in a stronger position which i will need against a stronger negotiator,0,0,0.105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,No,,0,8,602ff7a159d28fdae8d5db62,69370a5a51ead0eb22cebfb6,6936d6e6d839c49b99773e0e,lt,,'-$2,$4,$0,'-$4,'-$6,'-$4,'-$8,"A freelance graphic designer usually charges £8 for a quick logo tweak. But after getting swamped with requests and realising clients find the service genuinely valuable, they raised the fee to £12. It’s a modest increase, not extreme, but enough to reflect higher demand and limited time.","landlord considers raising or lowering the monthly rent for a long-term tenant. After thinking about market rates and the tenant’s reliability, they decide to keep it exactly the same. No increase, no discount — just stability.","A local café usually sells iced coffee for £8, but a regular customer comes in every morning. The barista decides to charge them £6 instead as a small “regulars’ discount.”","tutor normally charges £8 for a short revision session, but student explains they’re struggling financially before exams. The tutor drops the price to £4 — a big reduction — because they want to support the student and make sure cost isn’t a barrier.",,,,$0,,$0,$2,'-$4,$4,$6,$8,$4,$0,"Two friends receive unequal travel vouchers for a group trip: one gets £8 and the other £4. The one with the larger voucher knows their friend has been struggling financially, so they hand over £4. Now the friend has £8 and they have £4. It’s a meaningful act of kindness that flips the imbalance in favour of the person who needs it more.","Two colleagues split a bonus unevenly because of how the company allocated it: one gets £8 and the other gets £4. The one with the larger share decides to pass £2 over so they both walk away with £6. It’s not a full equalisation, but it shows goodwill and a desire to reduce the gap.","Two siblings inherit different amounts of money from a relative — one receives £8, the other £4. They briefly talk about whether to rebalance it, but both decide to just keep their original shares. No hard feelings, no negotiation — just accepting the split as it is.","Two business partners are dividing leftover project funds based on a formula they agreed to. One partner realises the rules technically allow them to claim an additional £4 from the shared pot. They decide to take it, ending up with everything while the other partner is left with nothing. It’s not illegal or against the rules — just a very self-interested move.",,,,,8,feels fair and the price should start around the default starting range not too high or low,keeps me in a stronger position which i will need against a stronger negotiator,1,1,1,2,
2025-12-08 17:27:48,2025-12-08 17:34:02,IP Address,,100,373,True,2025-12-08 17:34:03,R_8Gw6znI8v7XYyzD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.012,0,Opening and box of chocolates and seeing the correct number ,Drinking 3/4 of your drink ,Dividing something equally ,Seeing a 1/4 reduction ,6.386,9.323,10.569,2,Because this is what I described correctly ,0,0,0.208,0,0,0,2.116,0,Being generous with your time ,Offering a small amount ,Being equal ,Being greedy,3.494,3.494,5.338,1,Because it is equal so feel fair ,0,0,0.212,0,31,Yes,30,0,6,6776c640c441a770cf2f7db5,69370a8cbf3e2ec803b6a22b,6936d6e6d839c49b99773e0e,kw,,$0,$4,'-$4,'-$2,$0,'-$8,'-$6,,,,,Opening and box of chocolates and seeing the correct number ,Seeing a 1/4 reduction ,Dividing something equally ,'-$4,Drinking 3/4 of your drink ,$2,$0,'-$4,$4,$8,$4,$6,$0,,,,,Being greedy,Offering a small amount ,Being equal ,Being generous with your time ,6,Because this is what I described correctly ,Because it is equal so feel fair ,1,1,1,2,
2025-12-08 17:24:21,2025-12-08 17:34:44,IP Address,,100,622,True,2025-12-08 17:34:44,R_6fTzjpYO5CoX0lD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,"If your pair is selected, you (the data provider) receive the price you set as a bonus, and the broker receives the profit of $12 minus the price you set.",,,,,,,,,,,,,,,,,,Blue,Purple,Yellow,Green,Red,Orange,,,,,,,,,,,,,,,,,,,,0,0,2.008,0,"If I changed the starting price from 12$ to 4$ by decreasing it 8$, I would say thats a fairly good deal for my data. It is still a little more than I would charge considering I usually get around 2 bucks for my data.","If I changed the starting price from 12$ to 8$ by decreasing it 4$, I would say thats a fairly poor deal for my data unless it was an interview. It is a lot more than I would charge considering I usually get around 2 bucks for my data for a short upload, but if it required lots of data then it would perhaps be comperable. ",This 12$ charge for my data would be a steep price to pay so it better be worth it to pay 12$ for. Usually this data would have to be task intensive so that the 12$ pays off in the study. This would be similar to the price of a study that was an hour long interview or longer. ,"If I changed the starting price from 12$ to 6$ by decreasing it 6$, I would say thats a fairly good deal for my data if it involves a video recording or some kind of AI training. It is still a little more than I would charge considering I usually get around 2 bucks for my data, but that would change if it was a longer quiz around 25-35 minutes.",5.075,6.405,7.475,2,I chose 12$ because my data is important and if it was going to be able to be sold it might as well be sold at the highest rate. ,0,0,0.209,0,0,0,2.01,0,If I transferred 0$ to another participant then it would be like a normal day. I don't owe them anything because they did not give me anything in return.,If I transferred 6$ to the other participant then I would want to split something so like if we were walking down the street and found 20$ then decided to split it I would think thats pretty fair. ,I would find this similar to buying someone a coffee since thats about the price of buying someone a coffee these days thats not too extravagent. ,If I transferred 8$ to some other participant thats like giving them 45 min of my time because thats how long it would probably take for me to make that much on my computer. ,4.696,7.037,7.786,2,I chose 4$ because it would suck to be on the other end of things and not get any money because the person just kept it all to themselves. ,0,0,0.205,0,24,No,,0,12,610ed1ac68f6c344f9a8b17d,693709bfae5c630d98da55ff,6936d6e6d839c49b99773e0e,kw,,$0,'-$4,$4,'-$2,'-$8,'-$4,$0,,,,,This 12$ charge for my data would be a steep price to pay so it better be worth it to pay 12$ for. Usually this data would have to be task intensive so that the 12$ pays off in the study. This would be similar to the price of a study that was an hour long interview or longer. ,"If I changed the starting price from 12$ to 8$ by decreasing it 4$, I would say thats a fairly poor deal for my data unless it was an interview. It is a lot more than I would charge considering I usually get around 2 bucks for my data for a short upload, but if it required lots of data then it would perhaps be comperable. ","If I changed the starting price from 12$ to 6$ by decreasing it 6$, I would say thats a fairly good deal for my data if it involves a video recording or some kind of AI training. It is still a little more than I would charge considering I usually get around 2 bucks for my data, but that would change if it was a longer quiz around 25-35 minutes.",'-$6,"If I changed the starting price from 12$ to 4$ by decreasing it 8$, I would say thats a fairly good deal for my data. It is still a little more than I would charge considering I usually get around 2 bucks for my data.",'-$4,$4,$2,$0,$0,$6,$4,$8,,,,,If I transferred 0$ to another participant then it would be like a normal day. I don't owe them anything because they did not give me anything in return.,I would find this similar to buying someone a coffee since thats about the price of buying someone a coffee these days thats not too extravagent. ,If I transferred 6$ to the other participant then I would want to split something so like if we were walking down the street and found 20$ then decided to split it I would think thats pretty fair. ,If I transferred 8$ to some other participant thats like giving them 45 min of my time because thats how long it would probably take for me to make that much on my computer. ,8,I chose 12$ because my data is important and if it was going to be able to be sold it might as well be sold at the highest rate. ,I chose 4$ because it would suck to be on the other end of things and not get any money because the person just kept it all to themselves. ,1,1,1,2,
