StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,Q_DataPolicyViolations
2026-04-20 10:54:09,2026-04-20 10:57:12,0,,100,183,1,2026-04-20 10:57:12,R_7oF0jzopAmORqYV,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.009,0,2.803,2.803,5.066,1,"I honestly thought it was fair, even if they don't send anything back, I still sent half of my earnings.",11.775,16.302,17.979,2,,,,,12.644,16.787,18.032,2,0,0,0.208,0,0,3,6384ec504af00dd4483f521e,69e604d13d329d8391a2c002,69e5eb933e3c8016d3f8510e,3,"I honestly thought it was fair, even if they don't send anything back, I still sent half of my earnings.",3,1,1,
2026-04-20 10:49:55,2026-04-20 10:58:11,0,,100,496,1,2026-04-20 10:58:12,R_1OUHTdp3CPaHJAZ,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.007,0,28.624,32.654,41.382,3,"To have equal amount, before being multiplied so as to make player feel okay with the share i gave him.",15.071,18.879,22.337,3,,,,,16.312,19.445,26.812,3,0,0,0.208,0,0,3,69e471c43852befc800b98f0,69e604c288883c4f895abd7c,69e5eb933e3c8016d3f8510e,3,"To have equal amount, before being multiplied so as to make player feel okay with the share i gave him.",4.5,3,1,
2026-04-20 10:58:07,2026-04-20 10:58:16,0,,100,8,1,2026-04-20 10:58:16,R_6n8AXNftRraRYaN,,,,,,,anonymous,EN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69e5c75cd8d459caac2d5eab,69e606b7da7f7c3537158aa8,69e5eb933e3c8016d3f8510e,,,,,0,
2026-04-20 10:54:57,2026-04-20 10:58:32,0,,100,214,1,2026-04-20 10:58:32,R_8rV6zeqxIw3lX2x,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.125,0,8.687,18.119,22.49,2,I feel that is the best way for me to get the most possible out of the bonus and I would hope the person I'm working with will see that and send half back,4.179,6.075,8.471,2,,,,,7.189,16.749,17.928,2,0,0,0.209,0,0,0,55ed5e8b748092000aaa9909,69e605f2e9c24cd72c158a84,69e5eb933e3c8016d3f8510e,6,I feel that is the best way for me to get the most possible out of the bonus and I would hope the person I'm working with will see that and send half back,9,1,1,
2026-04-20 10:55:36,2026-04-20 10:58:57,0,,100,201,1,2026-04-20 10:58:58,R_2fJZ5JmOWqptvpg,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.015,0,12.475,31.395,33.239,7,I thought that was a good amount should player 2 didn't send any back ,7.801,7.801,11.053,1,,,,,,,,,0,0,0.208,0,0,4,5d71640e8a1bff0001d88e70,69e60621230c7059a641817d,69e5eb933e3c8016d3f8510e,2,I thought that was a good amount should player 2 didn't send any back ,2,,1,
2026-04-20 10:56:31,2026-04-20 10:59:01,0,,100,150,1,2026-04-20 10:59:02,R_7r183vD0hR9jJ7x,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.134,0,8.183,8.183,13.303,1,"because if i send a lot, maybe player 2 will send me a lot back. and if not, i still have a dollar",3.025,7.819,8.843,2,,,,,4.407,11.554,12.451,3,0,0,0.213,0,0,1,69e16f2841b4b0bba5d62f54,69e60650405d94ae917e82c4,69e5eb933e3c8016d3f8510e,5,"because if i send a lot, maybe player 2 will send me a lot back. and if not, i still have a dollar",5,5,1,
2026-04-20 10:48:14,2026-04-20 10:59:03,0,,100,648,1,2026-04-20 10:59:03,R_6jlUJ7QFASJzLJl,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.009,0,4.712,31.21,33.968,2,"I want to guarantee I get some money, so I gave myself 2 dollars. I basically took a gamble and thought that if Player 2 then gets 12 dollars, they might send me some back. I thought they would send me anywhere from 0-6 dollars, so it's high risk low reward, considering I need 4 to make the gamble worth it, but why not? I'm okay with making more less than 6 dollars. I also want player 2 to make some money. The likelihood that this will affect my payout is 10% so if I get a few dollars as bonus it's aight.",5.536,5.536,6.516,1,,,,,12.748,12.748,16.566,1,0,0,0.207,0,1,2,65cbcc4d2d238ef48ea0c3cb,69e60467da544375d5fe4980,69e5eb933e3c8016d3f8510e,4,"I want to guarantee I get some money, so I gave myself 2 dollars. I basically took a gamble and thought that if Player 2 then gets 12 dollars, they might send me some back. I thought they would send me anywhere from 0-6 dollars, so it's high risk low reward, considering I need 4 to make the gamble worth it, but why not? I'm okay with making more less than 6 dollars. I also want player 2 to make some money. The likelihood that this will affect my payout is 10% so if I get a few dollars as bonus it's aight.",2.5,5,1,
2026-04-20 10:57:21,2026-04-20 10:59:18,0,,100,117,1,2026-04-20 10:59:18,R_18IfgPrtlans4Ys,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.019,0,10.174,10.174,11.043,1,"I enjoy giving to others, even if it might not benefit me.",8.458,12.656,13.381,2,,,,,5.823,8.519,9.195,4,0,0,0.21,0,0,1,698f165669bbe6011e1450bf,69e6068a53fa00ed7116c1e0,69e5eb933e3c8016d3f8510e,5,"I enjoy giving to others, even if it might not benefit me.",3,0.5,1,
2026-04-20 10:57:21,2026-04-20 11:00:07,0,,100,165,1,2026-04-20 11:00:08,R_7qpKXxL8SCwVOVl,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.008,0,14.595,20.161,20.87,3,I’m not in a generous mood today ,6.156,8.34,9.495,2,,,,,5.162,11.367,12.759,6,0,0,0.105,0,0,5,67ca05b811f9ce2ffe685f2f,69e6068ca2c87130ea9ae5d7,69e5eb933e3c8016d3f8510e,1,I’m not in a generous mood today ,1,1,1,
2026-04-20 10:58:10,2026-04-20 11:00:10,0,,100,119,1,2026-04-20 11:00:10,R_2xgrs03vzLIz6XD,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.019,0,3.065,3.065,4.055,1,Because it will be tripled ,4.336,6.826,7.825,2,,,,,8.198,8.198,9.733,1,0,0,0.206,0,0,0,665ed3e9a6d856341025d5e1,69e606bd74f86eeb166344c4,69e5eb933e3c8016d3f8510e,6,Because it will be tripled ,9,3,1,
2026-04-20 10:54:46,2026-04-20 11:00:10,0,,100,324,1,2026-04-20 11:00:11,R_6oH4kBY3JdWjjRf,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.007,0,12.393,18.04,20.611,3,I can live with not getting anything in return for that amount.,15.773,24.509,26.117,7,,,,,,,,,0,0,0.207,0,0,4,69dc3f304137e723662d1a94,69e605e7230047277dc51495,69e5eb933e3c8016d3f8510e,2,I can live with not getting anything in return for that amount.,2,,1,
2026-04-20 10:57:42,2026-04-20 11:00:56,0,,100,193,1,2026-04-20 11:00:56,R_1PSMK9121uZ7pFN,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.009,0,14.574,31.455,32.6,2,I had faith that the other person would realize that I was trusting them to send me back half since I trusted them with the max amount.,7.809,7.809,11.094,1,,,,,21.854,21.854,25.643,1,0,0,0.207,0,0,0,6266a849331cc893a5b22cf6,69e6069fc7559c3384bb4de1,69e5eb933e3c8016d3f8510e,6,I had faith that the other person would realize that I was trusting them to send me back half since I trusted them with the max amount.,9,1,1,
2026-04-20 10:59:03,2026-04-20 11:01:38,0,,100,155,1,2026-04-20 11:01:38,R_3kMpAUcQkmyKWPm,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.022,0,32.024,38.596,39.75,5,It gives a good bonus to both of us,6.381,8.46,11.422,3,,,,,3.516,6.979,8.379,3,0,0,0.21,0,0,2,69a5173e79a786eadc643c31,69e606c95101ef5b333deca0,69e5eb933e3c8016d3f8510e,4,It gives a good bonus to both of us,6,2,1,
2026-04-20 10:52:52,2026-04-20 11:01:58,0,,100,545,1,2026-04-20 11:01:59,R_62Mgb2Afg2KpfLg,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.016,0,30.287,60.232,64.429,6,"I want participant to win, but I want to have more.",15.052,26.253,28.938,4,,,,,14.601,18.294,22.395,3,0,0,0.211,0,0,4.5,66a2d5e0b07c184f3ec66f38,69e60565ea05cc38d2b36070,69e5eb933e3c8016d3f8510e,1.5,"I want participant to win, but I want to have more.",1,2,1,
2026-04-20 10:59:59,2026-04-20 11:02:00,0,,100,120,1,2026-04-20 11:02:00,R_2tq0tfKNYmWp3c5,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.112,0,5.197,5.197,8.08,1,I felt that i require the money but would still like to give an amount so gave just under half.,7.978,7.978,10.494,1,,,,,5.91,8.276,9.801,4,0,0,0.218,0,0,3.5,6752177181b110a946e73795,69e60723368f76115f6d1694,69e5eb933e3c8016d3f8510e,2.5,I felt that i require the money but would still like to give an amount so gave just under half.,1.5,1,1,
2026-04-20 10:59:52,2026-04-20 11:02:16,0,,100,144,1,2026-04-20 11:02:17,R_3O1SU2fjZwfAuJV,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.006,0,1.936,5.804,9.01,3,It was fine for me to split the money.,9.775,16.143,17.365,4,,,,,5.172,5.172,7.412,1,0,0,0.207,0,0,3,63e2efb080652555c6d566cb,69e6071da3f4380202e3be09,69e5eb933e3c8016d3f8510e,3,It was fine for me to split the money.,3,2,1,
2026-04-20 10:58:21,2026-04-20 11:02:18,0,,100,237,1,2026-04-20 11:02:19,R_8yIfLtTXWMAZiNj,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.009,0,12.028,17.195,17.885,3,hopefully we will both receive a similar amount or one that is not too different.I wanted to receive more so 5 for me and 3 for them,7.305,12.416,13.227,2,,,,,12.127,18.687,19.696,2,0,0,0.21,0,0,5,5c9749b849784d001b486f6a,69e606c102a57885638086e8,69e5eb933e3c8016d3f8510e,1,hopefully we will both receive a similar amount or one that is not too different.I wanted to receive more so 5 for me and 3 for them,0,1.5,1,
2026-04-20 11:00:38,2026-04-20 11:03:20,0,,100,162,1,2026-04-20 11:03:21,R_80qNwxlxYpVU5U9,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.112,0,6.509,6.509,7.676,1,I feel that being sending 3 dollars to them since it will get multiplied by 3 then they will have more to be able to send back ,5.19,7.194,8.08,2,,,,,7.405,7.405,8.115,1,0,0,0.212,0,0,3,5f67377af1af6f32004161cd,69e60751ab3cda1d78742623,69e5eb933e3c8016d3f8510e,3,I feel that being sending 3 dollars to them since it will get multiplied by 3 then they will have more to be able to send back ,5,4.5,1,
2026-04-20 10:59:10,2026-04-20 11:04:05,0,,100,295,1,2026-04-20 11:04:06,R_2ND8r0Hn5utDBe1,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.015,0,12.617,21.105,23.816,4,he will receive my 2 dollars times 3 which means he will receive 6 dollars in total,11.612,28.115,30.582,13,,,,,,,,,0,0,0.207,0,0,4,5d6a49eba8567d001d3af564,69e606e692123e39e46de7c6,69e5eb933e3c8016d3f8510e,2,he will receive my 2 dollars times 3 which means he will receive 6 dollars in total,3,,1,
2026-04-20 10:54:52,2026-04-20 11:04:22,0,,100,570,1,2026-04-20 11:04:23,R_1ITlSknueXeGuml,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.007,0,16.671,96.947,98.498,13,This amount could get us both the most if the other player splits it fairly.,8.038,8.038,12.861,1,,,,,15.558,15.558,24.748,1,0,0,0.205,0,0,0,5f0d2ad60ad0d6730c380b05,69e605f70f046a720e3051e4,69e5eb933e3c8016d3f8510e,6,This amount could get us both the most if the other player splits it fairly.,9,1,1,
2026-04-20 11:01:20,2026-04-20 11:04:51,0,,100,211,1,2026-04-20 11:04:51,R_8uDnW6mp5IdM7gn,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.113,0,21.747,23.363,24.882,2,I believe they will return the trust and generosity- if they dont ill be happy to have tried,4.06,10.113,11.7,3,,,,,8.979,11.553,12.946,2,0,0,0.204,0,0,0,604647daf93b230c5c1521f3,69e60776dccf12f6ec3d781d,69e5eb933e3c8016d3f8510e,6,I believe they will return the trust and generosity- if they dont ill be happy to have tried,2,0,1,
2026-04-20 10:56:56,2026-04-20 11:05:10,0,,100,494,1,2026-04-20 11:05:11,R_2hFvE1t81rWRaY9,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.116,0,28.065,28.065,29.814,1,"Player 2 would get $6, whilst I would initially be left with $4. I would be hoping Player 2 would send me back $1, so we would both end up with $5",6.172,9.944,10.945,2,,,,,,,,,0,0,0.107,0,0,4,5ea313378e994c25658eae92,69e6066e110e824859f13c95,69e5eb933e3c8016d3f8510e,2,"Player 2 would get $6, whilst I would initially be left with $4. I would be hoping Player 2 would send me back $1, so we would both end up with $5",1,,1,
2026-04-20 10:55:44,2026-04-20 11:05:54,0,,100,610,1,2026-04-20 11:05:55,R_3IbNsSYpZjkTssV,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.007,0,19.669,26.973,28.722,2,"At the end of the day, I need to earn more for my recurrent expenditure. Having sent $1 to player 2 means they will receive $3 and I will receive $5. I feel that is fair enough.",11.049,26.56,29.373,5,,,,,12.005,16.341,18.2,2,0,0,0.213,0,1,5,69b8898ebeeba32a4b168f36,69e606215f49a13c70ec10f3,69e5eb933e3c8016d3f8510e,1,"At the end of the day, I need to earn more for my recurrent expenditure. Having sent $1 to player 2 means they will receive $3 and I will receive $5. I feel that is fair enough.",1.5,2,1,
2026-04-20 11:03:01,2026-04-20 11:05:56,0,,100,174,1,2026-04-20 11:05:56,R_8EGZGCuaW1pssQ7,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.012,0,14.765,14.765,16.326,1,i am assuming that the x3 will mean that player 2 will receive $6 and i am happy with a $4 return even if they do not offer back the $1 that would then leave us each with the same amount. ,7.1,7.1,8.527,1,,,,,,,,,0,0,0.211,0,0,4,5e170b9ad51cf301722d91d2,69e607df8e9f407a58a509ba,69e5eb933e3c8016d3f8510e,2,i am assuming that the x3 will mean that player 2 will receive $6 and i am happy with a $4 return even if they do not offer back the $1 that would then leave us each with the same amount. ,1,,1,
2026-04-20 11:03:50,2026-04-20 11:06:12,0,,100,141,1,2026-04-20 11:06:12,R_6N2Gpw169a6MLZE,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.01,0,2.216,3.812,6.017,2,It will give them $9 and I would hope. they would send back at least $3 to get me to the original 6,5.428,9.532,11.299,6,,,,,6.361,9.948,11.2,2,0,0,0.204,0,0,3,60fdd0b4f6dd3ba555f0f9db,69e607abb2faa32b1bf81e89,69e5eb933e3c8016d3f8510e,3,It will give them $9 and I would hope. they would send back at least $3 to get me to the original 6,3,2,1,
2026-04-20 11:02:46,2026-04-20 11:06:13,0,,100,207,1,2026-04-20 11:06:14,R_8DYOUGXf23orMJg,,,,,,,anonymous,EN,1,,,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5fc756cec5e5121fdadfb230,69e607cd920df13e1a44aa43,69e5eb933e3c8016d3f8510e,,,,,1,
2026-04-20 11:04:03,2026-04-20 11:06:22,0,,100,138,1,2026-04-20 11:06:22,R_8EW2ymOXvEc3ivq,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.007,0,7.431,7.431,8.253,1,it will give an even amount to each of us. ,5.785,5.785,6.712,1,,,,,4.574,4.574,6.388,1,0,0,0.105,0,0,4.5,6447abcf5525c01385eda994,69e606928b7067bfe0d54bea,69e5eb933e3c8016d3f8510e,1.5,it will give an even amount to each of us. ,0.5,1,1,
2026-04-20 11:05:32,2026-04-20 11:06:27,0,,100,55,1,2026-04-20 11:06:28,R_6VsePWcBV5FtqX0,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69e41d72b41288b6faab35c4,69e6086ed2ea6e5c26a8c7cd,69e5eb933e3c8016d3f8510e,,,,,0,
2026-04-20 11:04:10,2026-04-20 11:06:29,0,,100,138,1,2026-04-20 11:06:29,R_3qPXB1KhfUMdb6z,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.111,0,12.827,12.827,13.887,1,I wanted to try and get the best payout for myself while sharing at least some of the money with the other player. ,4.343,9.271,10.385,7,,,,,4.464,6.601,7.558,3,0,0,0.222,0,0,5,5ca24b9ceb041e00152164f0,69e60826f1b85b564ae3bb09,69e5eb933e3c8016d3f8510e,1,I wanted to try and get the best payout for myself while sharing at least some of the money with the other player. ,0,0,1,
2026-04-20 11:03:21,2026-04-20 11:06:44,0,,100,203,1,2026-04-20 11:06:44,R_8rBJVYUUixqNXYG,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.012,0,3.325,5.027,23.109,2,Because 2x3 is 6 so the play 2 will get 6 like I did at the start. I did this to make it fair ,4.962,9.415,13.578,4,,,,,,,,,0,0,0.105,0,0,4,6978d532e03b49d2072f4538,69e607dc7760bdb2339ae54f,69e5eb933e3c8016d3f8510e,2,Because 2x3 is 6 so the play 2 will get 6 like I did at the start. I did this to make it fair ,2,,1,
2026-04-20 11:02:06,2026-04-20 11:06:49,0,,100,282,1,2026-04-20 11:06:49,R_2PWZgG4d0wVTwzf,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.018,0,23.563,27.211,29.977,2,"This maximises the amount player 2 receives, hopefully they will be generous enough to share the windfall with me.",10.483,17.26,22.938,2,,,,,25.467,31.716,34.729,2,0,0,0.208,0,0,0,654d1ef95963cda36d729580,69e607a649b79ed7c1645b06,69e5eb933e3c8016d3f8510e,6,"This maximises the amount player 2 receives, hopefully they will be generous enough to share the windfall with me.",9,1,1,
2026-04-20 11:03:32,2026-04-20 11:07:16,0,,100,224,1,2026-04-20 11:07:17,R_1goNfcSP7K2aa7u,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.116,0,13.155,13.155,16.312,1,I chose number two because it will be fair for both of us,6.122,13.304,14.696,4,,,,,,,,,0,0,0.216,0,0,4,69e14dcb8731e5cddff8fe63,69e607faffbba8ccfc906b37,69e5eb933e3c8016d3f8510e,2,I chose number two because it will be fair for both of us,3,,1,
2026-04-20 11:03:52,2026-04-20 11:07:43,0,,100,231,1,2026-04-20 11:07:44,R_3g7qKRArwHO3GCH,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.017,0,9.127,10.306,12.748,2,I think that by sending $2 I am granting player 2 $6. We both make money and if player 2 returns $1 to me we both make $5.,4.608,4.608,7.761,1,,,,,,,,,0,0,0.113,0,0,4,6516faa7fe0884acf2ada266,69e6080b6b1b98e4f51f6376,69e5eb933e3c8016d3f8510e,2,I think that by sending $2 I am granting player 2 $6. We both make money and if player 2 returns $1 to me we both make $5.,1,,1,
2026-04-20 11:03:47,2026-04-20 11:07:57,0,,100,250,1,2026-04-20 11:07:57,R_6zLrdBbJYnWf5fj,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.007,0,14.351,14.351,18.635,1,it seems fair to give them a decent proportion of the money.  It would't be right to do otherwise.,16.663,19.084,20.575,2,,,,,,,,,0,0,0.213,0,0,4,66a831d910e0a2b141015591,69e60808b0b8aa035fe2153f,69e5eb933e3c8016d3f8510e,2,it seems fair to give them a decent proportion of the money.  It would't be right to do otherwise.,2,,1,
2026-04-20 11:03:25,2026-04-20 11:08:35,0,,100,310,1,2026-04-20 11:08:36,R_8esvOSTAnstuqBj,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.009,0,14.566,19.952,21.937,2,I felt happy with keeping $4 for myself and them having $6,10.677,12.773,13.981,3,,,,,,,,,0,0,0.214,0,1,4,6717a9a058de284eb78c1e9e,69e607f2f1b85b564ae3bb01,69e5eb933e3c8016d3f8510e,2,I felt happy with keeping $4 for myself and them having $6,2,,1,
2026-04-20 11:07:21,2026-04-20 11:09:32,0,,100,131,1,2026-04-20 11:09:33,R_2bunIKcpbW223Lj,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.03,0,9.712,11.055,12.285,3,Because they will then get $9 so hopefully will send some back,3.305,6.976,7.982,3,,,,,8.445,12.605,13.787,2,0,0,0.221,0,1,3,6471e0a407b30a4f171dbd35,69e608e2d3869c122965735a,69e5eb933e3c8016d3f8510e,3,Because they will then get $9 so hopefully will send some back,3,2,1,
2026-04-20 11:05:32,2026-04-20 11:09:36,0,,100,243,1,2026-04-20 11:09:36,R_8JsRDtlrPVTrI8V,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.028,0,12.973,18.532,20.257,2,"If we are sharing equally, this means that we will increase how much money we both get in the end. However, I do not know the other person, and cannot trust they will share equally, so I have reserved some money, just in case.",16.879,33.622,34.708,3,,,,,8.527,13.829,15.182,4,0,0,0.225,0,0,2,67619ae5b0f40519f6c31912,69e608744adb9da402dc454e,69e5eb933e3c8016d3f8510e,4,"If we are sharing equally, this means that we will increase how much money we both get in the end. However, I do not know the other person, and cannot trust they will share equally, so I have reserved some money, just in case.",4,2,1,
2026-04-20 11:01:52,2026-04-20 11:09:48,0,,100,476,1,2026-04-20 11:09:48,R_34c965P87OEYPww,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.108,0,20.405,54.834,58.403,5,I wanted to send a fair amount to player 2 and if it is multiplied they will receive $6. I figured that is a good amount to send to them.,13.602,24.994,43.019,2,,,,,,,,,0,0,0.203,0,0,4,64dc07371fe566ee46739a8e,69e6078e350a3a3c3f6ab80b,69e5eb933e3c8016d3f8510e,2,I wanted to send a fair amount to player 2 and if it is multiplied they will receive $6. I figured that is a good amount to send to them.,2,,1,
2026-04-20 11:02:27,2026-04-20 11:09:52,0,,100,445,1,2026-04-20 11:09:53,R_6V8fpTE6qnOiVz4,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.037,0,21.75,35.625,37.37,9,"I SENT 5 DOLLARS, BECAUSE THE OTHER PARTICIPANT WOULD RECEIVE 15 DOLLARS IN THE HOPE THAT THEY WOULD SEND THAT AMOUNT BACK TO ME.",8.719,21.98,23.513,4,,,,,23.113,27.675,29.609,3,0,0,0.205,0,0,1,5c2c5c72867f660001af7097,69e607b6ac47b0a6e8fd5554,69e5eb933e3c8016d3f8510e,5,"I SENT 5 DOLLARS, BECAUSE THE OTHER PARTICIPANT WOULD RECEIVE 15 DOLLARS IN THE HOPE THAT THEY WOULD SEND THAT AMOUNT BACK TO ME.",15,5,1,
2026-04-20 11:07:41,2026-04-20 11:09:57,0,,100,136,1,2026-04-20 11:09:58,R_2lNy2W4fUqqfZxT,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.012,0,4.344,6.512,7.695,4,"This means that we would both leave with a similar amount of money, so I thought it was fair",11.3,14.955,15.485,6,,,,,10.428,12.419,13.332,3,0,0,0.109,0,0,4.5,5f0dd043b221e201edcc92ee,69e608f76d34209e5bda10ec,69e5eb933e3c8016d3f8510e,1.5,"This means that we would both leave with a similar amount of money, so I thought it was fair",0.5,1,1,
2026-04-20 11:02:30,2026-04-20 11:10:08,0,,100,458,1,2026-04-20 11:10:09,R_1qmjhrZcnfhynwq,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.024,0,45.576,60.575,63.288,3,"The best way for both me and the other player to receive the most bonus is for me to send $6. It will be $18 when the other player gets it, so if they send half back to me we will both get $9. Maybe they won't send anything back to me, but it's worth taking the chance.",5.208,13.348,25.701,4,,,,,20.249,52.107,84.41,3,0,0,0.217,0,0,0,5c1976c90d57c30001b4162c,69e607b109b5968ff3c284b6,69e5eb933e3c8016d3f8510e,6,"The best way for both me and the other player to receive the most bonus is for me to send $6. It will be $18 when the other player gets it, so if they send half back to me we will both get $9. Maybe they won't send anything back to me, but it's worth taking the chance.",9,1,1,
2026-04-20 11:07:40,2026-04-20 11:10:15,0,,100,155,1,2026-04-20 11:10:16,R_6zNH7g6eYfJNmPl,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.019,0,8.143,8.143,9.881,1,I want to get the maximum amount for both me and my partner for the study.,7.422,7.422,9.633,1,,,,,14.692,23.42,25.135,2,0,0,0.22,0,0,0,5c7307403065320001bdf00f,69e608f591f58a75bb0d6f64,69e5eb933e3c8016d3f8510e,6,I want to get the maximum amount for both me and my partner for the study.,9,3,1,
2026-04-20 11:09:52,2026-04-20 11:10:32,0,,100,39,1,2026-04-20 11:10:32,R_3TFq6ZGDLRaD2TL,,,,,,,anonymous,EN,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69d9918a4b23eec241e32750,69e6097c748ad43f484b67af,69e5eb933e3c8016d3f8510e,,,,,0,
2026-04-20 11:08:50,2026-04-20 11:10:40,0,,100,110,1,2026-04-20 11:10:41,R_210R6dJScrnByyo,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.013,0,3.567,3.567,6.175,1,"I think this is the amount most likely to result in an even outcome for both players,",7.423,7.423,11.335,1,,,,,,,,,0,0,0.222,0,0,4,5b244233a7cee100011d6924,69e6093ae2ce18319fd5547c,69e5eb933e3c8016d3f8510e,2,"I think this is the amount most likely to result in an even outcome for both players,",2.5,,1,
2026-04-20 11:03:58,2026-04-20 11:10:40,0,,100,402,1,2026-04-20 11:10:41,R_6ozQ0dJX4huGdzK,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.119,0,30.696,44.791,81.749,8,I thought about how much would incourage the other player to send some back as well as making sure I had a decent amount left if the other player decided to not send anything back.,9.728,37.832,51.33,4,,,,,38.535,38.535,41.723,1,0,0,0.216,0,0,3.5,651c042fb5c9aac9fbce91eb,69e607fc633d7b59ecda1164,69e5eb933e3c8016d3f8510e,2.5,I thought about how much would incourage the other player to send some back as well as making sure I had a decent amount left if the other player decided to not send anything back.,1.5,1,1,
2026-04-20 11:05:22,2026-04-20 11:10:49,0,,100,326,1,2026-04-20 11:10:50,R_8eW7MQR2ZeLuIs6,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.035,0,14.853,14.853,25.44,1,Because it is half of what I had. It seems fair.,15.339,21.567,23.743,2,,,,,14.083,19.109,20.99,4,0,0,0.121,0,0,3,5b1d867ac9d3cb000110529a,69e6085fca79b1646f486176,69e5eb933e3c8016d3f8510e,3,Because it is half of what I had. It seems fair.,4,3,1,
2026-04-20 11:03:30,2026-04-20 11:10:57,0,,100,446,1,2026-04-20 11:10:57,R_32L6gEoCcMTPygN,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.128,0,13.972,17.915,20.168,4,I felt two dollars was enough to give from the six dollars,6.026,12.591,14.972,5,,,,,,,,,0,0,0.221,0,0,4,699632a125fb1bd95501ef4d,69e607eabad3f8e970e6affd,69e5eb933e3c8016d3f8510e,2,I felt two dollars was enough to give from the six dollars,2,,1,
2026-04-20 11:07:43,2026-04-20 11:11:02,0,,100,199,1,2026-04-20 11:11:03,R_3JL5n96qnfJ4Aha,,,,,,,anonymous,EN,1,,,1,1,3,2,0,0,2.017,0,9.849,18.118,20.786,6,"I wanted to give player two enough so that they consider sending some back. However, I doubt they would send any back, so I didn't make the amount too large.",4.756,8.86,10.187,3,,,,,12.568,12.568,13.781,1,0,0,0.207,0,0,3.5,663275876de1bd5e86d04517,69e608f215484cbb0b1ebf09,69e5eb933e3c8016d3f8510e,2.5,"I wanted to give player two enough so that they consider sending some back. However, I doubt they would send any back, so I didn't make the amount too large.",1,1,1,
