set,context,vignette_id,rating
3,M-LT,SL3,28
3,M-LT,ML3,42
3,M-LT,SL8,12
3,M-LT,MH7,45
3,M-LT,ML5,45
3,M-LT,CL3,10
3,M-LT,ML7,45
3,M-LT,MH6,25
3,M-LT,SH4,10
3,M-LT,ML4,20
3,M-LT,ML1,42
3,M-LT,SL2,10
3,M-LT,MH1,42
3,M-LT,MH4,50
3,M-LT,CL1,10
3,AID,SH5,5
3,AID,CL6,5
3,AID,CL7,5
3,AID,CL2,8
3,AID,SH3,5
3,AID,SH1,12
3,AID,CH6,5
3,AID,SL7,5
3,AID,SH8,5
3,AID,MH3,20
3,AID,MH2,35
3,AID,CH5,5
3,AID,MH8,32
3,AID,ML8,25
3,AID,ML6,30
3,AID,CH8,5
3,AID,SH7,5
3,AID,CH7,5
3,AID,SL5,5
3,AID,CH1,5
3,AID,MH5,25
3,AID,ML2,40
3,AID,CL8,5
3,AID,SH2,5
3,AID,SL4,5
3,AID,CH2,5
3,AID,CL4,5
3,AID,SH6,5
3,AID,CH3,10
3,AID,SL6,5
3,AID,CL5,5
3,AID,CH4,5
3,AID,SL1,15
3,AID,SL3,5
3,AID,ML3,55
3,AID,SL8,5
3,AID,MH7,25
3,AID,ML5,25
3,AID,CL3,8
3,AID,ML7,30
3,AID,MH6,40
3,AID,SH4,5
3,AID,ML4,42
3,AID,ML1,48
3,AID,SL2,5
3,AID,MH1,30
3,AID,MH4,55
3,AID,CL1,5
3,C-TG,SH5,25
3,C-TG,CL6,40
3,C-TG,CL7,40
3,C-TG,CL2,42
3,C-TG,SH3,12
3,C-TG,SH1,45
3,C-TG,CH6,42
3,C-TG,SL7,15
3,C-TG,SH8,20
3,C-TG,MH3,30
3,C-TG,MH2,30
3,C-TG,CH5,40
3,C-TG,MH8,15
3,C-TG,ML8,12
3,C-TG,ML6,12
3,C-TG,CH8,42
3,C-TG,SH7,20
3,C-TG,CH7,42
3,C-TG,SL5,25
3,C-TG,CH1,45
3,C-TG,MH5,12
3,C-TG,ML2,10
3,C-TG,CL8,40
3,C-TG,SH2,35
3,C-TG,SL4,40
3,C-TG,CH2,45
3,C-TG,CL4,55
3,C-TG,SH6,30
3,C-TG,CH3,55
3,C-TG,SL6,35
3,C-TG,CL5,42
3,C-TG,CH4,45
3,C-TG,SL1,30
3,C-TG,SL3,30
3,C-TG,ML3,12
3,C-TG,SL8,25
3,C-TG,MH7,12
3,C-TG,ML5,12
3,C-TG,CL3,55
3,C-TG,ML7,10
3,C-TG,MH6,20
3,C-TG,SH4,38
3,C-TG,ML4,30
3,C-TG,ML1,25
3,C-TG,SL2,30
3,C-TG,MH1,12
3,C-TG,MH4,12
3,C-TG,CL1,48
3,BONUS,SH5,5
3,BONUS,CL6,5
3,BONUS,CL7,5
3,BONUS,CL2,5
3,BONUS,SH3,5
3,BONUS,SH1,5
3,BONUS,CH6,5
3,BONUS,SL7,5
3,BONUS,SH8,5
3,BONUS,MH3,8
3,BONUS,MH2,12
3,BONUS,CH5,5
3,BONUS,MH8,55
3,BONUS,ML8,60
3,BONUS,ML6,20
3,BONUS,CH8,5
3,BONUS,SH7,5
3,BONUS,CH7,5
3,BONUS,SL5,5
3,BONUS,CH1,5
3,BONUS,MH5,78
3,BONUS,ML2,45
3,BONUS,CL8,5
3,BONUS,SH2,5
3,BONUS,SL4,5
3,BONUS,CH2,5
3,BONUS,CL4,5
3,BONUS,SH6,5
3,BONUS,CH3,5
3,BONUS,SL6,5
3,BONUS,CL5,5
3,BONUS,CH4,5
3,BONUS,SL1,8
3,BONUS,SL3,5
3,BONUS,ML3,45
3,BONUS,SL8,5
3,BONUS,MH7,72
3,BONUS,ML5,72
3,BONUS,CL3,5
3,BONUS,ML7,48
3,BONUS,MH6,18
3,BONUS,SH4,5
3,BONUS,ML4,15
3,BONUS,ML1,42
3,BONUS,SL2,5
3,BONUS,MH1,62
3,BONUS,MH4,45
3,BONUS,CL1,5
3,C-UG,SH5,15
3,C-UG,CL6,18
3,C-UG,CL7,20
3,C-UG,CL2,15
3,C-UG,SH3,18
3,C-UG,SH1,15
3,C-UG,CH6,18
3,C-UG,SL7,12
3,C-UG,SH8,15
3,C-UG,MH3,12
3,C-UG,MH2,15
3,C-UG,CH5,18
3,C-UG,MH8,30
3,C-UG,ML8,30
3,C-UG,ML6,25
3,C-UG,CH8,18
3,C-UG,SH7,15
3,C-UG,CH7,20
3,C-UG,SL5,12
3,C-UG,CH1,15
3,C-UG,MH5,30
3,C-UG,ML2,32
3,C-UG,CL8,15
3,C-UG,SH2,12
3,C-UG,SL4,15
3,C-UG,CH2,18
3,C-UG,CL4,20
3,C-UG,SH6,18
3,C-UG,CH3,20
3,C-UG,SL6,15
3,C-UG,CL5,20
3,C-UG,CH4,18
3,C-UG,SL1,15
3,C-UG,SL3,15
3,C-UG,ML3,30
3,C-UG,SL8,12
3,C-UG,MH7,30
3,C-UG,ML5,32
3,C-UG,CL3,20
3,C-UG,ML7,30
3,C-UG,MH6,25
3,C-UG,SH4,12
3,C-UG,ML4,22
3,C-UG,ML1,30
3,C-UG,SL2,12
3,C-UG,MH1,30
3,C-UG,MH4,40
3,C-UG,CL1,18
3,M-TG,SH5,20
3,M-TG,CL6,40
3,M-TG,CL7,48
3,M-TG,CL2,30
3,M-TG,SH3,20
3,M-TG,SH1,30
3,M-TG,CH6,42
3,M-TG,SL7,15
3,M-TG,SH8,25
3,M-TG,MH3,20
3,M-TG,MH2,20
3,M-TG,CH5,40
3,M-TG,MH8,15
3,M-TG,ML8,15
3,M-TG,ML6,12
3,M-TG,CH8,42
3,M-TG,SH7,20
3,M-TG,CH7,48
3,M-TG,SL5,25
3,M-TG,CH1,42
3,M-TG,MH5,15
3,M-TG,ML2,12
3,M-TG,CL8,40
3,M-TG,SH2,30
3,M-TG,SL4,45
3,M-TG,CH2,45
3,M-TG,CL4,62
3,M-TG,SH6,40
3,M-TG,CH3,48
3,M-TG,SL6,40
3,M-TG,CL5,42
3,M-TG,CH4,50
3,M-TG,SL1,22
3,M-TG,SL3,30
3,M-TG,ML3,12
3,M-TG,SL8,32
3,M-TG,MH7,15
3,M-TG,ML5,15
3,M-TG,CL3,45
3,M-TG,ML7,12
3,M-TG,MH6,20
3,M-TG,SH4,38
3,M-TG,ML4,25
3,M-TG,ML1,20
3,M-TG,SL2,25
3,M-TG,MH1,15
3,M-TG,MH4,15
3,M-TG,CL1,45
3,M-UG,SH5,20
3,M-UG,CL6,15
3,M-UG,CL7,25
3,M-UG,CL2,12
3,M-UG,SH3,35
3,M-UG,SH1,15
3,M-UG,CH6,15
3,M-UG,SL7,12
3,M-UG,SH8,35
3,M-UG,MH3,12
3,M-UG,MH2,15
3,M-UG,CH5,15
3,M-UG,MH8,25
3,M-UG,ML8,25
3,M-UG,ML6,20
3,M-UG,CH8,15
3,M-UG,SH7,18
3,M-UG,CH7,25
3,M-UG,SL5,15
3,M-UG,CH1,12
3,M-UG,MH5,25
3,M-UG,ML2,25
3,M-UG,CL8,12
3,M-UG,SH2,15
3,M-UG,SL4,30
3,M-UG,CH2,15
3,M-UG,CL4,25
3,M-UG,SH6,42
3,M-UG,CH3,15
3,M-UG,SL6,30
3,M-UG,CL5,15
3,M-UG,CH4,18
3,M-UG,SL1,15
3,M-UG,SL3,35
3,M-UG,ML3,22
3,M-UG,SL8,18
3,M-UG,MH7,25
3,M-UG,ML5,28
3,M-UG,CL3,15
3,M-UG,ML7,25
3,M-UG,MH6,25
3,M-UG,SH4,15
3,M-UG,ML4,18
3,M-UG,ML1,25
3,M-UG,SL2,15
3,M-UG,MH1,25
3,M-UG,MH4,30
3,M-UG,CL1,15
3,C-LT,SH5,12
3,C-LT,CL6,12
3,C-LT,CL7,12
3,C-LT,CL2,12
3,C-LT,SH3,12
3,C-LT,SH1,15
3,C-LT,CH6,12
3,C-LT,SL7,10
3,C-LT,SH8,12
3,C-LT,MH3,15
3,C-LT,MH2,25
3,C-LT,CH5,12
3,C-LT,MH8,42
3,C-LT,ML8,40
3,C-LT,ML6,30
3,C-LT,CH8,12
3,C-LT,SH7,12
3,C-LT,CH7,12
3,C-LT,SL5,10
3,C-LT,CH1,12
3,C-LT,MH5,40
3,C-LT,ML2,45
3,C-LT,CL8,10
3,C-LT,SH2,12
3,C-LT,SL4,12
3,C-LT,CH2,12
3,C-LT,CL4,15
3,C-LT,SH6,15
3,C-LT,CH3,15
3,C-LT,SL6,15
3,C-LT,CL5,12
3,C-LT,CH4,12
3,C-LT,SL1,18
3,C-LT,SL3,15
3,C-LT,ML3,45
3,C-LT,SL8,10
3,C-LT,MH7,40
3,C-LT,ML5,40
3,C-LT,CL3,15
3,C-LT,ML7,42
3,C-LT,MH6,32
3,C-LT,SH4,12
3,C-LT,ML4,30
3,C-LT,ML1,42
3,C-LT,SL2,12
3,C-LT,MH1,42
3,C-LT,MH4,48
3,C-LT,CL1,12
