StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q212,Q213,Q214,Q215,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,Q217,Q218_First Click,Q218_Last Click,Q218_Page Submit,Q218_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q219,Q220,Q221,Q222,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,Q2,Q3,Q4,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,hp_lt_1,hp_lt_2,hp_lt_3,hp_lt_4,hp_kw_1,hp_kw_2,hp_kw_3,hp_kw_4,memory_lt_-$4,memory_lt_$0,memory_lt_$2,memory_lt_$4,memory_kw_$0,memory_kw_$4,memory_kw_$6,memory_kw_$8,reasons,attention_check,collect_hp,Q_DataPolicyViolations
2025-12-03 15:09:13,2025-12-03 15:13:45,IP Address,,100,271,True,2025-12-03 15:13:45,R_7MzmHyA8KppSPEt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.117,0,Helping my friend prepare for an event that I plan to attend as a guest,Starbucks CEO deciding on what bonuses to give baristas,Taking 2/3 of a pizza a friend and I got to share,Splitting a sandwich right down the middle with my friend,4.338,4.338,4.904,1,"I really want the money, and there's nothing more to it than that.",0,0,0.213,0,27,No,,0,12,5c83394a3e93bf0001e143d6,6930528e5e67eed1e8bb2948,693007ea9ccbb73de3debb7f,kw,0,$4,'-$4,$0,$2,$8,$0,$4,$6,,,,,Starbucks CEO deciding on what bonuses to give baristas,Taking 2/3 of a pizza a friend and I got to share,Splitting a sandwich right down the middle with my friend,Helping my friend prepare for an event that I plan to attend as a guest,"I really want the money, and there's nothing more to it than that.",1,1,
2025-12-03 15:09:22,2025-12-03 15:13:45,IP Address,,100,262,True,2025-12-03 15:13:46,R_8hGv3SQkhUY9VfT,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.004,0,giving to charity,being a shopkeeper,failing an exam,giving a gift,8.735,8.735,14.036,1,i did not want to appear mean but I also wanted to hold onto some of the benefit.,0,0,0.204,0,,,,,,,,,,,,,,,,,,61,Yes,8,0,6,5855b0d59fcc070001dfe2a7,6930529986dc388f21697996,693007ea9ccbb73de3debb7f,lt,2,$4,'-$4,$0,$2,$0,$4,$8,$6,being a shopkeeper,failing an exam,giving a gift,giving to charity,,,,,i did not want to appear mean but I also wanted to hold onto some of the benefit.,1,1,
2025-12-03 15:09:55,2025-12-03 15:13:46,IP Address,,100,231,True,2025-12-03 15:13:47,R_1hEo74oOlrL9VO9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.105,0,"Paying bills, where it seems like you start with a lot of money and then it quickly vanishes.","Giving to charity, where you still have fun money left over even after sharing.","Capitalism, where people tend to focus on their own self gain and are happy to pull the ladder up behind them once they've gotten their allocation.","Socialism, where people are more equal regardless of their power level.",3.255,6.355,8.632,5,I felt like I had a lot of power here but it was too greedy to not share at all.,0,0,0.108,0,29,Yes,15,0,10,5fff542aeed8c2065133114e,693052af1132f640252c62b6,693007ea9ccbb73de3debb7f,kw,2,$0,$4,$2,'-$4,$8,$4,$0,$6,,,,,"Capitalism, where people tend to focus on their own self gain and are happy to pull the ladder up behind them once they've gotten their allocation.","Giving to charity, where you still have fun money left over even after sharing.","Socialism, where people are more equal regardless of their power level.","Paying bills, where it seems like you start with a lot of money and then it quickly vanishes.",I felt like I had a lot of power here but it was too greedy to not share at all.,1,1,
2025-12-03 15:12:45,2025-12-03 15:14:19,IP Address,,100,93,True,2025-12-03 15:14:19,R_8GxkxW8I9KiDFJF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.023,0,,,,,9.812,11.446,13.095,2,It seemed more fair for us both to share the allocated funds.,0,0,0.112,0,27,No,,0,6,67ce2cf14a401fe15a9d7742,69305362aaed72b64ca0acf7,693007ea9ccbb73de3debb7f,kw,6,$2,$4,'-$4,$0,$8,$6,$0,$4,,,,,,,,,It seemed more fair for us both to share the allocated funds.,1,0,
2025-12-03 15:08:58,2025-12-03 15:14:21,IP Address,,100,323,True,2025-12-03 15:14:22,R_7E0MMXVEqYhcKS2,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.005,0,This is similar to my buddy forgetting his wallet and asking for money to cover his soda.,Someone asking me for money to borrow and me saying no to them.,Me asking my buddy to spot me some cash because I haven't got paid yet this week.,My buddy asking me to buy him some food because he hasn't got paid yet this week. ,11.011,14.802,17.831,2,I wanted to even out the cash to make it fair for both of us. I would feel better knowing we each got the same amount. ,0,0,0.214,0,,,,,,,,,,,,,,,,,,32,Yes,20,0,6,605a943f4994cf6834e4e8c6,69305285e1ced0268af47245,693007ea9ccbb73de3debb7f,lt,2,$2,$0,'-$4,$4,$8,$0,$6,$4,Me asking my buddy to spot me some cash because I haven't got paid yet this week.,Someone asking me for money to borrow and me saying no to them.,This is similar to my buddy forgetting his wallet and asking for money to cover his soda.,My buddy asking me to buy him some food because he hasn't got paid yet this week. ,,,,,I wanted to even out the cash to make it fair for both of us. I would feel better knowing we each got the same amount. ,1,1,
2025-12-03 15:06:39,2025-12-03 15:14:21,IP Address,,100,462,True,2025-12-03 15:14:22,R_7Gx1pnmDEdnpNBP,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.011,0,"A situation where I have more of something than I need, but still don't share.","A situation where I am in a dominant position of power, and choose to buy loyalty.",A situation where I am being altruistic and self-sacrificing.,A situation where I am practicing justice and acting with a sense of equality. ,13.766,13.766,15.241,1,I would like to keep more of the money and get a larger payment.,0,0,0.216,0,34,Yes,10,0,10,5b25b16e34ffd00001b43e24,693050705e267602f81dc87d,693007ea9ccbb73de3debb7f,kw,2,$2,$4,'-$4,$0,$0,$4,$8,$6,,,,,"A situation where I have more of something than I need, but still don't share.","A situation where I am in a dominant position of power, and choose to buy loyalty.",A situation where I am practicing justice and acting with a sense of equality. ,A situation where I am being altruistic and self-sacrificing.,I would like to keep more of the money and get a larger payment.,1,1,
2025-12-03 15:12:01,2025-12-03 15:14:48,IP Address,,100,167,True,2025-12-03 15:14:49,R_8ZGPSpylZ61zKN3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.004,0,,,,,11.824,15.008,17.899,2,"I play to win, not to share",0,0,0.204,0,68,No,,0,12,5ceef64577a506001714c032,6930533732771073074aac32,693007ea9ccbb73de3debb7f,kw,0,$2,'-$4,$4,$0,$8,$4,$0,$6,,,,,,,,,"I play to win, not to share",1,0,
2025-12-03 15:10:38,2025-12-03 15:15:10,IP Address,,100,271,True,2025-12-03 15:15:10,R_6ffuUC4d4kxp3Ie,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,1.675,1.675,2.118,1,i think it is for fairness,a bit okay but would be considered unfair ,This is not even for both sides,totally unfair,15.449,15.449,17.594,1,I chose to give the other participant 6 dollars because i believe in fairness ,0,0,0.219,0,50,Yes,4,0,6,671fb7534780312b6355a4c1,693052bb3c41d612e5d762fa,693007ea9ccbb73de3debb7f,kw,6,$4,'-$4,$0,$2,$6,$4,$8,$0,,,,,totally unfair,a bit okay but would be considered unfair ,i think it is for fairness,This is not even for both sides,I chose to give the other participant 6 dollars because i believe in fairness ,1,1,
2025-12-03 15:13:39,2025-12-03 15:15:16,IP Address,,100,97,True,2025-12-03 15:15:16,R_7eIt8Vh9O7m0aTF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.009,0,,,,,15.64,15.64,16.664,1,it is only fair,0,0,0.217,0,,,,,,,,,,,,,,,,,,41,Yes,1,0,4,66572d13d17105148da59264,6930539e4a503af14e12b093,693007ea9ccbb73de3debb7f,lt,4,$0,$4,$2,'-$4,$4,$6,$8,$0,,,,,,,,,it is only fair,1,0,
2025-12-03 15:11:57,2025-12-03 15:16:06,IP Address,,100,249,True,2025-12-03 15:16:07,R_2Kd47DOY9fPyXOD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.126,0,When you share your chocolate with a friend so everyone has the same amount.,Stealing something from someone in the street.,Giving money to charity helping all those around you.,Having been given a good start in life and not helping anyone else around you.,14.087,14.087,15.469,1,I just like the idea that we both have the same amount and it makes it fair,0,0,0.212,0,,,,,,,,,,,,,,,,,,39,Yes,1,0,6,60ddc62b071a009e0b0c2922,693052fb49f96623a1f2de20,693007ea9ccbb73de3debb7f,lt,2,$2,'-$4,$4,$0,$6,$4,$0,$8,Stealing something from someone in the street.,Having been given a good start in life and not helping anyone else around you.,When you share your chocolate with a friend so everyone has the same amount.,Giving money to charity helping all those around you.,,,,,I just like the idea that we both have the same amount and it makes it fair,1,1,
2025-12-03 15:14:20,2025-12-03 15:16:07,IP Address,,100,107,True,2025-12-03 15:16:08,R_72xL3mQVMIlxR8n,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.004,0,,,,,6.479,11.54,14.746,5,I thought it would be most fair to split the allocation equally.,0,0,0.204,0,46,Yes,6,0,6,5c55c0e354f9d30001db6d22,6930539dda8537049252c145,693007ea9ccbb73de3debb7f,kw,6,$4,'-$4,$2,$0,$4,$0,$8,$6,,,,,,,,,I thought it would be most fair to split the allocation equally.,1,0,
2025-12-03 15:14:08,2025-12-03 15:16:12,IP Address,,100,123,True,2025-12-03 15:16:12,R_3LBzljfyfwLsxC9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.008,0,,,,,6.557,8.693,10.041,2,"I would hope that if the roles were reversed, that any other person would do the same. We are both on Prolific for a reason, probably due to needing extra money, so I'm trying to maximize what both of us can make.",0,0,0.214,0,32,Yes,12,0,6,6110b1d94c31281dbc74fd8c,693053ba208df4df726ce11b,693007ea9ccbb73de3debb7f,kw,6,$0,$4,$2,'-$4,$6,$0,$4,$8,,,,,,,,,"I would hope that if the roles were reversed, that any other person would do the same. We are both on Prolific for a reason, probably due to needing extra money, so I'm trying to maximize what both of us can make.",1,0,
2025-12-03 15:14:02,2025-12-03 15:16:16,IP Address,,100,134,True,2025-12-03 15:16:16,R_7mIqeZin37B7649,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.009,0,,,,,11.901,13.592,17.953,2,"I am struggling financially right now, so I chose to keep all the money. I know nothing about the other participant, so I had nothing to go off of.",0,0,0.216,0,43,Yes,3,0,12,56901f4c7d961b000b96ef53,693053b162ca63af7ebaabcf,693007ea9ccbb73de3debb7f,kw,0,$2,$0,'-$4,$4,$0,$6,$8,$4,,,,,,,,,"I am struggling financially right now, so I chose to keep all the money. I know nothing about the other participant, so I had nothing to go off of.",1,0,
2025-12-03 15:14:26,2025-12-03 15:16:30,IP Address,,100,123,True,2025-12-03 15:16:30,R_85SdFDWOtb6zwSB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.107,0,,,,,8.039,8.039,10.695,1,"Seems fair, and it's still $6 more than I had before",0,0,0.21,0,48,No,,0,6,5c0fbb87a166d700013892bf,693053c263bc64a7c56e9afb,693007ea9ccbb73de3debb7f,kw,6,$2,'-$4,$4,$0,$0,$6,$8,$4,,,,,,,,,"Seems fair, and it's still $6 more than I had before",1,0,
2025-12-03 15:14:59,2025-12-03 15:17:19,IP Address,,100,139,True,2025-12-03 15:17:20,R_3kIGX4bmejJlKju,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.007,0,,,,,5.834,20.857,24.22,2,I liked the initial results and didn't want to take more from them. But I also didn't want to lose more money.,0,0,0.211,0,,,,,,,,,,,,,,,,,,33,Yes,12,0,8,6647687c4e426658c608e92e,693053e886dc388f216979b1,693007ea9ccbb73de3debb7f,lt,0,$4,'-$4,$0,$2,$6,$4,$0,$8,,,,,,,,,I liked the initial results and didn't want to take more from them. But I also didn't want to lose more money.,1,0,
2025-12-03 15:13:54,2025-12-03 15:17:31,IP Address,,100,216,True,2025-12-03 15:17:31,R_7GvP6zqXpTMjSzl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.008,0,"When you have a good amount, and you decide to share a bit with someone else. Probably feel good about yourself for doing so.",Being greedy and keeping the money for yourself. Totally your right to do so though.,Being fair and splitting something with someone else.,Being in the advantageous position (having all the money) and deciding to be generous.,8.498,9.634,10.564,2,I could use the money and would prefer to keep as much as possible.,0,0,0.208,0,25,Yes,8,1,12,5e87c385d43d19456f757328,693053a7432768e9f60c94d9,693007ea9ccbb73de3debb7f,kw,0,$4,'-$4,$2,$0,$4,$0,$6,$8,,,,,Being greedy and keeping the money for yourself. Totally your right to do so though.,"When you have a good amount, and you decide to share a bit with someone else. Probably feel good about yourself for doing so.",Being fair and splitting something with someone else.,Being in the advantageous position (having all the money) and deciding to be generous.,I could use the money and would prefer to keep as much as possible.,1,1,
2025-12-03 15:14:00,2025-12-03 15:17:50,IP Address,,100,230,True,2025-12-03 15:17:50,R_7I0H8sMEK9lt4rI,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.014,0,,,,,20.77,20.77,22.5,1,I just wanted to make it an even split for both of us. I would hope they would do the same if they were choosing. I would feel bad if someone else took money from me.,0,0,0.21,0,,,,,,,,,,,,,,,,,,42,Yes,3,0,6,5aa4c7794eecca0001dde769,693053b00146746914760b1f,693007ea9ccbb73de3debb7f,lt,2,$4,'-$4,$2,$0,$6,$0,$8,$4,,,,,,,,,I just wanted to make it an even split for both of us. I would hope they would do the same if they were choosing. I would feel bad if someone else took money from me.,1,0,
2025-12-03 15:14:50,2025-12-03 15:18:16,IP Address,,100,206,True,2025-12-03 15:18:17,R_2e7VMvhtMjsnfAw,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.02,0,,,,,13.599,20.094,22.422,3,I wanted to maximise my amount.,0,0,0.214,0,,,,,,,,,,,,,,,,,,63,Yes,3,0,12,62a0c5bf6efbdb2f7d383eaf,693053e162ca63af7ebaabd7,693007ea9ccbb73de3debb7f,lt,-4,$0,$2,'-$4,$4,$8,$6,$4,$0,,,,,,,,,I wanted to maximise my amount.,1,0,
2025-12-03 15:13:56,2025-12-03 15:18:30,IP Address,,100,273,True,2025-12-03 15:18:30,R_2VDbG6A1Kw8HC3n,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.017,0,,,,,27.778,27.778,29.677,1,I think if I am getting free money I will share it equality with someone else. I an do with some extra money so I want some but they may need it too. ,0,0,0.215,0,,,,,,,,,,,,,,,,,,42,Yes,10,0,6,5f8d90ab46603e08b12c0c95,693053ac45602963c6a00785,693007ea9ccbb73de3debb7f,lt,2,$2,$4,$0,'-$4,$8,$4,$0,$6,,,,,,,,,I think if I am getting free money I will share it equality with someone else. I an do with some extra money so I want some but they may need it too. ,1,0,
2025-12-03 15:15:09,2025-12-03 15:18:30,IP Address,,100,201,True,2025-12-03 15:18:31,R_3ZjAISQ5EsWvfUt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.007,0,,,,,6.154,8.301,14.441,3,"I left the initial allocation, which favored me. I also wanted to, selfishly, ensure that I would potentially receive the highest incentive should I be chosen. It seems easier to do that when I feel I don't have a relationship or history with the other person.",0,0,0.217,0,43,Yes,7,0,12,6740c00ab3a14733dfd391b2,693053f512afdbed179d90e3,693007ea9ccbb73de3debb7f,kw,0,'-$4,$4,$2,$0,$8,$0,$6,$4,,,,,,,,,"I left the initial allocation, which favored me. I also wanted to, selfishly, ensure that I would potentially receive the highest incentive should I be chosen. It seems easier to do that when I feel I don't have a relationship or history with the other person.",1,0,
2025-12-03 15:15:34,2025-12-03 15:19:34,IP Address,,100,240,True,2025-12-03 15:19:35,R_379AfCGPU8eunMy,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.005,0,,,,,11.723,11.723,15.127,1,"Truthfully, I am struggling financially and need the extra cash. I don't know the other person so I don't feel bad.",0,0,0.217,0,,,,,,,,,,,,,,,,,,31,Yes,4,0,12,6720c26f12695d0297414d2d,693053bada8537049252c14a,693007ea9ccbb73de3debb7f,lt,-4,$0,$2,$4,'-$4,$0,$6,$8,$4,,,,,,,,,"Truthfully, I am struggling financially and need the extra cash. I don't know the other person so I don't feel bad.",1,0,
2025-12-03 15:09:27,2025-12-03 15:20:01,IP Address,,100,633,True,2025-12-03 15:20:02,R_1rHPsEGBgzrSZQJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.108,0,Moving over and sharing a seat on a bus with someone.,Charging a person for the same item someone else bought at a lower price.,Helping someone in line cover the extra cost of their bill at a grocery store.,"Basically, normal everyday life. Everyone is treated equally and fairly, without favoring or discriminating against someone else.",22.876,30.339,34.077,2,I believe each participant in this study deserves to be treated and compensated equally. No one should be compensated more than another unless they have earned it legitimately.,0,0,0.205,0,,,,,,,,,,,,,,,,,,76,Yes,8,0,6,5bd4c1d09afb5b00015c5bdd,6930529d6a46f7d25211204e,693007ea9ccbb73de3debb7f,lt,2,$2,'-$4,$4,$0,$8,$6,$4,$0,Charging a person for the same item someone else bought at a lower price.,"Basically, normal everyday life. Everyone is treated equally and fairly, without favoring or discriminating against someone else.",Moving over and sharing a seat on a bus with someone.,Helping someone in line cover the extra cost of their bill at a grocery store.,,,,,I believe each participant in this study deserves to be treated and compensated equally. No one should be compensated more than another unless they have earned it legitimately.,1,1,
2025-12-03 15:11:53,2025-12-03 15:20:06,IP Address,,100,492,True,2025-12-03 15:20:06,R_65KnIyN7C3t1j23,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.015,0,Im not sure? I would transfer half really. I don't have anything to compare it to though,Being mean and shady,Being right and fair,That's a little more than I'm willing to give. I'd like to walk out even,2.38,4.138,5.576,2,"I transferred half because if it was me on the other side, I'd hope someone would do that for me too.",0,0,0.108,0,38,Yes,8,0,6,6723fefd7a09fe9da8f9bd10,693053292ebd302fc2d0e078,693007ea9ccbb73de3debb7f,kw,6,'-$4,$4,$0,$2,$4,$0,$6,$8,,,,,Being mean and shady,Im not sure? I would transfer half really. I don't have anything to compare it to though,Being right and fair,That's a little more than I'm willing to give. I'd like to walk out even,"I transferred half because if it was me on the other side, I'd hope someone would do that for me too.",1,1,
2025-12-03 15:18:24,2025-12-03 15:20:14,IP Address,,100,110,True,2025-12-03 15:20:15,R_724sM6fnSGp88eY,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.112,0,,,,,9.7,22.42,23.031,3,"I'm content with the allocation that was already provided, and i don't want to be greedy by taking more",0,0,0.203,0,,,,,,,,,,,,,,,,,,25,Yes,1,0,8,66362c599c58570d437989ca,693054a8a708c2dc5f3a9fa6,693007ea9ccbb73de3debb7f,lt,0,$4,'-$4,$2,$0,$4,$8,$6,$0,,,,,,,,,"I'm content with the allocation that was already provided, and i don't want to be greedy by taking more",1,0,
2025-12-03 15:13:31,2025-12-03 15:20:18,IP Address,,100,406,True,2025-12-03 15:20:18,R_5oRsdZoQ7eLqNTu,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.008,0,"A hypothetical scenario would be where a work friend and I are splitting lunch and they don't have enough money, so I cover part of their meal.","An example would be when a coworker and I get stuff from the vending machine and they don't have enough money, so I pay for some of their food.",A friend and I go out to lunch and we cover our own meals.,"A friend of mine owes me money, so they give me $4.",15.48,23.79,24.704,4,I'd like to keep my money for myself.,0,0,0.207,0,,,,,,,,,,,,,,,,,,55,Yes,8,0,8,67ec2dbc404fd41af3fd389a,6930538e7ac9e44ad59e6a2e,693007ea9ccbb73de3debb7f,lt,0,$2,$4,$0,'-$4,$0,$6,$8,$4,"A friend of mine owes me money, so they give me $4.",A friend and I go out to lunch and we cover our own meals.,"A hypothetical scenario would be where a work friend and I are splitting lunch and they don't have enough money, so I cover part of their meal.","An example would be when a coworker and I get stuff from the vending machine and they don't have enough money, so I pay for some of their food.",,,,,I'd like to keep my money for myself.,1,1,
2025-12-03 15:16:46,2025-12-03 15:20:26,IP Address,,100,220,True,2025-12-03 15:20:27,R_8iRwCfUO4yEeQHF,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.109,0,,,,,18.433,25.885,33.825,2,I gave the other participant $2 so that we both end up with $6 which I think is fair.  If I was the other participant I would hope to be treated fairly like this.,0,0,0.206,0,,,,,,,,,,,,,,,,,,67,No,,0,6,614c5dc3cda534db7afc2e73,693054559d32a7829f80686d,693007ea9ccbb73de3debb7f,lt,2,'-$4,$2,$4,$0,$0,$4,$6,$8,,,,,,,,,I gave the other participant $2 so that we both end up with $6 which I think is fair.  If I was the other participant I would hope to be treated fairly like this.,1,0,
2025-12-03 15:14:51,2025-12-03 15:20:27,IP Address,,100,335,True,2025-12-03 15:20:27,R_2jNFArykVHnJlHy,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.018,0,Receiving a payment from paying too much on a bill and splitting it in half,"Sending money to someone who needs it, yet its a large chunk of what I have left.",Nothing. There isn't any situation this arises in my life or in my conscience ,"Being slightly charitable however, still maintaining that you want to keep most of the payment.",5.095,5.095,7.017,1,"If someone else can benefit from something gifted to me equally, then I will always share out. ",0,0,0.218,0,42,Yes,20,0,6,66cf21b57ed16b335a50bddf,693053e45d9ba1cc319cc9b3,693007ea9ccbb73de3debb7f,kw,6,$0,'-$4,$2,$4,$6,$8,$0,$4,,,,,Nothing. There isn't any situation this arises in my life or in my conscience ,"Being slightly charitable however, still maintaining that you want to keep most of the payment.",Receiving a payment from paying too much on a bill and splitting it in half,"Sending money to someone who needs it, yet its a large chunk of what I have left.","If someone else can benefit from something gifted to me equally, then I will always share out. ",1,1,
2025-12-03 15:18:05,2025-12-03 15:20:31,IP Address,,100,145,True,2025-12-03 15:20:32,R_2DnkjzvJMgTzePD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.006,0,,,,,30.076,30.076,31.682,1,"I wanted to be fair and distribute the potential bonus equally between us. The other participant doesn't get a say, therefore I thought it was only appropriate that I split the money equally.",0,0,0.206,0,,,,,,,,,,,,,,,,,,29,Yes,6,0,6,634b26ce0aaab507fa36b71c,693054930cf24243135bc7e1,693007ea9ccbb73de3debb7f,lt,2,$4,$2,$0,'-$4,$6,$8,$0,$4,,,,,,,,,"I wanted to be fair and distribute the potential bonus equally between us. The other participant doesn't get a say, therefore I thought it was only appropriate that I split the money equally.",1,0,
2025-12-03 15:17:19,2025-12-03 15:20:48,IP Address,,100,209,True,2025-12-03 15:20:48,R_2I6IcGHyvtAHUf4,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.013,0,Lending someone a small amount of change to buy a snack,donating a good amount to charity,Robbery,How life currently works at the moment,8.443,12.242,13.636,4,"Its the fairest, I have almost double them so to give away a couple odf dollars so were even is the best thing to do in this scenario",0,0,0.21,0,,,,,,,,,,,,,,,,,,23,Yes,10,0,6,66e1ee920e1ee1e658264d5b,6930547802cff038e4bbb8a2,693007ea9ccbb73de3debb7f,lt,2,$2,$4,'-$4,$0,$8,$6,$4,$0,Robbery,How life currently works at the moment,Lending someone a small amount of change to buy a snack,donating a good amount to charity,,,,,"Its the fairest, I have almost double them so to give away a couple odf dollars so were even is the best thing to do in this scenario",1,1,
2025-12-03 15:16:57,2025-12-03 15:21:10,IP Address,,100,252,True,2025-12-03 15:21:10,R_72Eq2YHZeyGeRx6,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.011,0,,,,,11.429,13.743,15.092,2,"I decided to split the 12 dollars into 6 for each of us that way we would both get the same amount. The reason I did that is because even though I was the lucky one to allocate the funds, the outcome still affects the other participant and they also deserve money.",0,0,0.211,0,35,No,,0,6,6682ca57d188afefe8b74732,6930545c55242fc8dc27ae86,693007ea9ccbb73de3debb7f,kw,6,$4,$0,'-$4,$2,$8,$4,$0,$6,,,,,,,,,"I decided to split the 12 dollars into 6 for each of us that way we would both get the same amount. The reason I did that is because even though I was the lucky one to allocate the funds, the outcome still affects the other participant and they also deserve money.",1,0,
2025-12-03 15:19:01,2025-12-03 15:21:19,IP Address,,100,138,True,2025-12-03 15:21:20,R_8UDUPFVg3LCGjOV,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,,,,,,,,,,,,,,,,,,0,0,2.003,0,,,,,7.536,10.136,11.586,2,"I wanted to give the other participant about half of the total., ",0,0,0.203,0,61,Yes,6,0,6.5,5bad23638e44c6000123bcd4,693054d29dea99c2cc7b5447,693007ea9ccbb73de3debb7f,kw,5.5,$0,'-$4,$2,$4,$0,$6,$4,$8,,,,,,,,,"I wanted to give the other participant about half of the total., ",1,0,
2025-12-03 15:20:40,2025-12-03 15:23:17,IP Address,,100,157,True,2025-12-03 15:23:18,R_21KH9i3B1siG172,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,0,0,3.013,0,Stealing,inequity,fairness,generosity,11.878,11.878,17.257,1,Because I haven't done anything to earn the money so it's only fair to share it equally.,0,0,0.211,0,,,,,,,,,,,,,,,,,,65,Yes,1,0,6,56abcb46f209e0000adab961,69305542d496a8670123f4a3,693007ea9ccbb73de3debb7f,lt,2,'-$4,$0,$2,$4,$0,$8,$4,$6,Stealing,inequity,fairness,generosity,,,,,Because I haven't done anything to earn the money so it's only fair to share it equally.,1,1,
