StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q235,Q224,Q240,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,P1_CHOICE,P1_ID,attention_check,Q_DataPolicyViolations
2026-04-21 15:18:54,2026-04-21 15:21:37,IP Address,,100,162,True,2026-04-21 15:21:37,R_1NIoTlt0KQKGD1D,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.778,0,0,0,2.007,0,Reject,an even split would be fair,Reject,0,,601b75077aa0425330b81e36,69e795562faf96ace4280954,69e77a006a79977a2df1e51b,,,an even split would be fair,,9.5,67cce19772fdfeb162369dba,1,
2026-04-21 15:18:32,2026-04-21 15:21:57,IP Address,,100,205,True,2026-04-21 15:21:58,R_24CwCUimlphuyvn,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.935,0,0,0,2.006,0,Accept,Was happy with the proposed price and didn't want to risk getting 0,Accept,1,,615a130cbdd3d427dda57f5a,69e795408a2fbd3c8e8deb10,69e77a006a79977a2df1e51b,,,Was happy with the proposed price and didn't want to risk getting 0,,6,69c2321322453dfbccf0d88a,1,
2026-04-21 15:18:52,2026-04-21 15:21:59,IP Address,,100,186,True,2026-04-21 15:21:59,R_8BZrNnRbOtnrARP,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.295,0,0,0,2.028,0,Accept,I think this is a fair price and trust the other party,,0,,6125ed1f91a8979eab037750,69e79554ffbce29388e47534,69e77a006a79977a2df1e51b,,,I think this is a fair price and trust the other party,,8,5de83fac603b1b7971969b8c,1,
2026-04-21 15:15:05,2026-04-21 15:22:04,IP Address,,100,418,True,2026-04-21 15:22:04,R_2EwGm8xeQLVqUs9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.549,0,0,0,2.109,0,Reject,"I think it is unfair for no bonus payment to be paid, therefore I reject the amount.",Reject,0,,59cfbf6819d3170001b1d61e,69e7946605210864f651885d,69e77a006a79977a2df1e51b,,,"I think it is unfair for no bonus payment to be paid, therefore I reject the amount.",,12,69e00860ed89cdf1d35a4ca3,1,
2026-04-21 15:19:27,2026-04-21 15:22:33,IP Address,,100,186,True,2026-04-21 15:22:33,R_8i3MQs7FiwlxUXv,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.7,0,0,0,2.007,0,Accept,I think this is reasonable.,Reject,0,,59efb4c46100f9000194ac7c,69e7957682e4193394151211,69e77a006a79977a2df1e51b,,,I think this is reasonable.,,6,69e2993a7343625c8d55649f,1,
2026-04-21 15:19:08,2026-04-21 15:22:33,IP Address,,100,204,True,2026-04-21 15:22:33,R_1doznb3J4TTlHG8,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.3,0,0,0,2.016,0,Accept,I feel that this is a very fair deal. We each receive an equal amount and I see no reason why I wouldn't accept this.,Reject,0,,665480f12371f7e4c321a587,69e7955ff2531060be8cd17e,69e77a006a79977a2df1e51b,,,I feel that this is a very fair deal. We each receive an equal amount and I see no reason why I wouldn't accept this.,,6,60db493dda701f3725d38ee0,1,
2026-04-21 15:19:19,2026-04-21 15:22:41,IP Address,,100,202,True,2026-04-21 15:22:42,R_7azH4qlUMqzjtEl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.001,0,0,0,2.01,0,Accept,"i thought 2.5 was a good price, not to mention i would end up keeping 9.5",Reject,0,,69a1b7b240718f223878217b,69e79571a11e20629fa53f7f,69e77a006a79977a2df1e51b,,,"i thought 2.5 was a good price, not to mention i would end up keeping 9.5",,2.5,69b164d40e7015d13a00818e,1,
2026-04-21 15:19:53,2026-04-21 15:22:55,IP Address,,100,182,True,2026-04-21 15:22:56,R_50vp1A2m1WBCs5n,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.237,0,0,0,2.114,0,Reject,I'd want at least $3 as the broker,Accept,1,,693e228723f42886b90531c5,69e79535cb8282750ababa79,69e77a006a79977a2df1e51b,,,I'd want at least $3 as the broker,,11,65564696e10cb0b91334d052,1,
2026-04-21 15:16:03,2026-04-21 15:23:02,IP Address,,100,418,True,2026-04-21 15:23:02,R_63PVXvzN162csTf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,8.907,0,0,0,2.118,0,Accept,"I think that the price is more than fair.  Actually a little high but I have not done this before.  I am assuming that the data is honest, reliable and done with the care required.",Accept,0,,661db80aebfb3f4250cf72e5,69e794a301e21404e096572e,69e77a006a79977a2df1e51b,,,"I think that the price is more than fair.  Actually a little high but I have not done this before.  I am assuming that the data is honest, reliable and done with the care required.",,9,6998959c68928b0ed3e02d49,1,
2026-04-21 15:19:58,2026-04-21 15:23:23,IP Address,,100,205,True,2026-04-21 15:23:23,R_1LTEazSH2uRacso,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.691,0,0,0,2.008,0,Accept,"I feel like it seemed like a fair enough price because it wasn't too high or too low. Plus, I'd be getting enough money out of it to satisfy me. ",Reject,0,,5f0a686635f72917e94c7a63,69e7956cef7469509ae2eeb8,69e77a006a79977a2df1e51b,,,"I feel like it seemed like a fair enough price because it wasn't too high or too low. Plus, I'd be getting enough money out of it to satisfy me. ",,3,636259854da454099f895513,1,
2026-04-21 15:13:05,2026-04-21 15:23:32,IP Address,,100,626,True,2026-04-21 15:23:32,R_5CaNJTNiEFRbheh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.973,0,0,0,2.111,0,Accept,The trade offs are minimal in this case,Accept,0,,5e01451c6e8aabd0d17df3a9,69e793f739ec2dceb3c989ec,69e77a006a79977a2df1e51b,,,The trade offs are minimal in this case,,9,69baad8d3dcf97ce81dae5c2,1,
2026-04-21 15:19:45,2026-04-21 15:23:51,IP Address,,100,245,True,2026-04-21 15:23:51,R_524OBS0MEVvd3yJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.873,0,0,0,2.11,0,Accept,The price seemed fair and I wanted to cooperate and approve of the price.,Reject,0,,656a1cf88a3cf09f538c6f25,69e79585fa3425604402dd4b,69e77a006a79977a2df1e51b,,,The price seemed fair and I wanted to cooperate and approve of the price.,,5.5,6715b46f9f59f9e05837029a,1,
2026-04-21 15:20:56,2026-04-21 15:24:01,IP Address,,100,184,True,2026-04-21 15:24:01,R_7FRvnCJqBNoKeGf,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.046,0,0,0,2.108,0,Accept,"This is close to half, slightly under.  To avoid the hassle of negotiating for minimal effect I decided to accept the deal that is close to an even split.  ",Reject,0,,697a46eee5b53d928795bee9,69e795d2db68afba50d7334c,69e77a006a79977a2df1e51b,,,"This is close to half, slightly under.  To avoid the hassle of negotiating for minimal effect I decided to accept the deal that is close to an even split.  ",,6.5,69c1a5d74dbf3b3ca5b28f6a,1,
2026-04-21 15:20:01,2026-04-21 15:24:06,IP Address,,100,244,True,2026-04-21 15:24:07,R_32R0a15aXw5Qhzy,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.17,0,0,0,2.007,0,Accept,I would like to receive something over nothing and I thought the amount was fair and balanced. I also didn't trust that it was another Prolific participant I think it was a computer. ,Accept,0,,61088c529cff73b187d19e6d,69e7959a39dd6f77dcbdcc72,69e77a006a79977a2df1e51b,,,I would like to receive something over nothing and I thought the amount was fair and balanced. I also didn't trust that it was another Prolific participant I think it was a computer. ,,6.5,5c3e562ebff5620001e34dd5,1,
2026-04-21 15:21:06,2026-04-21 15:24:14,IP Address,,100,188,True,2026-04-21 15:24:15,R_1PAmViWXTYB6Lp1,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.381,0,0,0,2.008,0,Reject,I think that the discrepancy of the amounts is too large. I would like the amounts to be closer to each other.,Reject,0,,69815bc41e1ce32a7bd62082,69e795d5cedf9753db113bd0,69e77a006a79977a2df1e51b,,,I think that the discrepancy of the amounts is too large. I would like the amounts to be closer to each other.,,10,5ec44dbef264da327212183f,1,
2026-04-21 15:22:23,2026-04-21 15:24:23,IP Address,,100,119,True,2026-04-21 15:24:23,R_50Ykvw1oUMAdK8H,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.632,0,0,0,2.108,0,Reject,one person gets all while the other gets none,Accept,1,,5f2bf7aa253520000bfc83b6,69e7962478917c35162d2d2f,69e77a006a79977a2df1e51b,,,one person gets all while the other gets none,,12,69e2418141b109c5137c6b25,1,
2026-04-21 15:19:25,2026-04-21 15:24:49,IP Address,,100,323,True,2026-04-21 15:24:50,R_13dOkp3AXSP93LX,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.123,0,0,0,2.007,0,Accept,This seemed liked a fair distribution.  The data provider got more than the broker because they put in more effort.,Accept,0,,5deaa726df55eb1cc1b9474f,69e7956bd08afe2ecdf8e981,69e77a006a79977a2df1e51b,,,This seemed liked a fair distribution.  The data provider got more than the broker because they put in more effort.,,9,6087dd9f8bd2ba7a4217314f,1,
2026-04-21 15:21:37,2026-04-21 15:24:54,IP Address,,100,196,True,2026-04-21 15:24:55,R_3gT4TOdRcRNv8el,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.606,0,0,0,2.009,0,Accept,"I wanted us both to benefit from it as if I'd have chosen to reject it, we would've both gotten nothing from it.",Accept,0,,691de59e3f1a40f37d2864af,69e795fc55d07adaf7ed0966,69e77a006a79977a2df1e51b,,,"I wanted us both to benefit from it as if I'd have chosen to reject it, we would've both gotten nothing from it.",,10.5,60eb2754cb0dd8c971cb2aeb,1,
2026-04-21 15:19:03,2026-04-21 15:25:00,IP Address,,100,356,True,2026-04-21 15:25:00,R_58O2Dk5PfxMG0HD,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects the broker's earnings,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,65d797c98d3964e3be1a8ff6,69e79485f9581d99408c97d5,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 15:22:36,2026-04-21 15:25:17,IP Address,,100,161,True,2026-04-21 15:25:17,R_5IcJIvkfJkTqeJx,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.146,0,0,0,2.121,0,Accept,I accepted the money because I thought it was a fair amount.,,0,,62e0326dbbda328df3ceade2,69e79635c07211f10a4a7b71,69e77a006a79977a2df1e51b,,,I accepted the money because I thought it was a fair amount.,,8,67f078a4424ed89739827b18,1,
2026-04-21 15:21:23,2026-04-21 15:25:17,IP Address,,100,233,True,2026-04-21 15:25:17,R_3raxa5x90gkc5S9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.253,0,0,0,2.004,0,Accept,"$6 cuts right down the middle, and is an evenly fair price. No one party is being taken advantage of.",Reject,0,,6650e2ba4eceb07b4da4a7cd,69e795e8809a21346e0c1e80,69e77a006a79977a2df1e51b,,,"$6 cuts right down the middle, and is an evenly fair price. No one party is being taken advantage of.",,6,5eaf79cbedd13c67dd0bb454,1,
2026-04-21 15:19:47,2026-04-21 15:25:34,IP Address,,100,346,True,2026-04-21 15:25:34,R_2afzHtWrOt9wxI3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.869,0,0,0,2.014,0,Accept,"For me, if I reject I would receive nothing, I have still made a profit and as an intermediary I am not adding a massive amount of value so my take-home of $3 seems fair",Accept,1,,69e73b520b09dbcd84b02655,69e7958a494478fb0e0cf4de,69e77a006a79977a2df1e51b,,,"For me, if I reject I would receive nothing, I have still made a profit and as an intermediary I am not adding a massive amount of value so my take-home of $3 seems fair",,9,5fb3e1ecadba8802c0d12fe6,1,
2026-04-21 15:22:40,2026-04-21 15:25:37,IP Address,,100,176,True,2026-04-21 15:25:37,R_2nc4ruds7MSpgbe,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.94,0,0,0,2.011,0,Accept,I thought that $10 was worth having,Accept,0,,5badf72e733441000102a34d,69e796330b1a447b11fd7968,69e77a006a79977a2df1e51b,,,I thought that $10 was worth having,,2,6660430efa2c89f74206b36f,1,
2026-04-21 15:19:36,2026-04-21 15:25:37,IP Address,,100,361,True,2026-04-21 15:25:38,R_8hxpH4x0IKDVyME,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.9,0,0,0,2.025,0,Accept,It is good offer from the data provider,Accept,0,,69e78a5dc717fb078b58aa05,69e79471da384c0084a0d37f,69e77a006a79977a2df1e51b,,,It is good offer from the data provider,,10,69e01baa827cb4cc15c69ae6,1,
2026-04-21 15:10:46,2026-04-21 15:25:46,IP Address,,100,900,True,2026-04-21 15:25:46,R_5qkgWjVuzdeDOuO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,7.706,0,0,0,2.018,0,Accept,It seemed like a good price,Accept,1,,6839b6137cc1aa27ad7b85b7,69e7936c64780e44144ce6bd,69e77a006a79977a2df1e51b,,,It seemed like a good price,,6,699f281ba4b8ea102d46779e,1,
2026-04-21 15:18:26,2026-04-21 15:26:10,IP Address,,100,464,True,2026-04-21 15:26:11,R_8XtEWYgwRwIYJMt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,6.061,0,0,0,2.009,0,Accept,We both make money from it and i thought it was a fair deal. ,Accept,0,,5ed41f324bb0172bad040a7f,69e7953b710ee39249038a83,69e77a006a79977a2df1e51b,,,We both make money from it and i thought it was a fair deal. ,,4,69e639fb28eea3e93a9d4c49,1,
2026-04-21 15:19:25,2026-04-21 15:26:34,IP Address,,100,429,True,2026-04-21 15:26:35,R_5GEApoVyo1aYmd9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.761,0,0,0,2.108,0,Accept,I might as well get something from it.,Accept,0,,5e1510a1c76aa6b119558fd6,69e795017b3ee27ceccfb645,69e77a006a79977a2df1e51b,,,I might as well get something from it.,,9,69baad8d3dcf97ce81dae5c2,1,
2026-04-21 15:23:43,2026-04-21 15:26:38,IP Address,,100,174,True,2026-04-21 15:26:39,R_2rNcZcWL7EayXGm,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.9,0,0,0,2.012,0,Reject,It said I wouldn't earn so no interested,Accept,0,,65189b1b8f1b3824ae96f98c,69e79673857fb8916f735539,69e77a006a79977a2df1e51b,,,It said I wouldn't earn so no interested,,12,5749537f5e5491000f3c1e33,1,
2026-04-21 15:20:59,2026-04-21 15:27:02,IP Address,,100,362,True,2026-04-21 15:27:02,R_5BACHnix8donK4V,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.11,0,0,0,2.017,0,Accept,anything above pennies and less than $12 seems ok,Accept,0,,6580de0cc3e40e450dc55611,69e795d19dcafaee8472fe93,69e77a006a79977a2df1e51b,,,anything above pennies and less than $12 seems ok,,8.5,578cfbf9c9abeb0001af3216,1,
2026-04-21 15:21:17,2026-04-21 15:27:02,IP Address,,100,345,True,2026-04-21 15:27:02,R_5c6OabPL7xj7spt,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.771,0,0,0,2.115,0,Reject,"I would like to earn something from this transaction. It indicated that I will earn zero, so I rejected it.",Accept,0,,63d40219337fe37c8de6582f,69e795e3cb3bd776dea88991,69e77a006a79977a2df1e51b,,,"I would like to earn something from this transaction. It indicated that I will earn zero, so I rejected it.",,12,69e58d34513d36695333d685,1,
2026-04-21 15:24:14,2026-04-21 15:27:19,IP Address,,100,185,True,2026-04-21 15:27:20,R_7QXHZZ5iOS8z0na,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.484,0,0,0,2.108,0,Reject,The fact that I got zero does not seem fair.,Accept,0,,63fedbfe6ef7fb3dd2718f5c,69e796544e7ec4738563990f,69e77a006a79977a2df1e51b,,,The fact that I got zero does not seem fair.,,12,69d2eb0737e6664fc8be7176,1,
2026-04-21 15:14:57,2026-04-21 15:27:22,IP Address,,100,745,True,2026-04-21 15:27:23,R_5vWjlo8ViZZmzHr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.028,0,0,0,2.006,0,Reject,"I know I would technically still make .50 on the deal, but there's no way I'd agree to such a lopsided offer. No self-respecting human would.",Accept,0,,5bbb336327fb5000013d688f,69e794664c9c9f7a27eda028,69e77a006a79977a2df1e51b,,,"I know I would technically still make .50 on the deal, but there's no way I'd agree to such a lopsided offer. No self-respecting human would.",,11.5,66856a62a9cd8445323c30c6,1,
2026-04-21 15:24:17,2026-04-21 15:27:31,IP Address,,100,194,True,2026-04-21 15:27:32,R_7VgoGcyP6hsCxl4,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,7.627,0,0,0,2.111,0,Accept,It is fair and a good amount!,Reject,0,,60ee4bb7de4352af0286e091,69e79692ea83d0d64e5246ca,69e77a006a79977a2df1e51b,,,It is fair and a good amount!,,6,5f72312763fd391320f3e599,1,
2026-04-21 15:22:10,2026-04-21 15:27:32,IP Address,,100,321,True,2026-04-21 15:27:32,R_6f3l3SABuovW27Y,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.158,0,0,0,2.121,0,Accept,I accepted it and honestly there was not a lot of thought in the decision.  It was random numbers with no real reasoning and the payout is small but great for the amount of effort made.,Accept,0,,666cd1f5c669eca8bee86bbe,69e79613929696ae2bb60d57,69e77a006a79977a2df1e51b,,,I accepted it and honestly there was not a lot of thought in the decision.  It was random numbers with no real reasoning and the payout is small but great for the amount of effort made.,,10,6657b55f598e9524b0e2f0e7,1,
2026-04-21 15:24:21,2026-04-21 15:27:53,IP Address,,100,212,True,2026-04-21 15:27:54,R_6BQHQENev1MyexL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,8.299,0,0,0,2.015,0,Accept,I decided to accept the offer because we both would get money if we are chosen for the bonus payment.,Accept,0,,5ec71f1909c8b4000f97fff1,69e7969f9446fbc9b017fbd7,69e77a006a79977a2df1e51b,,,I decided to accept the offer because we both would get money if we are chosen for the bonus payment.,,7.5,59db7128e776fd00015ec895,1,
2026-04-21 15:23:04,2026-04-21 15:27:56,IP Address,,100,291,True,2026-04-21 15:27:57,R_8FzUe6mL4eCgBqz,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.122,0,0,0,2.118,0,Accept,"It is a fair price, I could reject and neither of us get money but it seemed fairer to do this for both people. ",Accept,1,,64135da7561dbc07ab4c5b6d,69e7964ab4925482997825f9,69e77a006a79977a2df1e51b,,,"It is a fair price, I could reject and neither of us get money but it seemed fairer to do this for both people. ",,12,58d215787c08be0001c24263,1,
2026-04-21 15:26:28,2026-04-21 15:28:15,IP Address,,100,107,True,2026-04-21 15:28:15,R_6NVqtVWd27vymGn,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.644,0,0,0,2.007,0,Accept,I end up getting almost the same as they do.,Accept,0,,69cb558303613efec2e5a772,69e7971ddc676e87af494864,69e77a006a79977a2df1e51b,,,I end up getting almost the same as they do.,,6.5,63dab0380b8791f9560fd329,1,
2026-04-21 15:24:21,2026-04-21 15:28:18,IP Address,,100,236,True,2026-04-21 15:28:19,R_1FztKvOVQGiHSI9,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,8.693,0,0,0,2.008,0,Accept,"I accepted because the price still lets me make a decent profit. I’d get $6 out of the $12 total, which feels fair, and rejecting would mean I get nothing at all.",Accept,0,,69810933654afd25a7bbcf7d,69e7969fbf9e4bcddb330812,69e77a006a79977a2df1e51b,,,"I accepted because the price still lets me make a decent profit. I’d get $6 out of the $12 total, which feels fair, and rejecting would mean I get nothing at all.",,6,5c29243091dfa600014fac13,1,
2026-04-21 15:28:24,2026-04-21 15:28:55,IP Address,,100,30,True,2026-04-21 15:28:55,R_2PaZdfhF5psEctA,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,0,,69e739b87c40e5c19d8030e6,69e7978ed4103d925fe28d84,69e77a006a79977a2df1e51b,,,,,,,0,
2026-04-21 15:24:14,2026-04-21 15:29:15,IP Address,,100,301,True,2026-04-21 15:29:16,R_65vFNJxCciArRoh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.842,0,0,0,2.109,0,Reject,I don't think it is fair that I would get 0 while the other participant would get $12.,Accept,0,,5629356bc8ffc2001251363b,69e79677df60b0ff552b27c5,69e77a006a79977a2df1e51b,,,I don't think it is fair that I would get 0 while the other participant would get $12.,,12,69e51737a52d2a532380adec,1,
2026-04-21 15:21:38,2026-04-21 15:29:36,IP Address,,100,477,True,2026-04-21 15:29:36,R_2cdYS7yT9dm1O48,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.332,0,0,0,2.015,0,Accept,I want to maximise potential payoffs for myself.,Accept,0,,67252ccdf91cf97c0989172d,69e795fb014daf069a4a6afc,69e77a006a79977a2df1e51b,,,I want to maximise potential payoffs for myself.,,10,593334e3568c0a00010fb4c5,1,
2026-04-21 15:19:12,2026-04-21 15:29:47,IP Address,,100,634,True,2026-04-21 15:29:48,R_1QrqVtUOd3NC6hg,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,3.072,0,0,0,2.011,0,Accept,I wanted a balance where the provider is rewarded for their data while the broker can still earn something if the deal is accepted.,Accept,0,,69d52d471bc0d3bca5a5b594,69e79562e9aed44d234eca41,69e77a006a79977a2df1e51b,,,I wanted a balance where the provider is rewarded for their data while the broker can still earn something if the deal is accepted.,,6,6695278758244f9d6186746e,1,
2026-04-21 15:27:55,2026-04-21 15:29:49,IP Address,,100,114,True,2026-04-21 15:29:50,R_1pi5vYllTtxUTW5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for the final payment,..affects both the broker's and the data provider's final payment,,,,,,,,,,,,1,,66339204ae873b4789a485b3,69e797704e0d928c43bdb9c7,69e77a006a79977a2df1e51b,,,,,,,1,
2026-04-21 15:27:48,2026-04-21 15:30:00,IP Address,,100,132,True,2026-04-21 15:30:01,R_13gz5igxOFSLLnG,,,,,,,anonymous,EN,Very interested,,,,,,,,,,,,,,,,,,0,,699e6b980d3b0ebfe9ba70d6,69e797336f468b3f3c17e545,69e77a006a79977a2df1e51b,,,,,,,0,
2026-04-21 15:25:51,2026-04-21 15:30:57,IP Address,,100,306,True,2026-04-21 15:30:58,R_3J94iBGZBgg5mtg,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,2.877,0,0,0,2.109,0,Accept,"I think this transaction is not really fair, but if I reject it, I do not get the $1 profit. $1 profit is better than $0. I'd rather accept even if the data provider is going to get most of the $ from this transaction.",Accept,0,,5c6c597c42e33400019c72a5,69e796f9a4207a069d110f51,69e77a006a79977a2df1e51b,,,"I think this transaction is not really fair, but if I reject it, I do not get the $1 profit. $1 profit is better than $0. I'd rather accept even if the data provider is going to get most of the $ from this transaction.",,11,69b453a178d30f08cace09b4,1,
2026-04-21 15:27:57,2026-04-21 15:31:02,IP Address,,100,184,True,2026-04-21 15:31:02,R_5SuE7cM9nXCNouR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both the broker's and the data provider's earnings,..affects both the broker's and the data provider's final payment,0,0,4.424,0,0,0,2.009,0,Reject,because I would get zero while they get all 12 dollars,Reject,0,,69656d8cce31d1042b02ed2d,69e797744a9909488d3b8910,69e77a006a79977a2df1e51b,,,because I would get zero while they get all 12 dollars,,12,611e1cf011c9f05d6990d4ae,1,
