StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,P1_ID,P1_CHOICE,LOCK_TOKEN,P2,allocation_hp,transfer_hp,attention_check,Q_DataPolicyViolations
2026-04-20 15:56:09,2026-04-20 15:57:26,IP Address,,100,77,True,2026-04-20 15:57:27,R_3lACZt9kwluNrcr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.898,0,0,0,2.008,0,12.038,12.038,12.892,1,I thought it was generous that I already had $6 and was happy to send more back.,,,,,0,0,0.202,0,0,3,69d589fe4a3f2754529d7f04,69e64c944c9b3a598aa306d3,69e638d4b2228b5d05917569,3,I thought it was generous that I already had $6 and was happy to send more back.,,67c4b9482fd2345a4c9de57b,2,4622d61c-b7dc-4b2a-a8ab-b98b2e776628,6,,,1,
2026-04-20 15:54:14,2026-04-20 15:57:29,IP Address,,100,195,True,2026-04-20 15:57:30,R_1m7V4iwnbp6my53,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.279,0,0,0,2.013,0,7.295,7.295,9.201,1,They werent very generous so neither am I,,,,,0,0,0.214,0,0,5,698cd23aeff1c213926db0fc,69e64c1d991b5338e3027899,69e638d4b2228b5d05917569,1,They werent very generous so neither am I,,699864966d848364640e9139,2,9c30b5bc-5a49-437c-9e3a-2aa0081dfc9e,6,,,1,
2026-04-20 15:52:48,2026-04-20 15:57:29,IP Address,,100,281,True,2026-04-20 15:57:30,R_1115AnG37AUG4nO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.858,0,0,0,2.113,0,6.965,6.965,16.116,1,"I feel a little bad, but if this is the one that gets chosen, I want the whole 6 not 3.",,,,,0,0,0.106,0,0,6,5dd61f689740545c506ee244,69e64bc761828bb74f278cbf,69e638d4b2228b5d05917569,0,"I feel a little bad, but if this is the one that gets chosen, I want the whole 6 not 3.",,616fd2048c982b1d27653870,2,28b71c09-62eb-44bb-9993-6809ea87dff2,6,,,1,
2026-04-20 15:54:55,2026-04-20 15:57:30,IP Address,,100,154,True,2026-04-20 15:57:31,R_6khTtTaol0xlcks,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for your final payment,$6,,,,,,,,,,,,,,,,,,,,,,1,,69dd1b1450426eeb0f9526aa,69e64c455b195d3925ed8c8a,69e638d4b2228b5d05917569,,,,,,,,,,1,
2026-04-20 15:51:29,2026-04-20 15:57:31,IP Address,,100,362,True,2026-04-20 15:57:31,R_7LvelgAcIBpYz7z,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,5.064,0,0,0,2.018,0,10.03,37.403,42.642,2,it was the best to give us both an equal amount,14.921,33.401,37.8,3,0,0,0.112,0,0,6,656df1046e98ce92df041c9d,69e64b78eb4d47953e87ca44,69e638d4b2228b5d05917569,3,it was the best to give us both an equal amount,,663ccb353b6d9966bcce762a,3,ff34ecb0-f515-42ac-a6ee-3bde93710e16,9,5,1,1,
2026-04-20 15:54:45,2026-04-20 15:58:06,IP Address,,100,201,True,2026-04-20 15:58:07,R_2C2UBDoDoYpKG8s,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.3,0,0,0,2.108,0,11.487,14.697,23.527,3,"They sent 3 to me, so I'm sending them the 3 back and we will both have $6",9.791,16.244,27.145,2,0,0,0.106,0,0,6,60fd6ba2198c7e68e91bc32c,69e64c37d8dacf8e37db84d5,69e638d4b2228b5d05917569,3,"They sent 3 to me, so I'm sending them the 3 back and we will both have $6",,5edad9bc3e927a18f722474d,3,58a0f617-5888-4d96-b0a0-1bbe08fecd0f,9,5,1,1,
2026-04-20 15:56:36,2026-04-20 15:58:16,IP Address,,100,100,True,2026-04-20 15:58:17,R_3T1mdxzkqGwsnIJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects your match earnings,$2,,,,,,,,,,,,,,,,,,,,,,1,,6643aa067c962fefd0b81565,69e64cac089497408601b90b,69e638d4b2228b5d05917569,,,,,,,,,,1,
2026-04-20 15:52:00,2026-04-20 15:58:25,IP Address,,100,385,True,2026-04-20 15:58:26,R_8VVYKHYe4LuUY9P,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.881,0,0,0,2.107,0,15.781,20.814,31.259,6,I wanted to make it fair for sending me a nice amount.,3.889,9.973,10.752,2,0,0,0.203,0,0,8.5,5ccc76bbc7508d0017d35954,69e64b9b7ab90e9939abcabd,69e638d4b2228b5d05917569,5,I wanted to make it fair for sending me a nice amount.,,5a01d465df3fa800015c305d,4.5,208d46d4-bcf4-4f3d-b328-e1da45845afe,13.5,4,2,1,
2026-04-20 15:55:03,2026-04-20 15:58:29,IP Address,,100,206,True,2026-04-20 15:58:29,R_7j9XdMrRn15H6HO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.151,0,0,0,2.027,0,27.158,30.693,32.003,4,Sharing my good fortune with player 1 in the hopes player one will reciprocate.,,,,,0,0,0.219,0,0,3,665f4a8236d81b9f154a1b08,69e64c4a72d5d268ee3ab1bb,69e638d4b2228b5d05917569,3,Sharing my good fortune with player 1 in the hopes player one will reciprocate.,,69c13c0ad9ea03501703d527,2,960536fd-2371-4a38-a0c4-0aca43671bfa,6,,,1,
2026-04-20 15:53:56,2026-04-20 15:58:34,IP Address,,100,277,True,2026-04-20 15:58:34,R_5o0TvtzhgpDlVCg,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.239,0,0,0,2.004,0,32.061,32.061,34.126,1,"The choice to return $3 is the only fair allocation for this scenario of the game, so that both players are allotted $6 each.",31.081,34.949,36.515,2,0,0,0.218,0,0,6,697a7aff27e428d1abde7066,69e64c0466ff2911632dd91d,69e638d4b2228b5d05917569,3,"The choice to return $3 is the only fair allocation for this scenario of the game, so that both players are allotted $6 each.",,69db2d1433fad5ba2d7f7208,3,a5578e4c-954a-4f0c-ab09-d22e17f48036,9,4,2,1,
2026-04-20 15:56:54,2026-04-20 15:58:35,IP Address,,100,100,True,2026-04-20 15:58:35,R_7Cse5LZvrK4m7qH,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.688,0,0,0,2.107,0,7.48,11.304,12.554,3,"they only sen1.5 of their total amount, it seems fair to stay on the lower end like they did.",3.971,5.164,6.859,2,0,0,0.206,0,0,4,678006318afafe2d811d0277,69e64cb952272edddf832d3c,69e638d4b2228b5d05917569,0.5,"they only sen1.5 of their total amount, it seems fair to stay on the lower end like they did.",,5e88a4f92d6f5c0008b31b3c,1.5,b82376a6-0601-4ecb-b68d-feb02516d26e,4.5,5,1,1,
2026-04-20 15:55:18,2026-04-20 15:58:35,IP Address,,100,197,True,2026-04-20 15:58:36,R_3uBUDd1fIhi6UjQ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.829,0,0,0,2.008,0,10.403,26.763,27.526,3,"My player one sent $2/$6 that turned into 6 for me. Meaning I had 6 dollars and they had 4, by sending one dollar back we will both have $5 which is even and fair. ",,,,,0,0,0.207,0,0,5,69d689c34f6ccad9ca68ef0e,69e64c5dcb4ebcb7682b66bf,69e638d4b2228b5d05917569,1,"My player one sent $2/$6 that turned into 6 for me. Meaning I had 6 dollars and they had 4, by sending one dollar back we will both have $5 which is even and fair. ",,6266aba991affe86ae58ce07,2,2cd2f3a1-268b-4447-9350-d5fbe83fe164,6,,,1,
2026-04-20 15:57:18,2026-04-20 15:58:45,IP Address,,100,86,True,2026-04-20 15:58:45,R_3OixO9JRCNKIZtw,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.773,0,0,0,2.034,0,7.952,7.952,12.48,1,Was close to half of what I got ,4.526,4.526,5.993,1,0,0,0.209,0,0,4,695fabd79bbd41527750099c,69e64cd4db8e5da617c5543d,69e638d4b2228b5d05917569,3.5,Was close to half of what I got ,,6167116fd8a186cd98501614,2.5,5b2f866f-d4ce-4d6e-83c9-e52f37cc3da6,7.5,3,3,1,
2026-04-20 15:55:03,2026-04-20 15:58:45,IP Address,,100,222,True,2026-04-20 15:58:46,R_6GBThmgDUrZsoq0,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,6.316,0,0,0,2.108,0,13.905,46.841,55.965,3,"because it's only fair that we end up with the same amount, especially after he gave me half of his amount to begin with",5.717,16.134,31.337,2,0,0,0.205,0,0,6,66660a053b08e2a34f9b945c,69e64acacad2153d488f0f3c,69e638d4b2228b5d05917569,3,"because it's only fair that we end up with the same amount, especially after he gave me half of his amount to begin with",,66227ff3314e581aa8c92a38,3,19806070-dfcd-4424-be32-aa1f18f529b4,9,5,1,1,
2026-04-20 15:55:45,2026-04-20 15:58:50,IP Address,,100,185,True,2026-04-20 15:58:51,R_25tLfhysgi8e97C,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,3.875,3.875,4.871,1,0,0,2.114,0,14.903,17.89,19.297,3,Because he was generous to me I think it should be fair to give back half of what I received. In that we both make a good return. It is equitable,4.531,18.605,19.967,3,0,0,0.207,0,0,9,604e839302a74c2f2990f713,69e64c78a95c98b2e0c9b5ee,69e638d4b2228b5d05917569,9,Because he was generous to me I think it should be fair to give back half of what I received. In that we both make a good return. It is equitable,,697912d1b1db857ed214fe53,6,493798f5-8354-46cf-b340-8d7d068a9e42,18,3.5,2.5,1,
2026-04-20 15:56:27,2026-04-20 15:58:56,IP Address,,100,149,True,2026-04-20 15:58:57,R_1Ut48c0zIPMHUJ3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.201,0,0,0,2.004,0,12.001,13.601,24.774,2,Seems like a fair split and I didn't see any need to send anything back,7.26,11.543,12.582,6,0,0,0.205,0,0,7.5,5c1691ed093702000149ffb1,69e64ca1ca9b66e37401b90c,69e638d4b2228b5d05917569,0,Seems like a fair split and I didn't see any need to send anything back,,69831caff4458043fc18437e,2.5,10fa2815-4ef1-49a7-8be0-7e9f2b1293fc,7.5,5,1,1,
2026-04-20 15:55:05,2026-04-20 15:58:58,IP Address,,100,233,True,2026-04-20 15:58:59,R_3ktc8OXrImEzQFE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.594,0,0,0,2.004,0,9.603,44.464,53.308,4,"I chose to be fair, that is why I chose 8",44.678,45.714,47.107,2,0,0,0.206,0,0,7,656b7888c053d63a280abc18,69e64c50faf3d306b9a59385,69e638d4b2228b5d05917569,8,"I chose to be fair, that is why I chose 8",,5ef6308c40846d2dfca0b66a,5,d38b50cc-1903-421f-a7bb-a4ce14a5d498,15,5,1,1,
2026-04-20 15:57:06,2026-04-20 15:59:04,IP Address,,100,118,True,2026-04-20 15:59:05,R_6kOhHnkvXSlyvWO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects your match earnings,$2,,,,,,,,,,,,,,,,,,,,,,1,,67630619de3ffd0967c49875,69e64c6b3b43abde6f135eba,69e638d4b2228b5d05917569,,,,,,,,,,1,
2026-04-20 15:57:23,2026-04-20 15:59:23,IP Address,,100,120,True,2026-04-20 15:59:24,R_3eQIDLzwNSR4hKw,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.184,0,0,0,2.009,0,4.41,7.726,8.75,3,I thought it was a fair split between us two and because they trusted me to send money too.,4.785,6.752,9.073,2,0,0,0.106,0,0,6.5,69b89940d4cd9cc0dde65558,69e64cdc5036a9b7e18f6330,69e638d4b2228b5d05917569,7,I thought it was a fair split between us two and because they trusted me to send money too.,,605ab9d5c01d0b0fc69930c5,4.5,4ca85dd0-c966-44a6-bdb5-61259b7d0a87,13.5,3,3,1,
2026-04-20 15:55:22,2026-04-20 15:59:33,IP Address,,100,250,True,2026-04-20 15:59:33,R_3OvMQhLXipOfoNU,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.2,0,0,0,2.02,0,4.395,7.254,9.892,3,"Don't want to send that much back , want to be able to still have a good amount of money left.",5.508,15.144,15.9,10,0,0,0.109,0,0,15,6579bdb995e28b4809d89d03,69e64c4c1b4d0f05f1cd9c18,69e638d4b2228b5d05917569,3,"Don't want to send that much back , want to be able to still have a good amount of money left.",,69d98ccf1cf87761a02f8587,6,cd69f9e2-9ff6-4b98-b774-c164e2926223,18,5,1,1,
2026-04-20 15:57:53,2026-04-20 15:59:34,IP Address,,100,100,True,2026-04-20 15:59:34,R_2S8eJQgFfX5UeLc,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.565,0,0,0,2.019,0,10.105,10.952,12.867,2,Just returning the same amount,3.602,4.537,6.368,2,0,0,0.217,0,0,3,5fc2a391bd7dc21720d0160a,69e64cfa0e84fe0c5b29d258,69e638d4b2228b5d05917569,1.5,Just returning the same amount,,69b7120140d726a1394dd63d,1.5,f5cb8657-f228-41b9-a4ac-01ac4e0ecfbc,4.5,3,3,1,
2026-04-20 15:57:27,2026-04-20 15:59:36,IP Address,,100,128,True,2026-04-20 15:59:36,R_3dXt7xIDRg6I4Ru,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.064,0,0,0,2.11,0,3.806,6.039,9.883,2,I decided not to send anything back because I do not care about the other person. I am doing this to make as much money formyself as possible. So there was no reason to send them any money back as it would just decrease what I have.,,,,,0,0,0.209,0,0,6,62cb2fda77bec729c86fbbba,69e64ca3f98d777a6e538d8e,69e638d4b2228b5d05917569,0,I decided not to send anything back because I do not care about the other person. I am doing this to make as much money formyself as possible. So there was no reason to send them any money back as it would just decrease what I have.,,69b0ce357d4709c2de1b703b,2,01207e14-7d3c-44c6-8468-b352d2f2fd8f,6,,,1,
2026-04-20 15:57:19,2026-04-20 15:59:38,IP Address,,100,139,True,2026-04-20 15:59:39,R_6vv8EjFkSwCF7od,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.658,0,0,0,2.006,0,4.813,29.097,35.877,3,We will both have $6.,10.576,18.56,19.939,8,0,0,0.103,0,0,6,69cc44af3ece914b809de0ad,69e64cd83eecd402b42194ed,69e638d4b2228b5d05917569,3,We will both have $6.,,66a434e098b2677590fcd870,3,fded9f04-cfba-493e-9a47-54a9fe3169f5,9,5,1,1,
2026-04-20 15:56:24,2026-04-20 15:59:38,IP Address,,100,194,True,2026-04-20 15:59:39,R_8KJmjOXizshg4E1,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.781,0,0,0,2.002,0,9.527,9.527,10.51,1,They could of chosen to send to me a much higher amount or even a split amount but chose to keep most of it for themself.  In which case I decided to keep most of it for myself.  ,,,,,0,0,0.203,0,0,6,5f0dcffd6174720907882f5e,69e64ca354d85bed487e8b37,69e638d4b2228b5d05917569,0,They could of chosen to send to me a much higher amount or even a split amount but chose to keep most of it for themself.  In which case I decided to keep most of it for myself.  ,,61517957a9ccf240eb5e5231,2,c8e1f16f-8a3e-481a-a7af-176614e34d96,6,,,1,
2026-04-20 15:51:25,2026-04-20 15:59:58,IP Address,,100,512,True,2026-04-20 15:59:58,R_3Ev9zOAqqa2DkmW,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,2.834,0,0,0,2.014,0,19.052,28.76,30.485,7,I`m returning what he sent me ,19.572,19.572,23.969,1,0,0,0.219,0,0,2,698288b8d5cff3f0fb7938ce,69e64a90f4fdd71e2928f497,69e638d4b2228b5d05917569,1,I`m returning what he sent me ,,6748d5757f25aa6f759b0fdd,1,870b3ab8-ee07-4c7d-981f-b3d4ffa38dac,3,3,3,1,
2026-04-20 15:56:56,2026-04-20 15:59:59,IP Address,,100,182,True,2026-04-20 16:00:00,R_3AT0OqDnlD0nzl2,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.035,0,0,0,2.005,0,8.318,8.318,12.281,1,If they just sent one dollar they are getting 5 and I am getting 3. Since they are getting more than me I'm not sending any back. ,15.115,15.115,17.3,1,0,0,0.212,0,0,3,69d7e77ee3273dc2708e7195,69e64cc24e525c922075c372,69e638d4b2228b5d05917569,0,If they just sent one dollar they are getting 5 and I am getting 3. Since they are getting more than me I'm not sending any back. ,,666efcfc439d7a5b8e8d7c12,1,6ddba38a-d808-4e51-b20d-30278671c8ec,3,5,1,1,
2026-04-20 15:57:26,2026-04-20 16:00:05,IP Address,,100,159,True,2026-04-20 16:00:06,R_3LANEjbOY0iVuac,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.596,0,0,0,2.123,0,7.133,11.059,24.801,2,"If I send 1, we will both walk away from the experiment wit $5, so it is equal and fair.",,,,,0,0,0.217,0,0,5,69b9bd01821676fb676d35c5,69e64ca901475cccd58a50f0,69e638d4b2228b5d05917569,1,"If I send 1, we will both walk away from the experiment wit $5, so it is equal and fair.",,5c3a179abef9a20001e421b5,2,d6b68736-80e3-4f0b-ad33-f6ce2149762f,6,,,1,
2026-04-20 15:58:04,2026-04-20 16:00:07,IP Address,,100,123,True,2026-04-20 16:00:08,R_84pVv1ulJb67Wpj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,5.01,0,0,0,2.107,0,6.106,9.507,14.663,3,I want to keep most of the money for myself but I'm grateful they sent me half of their money so I sent them back an okay amount.,5.893,6.739,11.449,2,0,0,0.217,0,0,7,5a799309f49c9a0001f31396,69e64d037c0e66ea9f3bfb4e,69e638d4b2228b5d05917569,2,I want to keep most of the money for myself but I'm grateful they sent me half of their money so I sent them back an okay amount.,,69b9f87e8fd70e6ab637a076,3,1a8a2c34-b689-4327-ba2b-c0940d4f6c9c,9,5,1,1,
2026-04-20 15:56:24,2026-04-20 16:00:12,IP Address,,100,227,True,2026-04-20 16:00:13,R_7HjHLq7xV3ZctCz,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.978,0,0,0,2.017,0,6.381,13.81,14.978,4,I split it equally to be fair.,6.396,10.928,13.024,6,0,0,0.208,0,0,9,67ad5d633801bdafd5713186,69e64c9ebd72ed90b8b79e60,69e638d4b2228b5d05917569,9,I split it equally to be fair.,,5ff21e8299e7cf6d2d1a7f13,6,cb2121d5-d241-4e10-abcf-fc3023e980fe,18,3,3,1,
2026-04-20 15:57:34,2026-04-20 16:00:14,IP Address,,100,159,True,2026-04-20 16:00:14,R_1e57P5SMfWmILIX,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.143,0,0,0,2.02,0,11.63,11.63,13.573,1,Share some of the money with player 1,7.69,10.49,12.036,2,0,0,0.108,0,0,8,6332517a492e9ac48804f991,69e64ce246dfac03e3c1fd0b,69e638d4b2228b5d05917569,10,Share some of the money with player 1,,69d7a4cf431058da7c7d7705,6,a5abbb53-4940-40d5-83e3-2d69ccae5687,18,3,3,1,
2026-04-20 15:56:39,2026-04-20 16:00:29,IP Address,,100,230,True,2026-04-20 16:00:30,R_54w7p3dca3EDRes,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,9.73,0,0,0,2.014,0,41.433,42.929,44.441,2,I need the money so I thought of myself,25.187,26.512,27.168,2,0,0,0.211,0,0,16,5dd864447beb29822b6c1e86,69e64c9a07c72616941abd14,69e638d4b2228b5d05917569,2,I need the money so I thought of myself,,651abfea5d9ca5a432dd1988,6,77a8c01d-eb76-4e06-87b9-36bf342118b8,18,5,1,1,
2026-04-20 15:57:39,2026-04-20 16:00:59,IP Address,,100,200,True,2026-04-20 16:01:00,R_6fHkDmPiHJ1PQ9K,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.258,0,0,0,2.005,0,21.128,21.128,24.234,1,"Just chose the same amount the other player did, minus the x3
",,,,,0,0,0.21,0,0,4,69e3920e7d1eefee0dbc4499,69e64ced20e53b5cec706769,69e638d4b2228b5d05917569,2,,,546e3778fdf99b2bc7ebcff6,2,a60ea1e0-7910-4589-b07b-989f19fcf754,6,,,1,
2026-04-20 15:58:51,2026-04-20 16:01:10,IP Address,,100,138,True,2026-04-20 16:01:10,R_3OVrSJ28MEm7LI5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,5.639,0,0,0,2.007,0,8.508,17.353,18.242,4,"By sending $0 back to Player 1, we both end up leaving the situation with the same amount of money.",11.277,11.277,12.201,1,0,0,0.207,0,0,4.5,69d14bf90032d596f7a6bd1e,69e64d34d898c17c6978c767,69e638d4b2228b5d05917569,0,"By sending $0 back to Player 1, we both end up leaving the situation with the same amount of money.",,66476b66909671b247ebef30,1.5,11e5c521-48da-42f4-a6e2-74c78e59dd2f,4.5,5,1,1,
2026-04-20 15:58:34,2026-04-20 16:01:15,IP Address,,100,160,True,2026-04-20 16:01:16,R_3NMfyxLL3ULwrZL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.212,0,0,0,2.006,0,6.119,11.834,13.142,2,"I chose double the original amount, so they get double what they started out with.",4.098,14.815,16.156,6,0,0,0.207,0,0,6,69b2dfa3578726afc01d223c,69e64d2145a529825b2b646b,69e638d4b2228b5d05917569,12,"I chose double the original amount, so they get double what they started out with.",,696f9cea03a827e26359552b,6,60257212-c5bb-48eb-aafc-95205a3e948d,18,2,4,1,
2026-04-20 15:58:54,2026-04-20 16:01:36,IP Address,,100,162,True,2026-04-20 16:01:36,R_2fcE56LLxORx0s1,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects your match earnings,$2,,,,,,,,,,,,,,,,,,,,,,1,,60f006a5558297e7dcfd5160,69e64d3964feef8579c2c6c1,69e638d4b2228b5d05917569,,,,,,,,,,1,
2026-04-20 15:59:31,2026-04-20 16:01:40,IP Address,,100,128,True,2026-04-20 16:01:40,R_3QR2mcxf6rR4VIR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.379,0,0,0,2.01,0,5.462,8.459,9.344,6,They still earned more money than me so I would not send them back anything,6.921,14.037,14.715,6,0,0,0.211,0,0,4.5,63d3f98237a95683bfa381e3,69e64d55d8193f507064a3bd,69e638d4b2228b5d05917569,0,They still earned more money than me so I would not send them back anything,,6431c58ce5be91cd5c2c5d8f,1.5,b7e41b0d-673b-4cb8-b5a4-af2fcff5fb09,4.5,4,2,1,
2026-04-20 15:57:14,2026-04-20 16:01:45,IP Address,,100,270,True,2026-04-20 16:01:46,R_5usLkoytJ1EJwGJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.457,0,0,0,2.013,0,13.812,13.812,15.274,1,I decided to split it even. Then we would both get $6 and it would be fair.,28.084,33.23,34.51,2,0,0,0.212,0,0,6,6650086658f2a6a86f2f16ef,69e64cd207a80dc233e09fe5,69e638d4b2228b5d05917569,6,I decided to split it even. Then we would both get $6 and it would be fair.,,69cd61739075c642ba70f385,4,aa3b6d5c-df5e-43bd-879a-2ffe8cdfa1e0,12,3,3,1,
2026-04-20 15:59:54,2026-04-20 16:02:09,IP Address,,100,134,True,2026-04-20 16:02:10,R_71v0c4yT8ct3en0,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,11.16,0,0,0,2.009,0,4.39,10.457,11.496,2,"I thought this was quite a fair decision based on the amount I was allocated. If the other participant was wanting a higher amount, they should have made a larger allocation.",5.162,6.781,8.228,2,0,0,0.208,0,0,2.5,572a31e8d7299f000f7b594a,69e64d6fb8c5fbb5973de1ac,69e638d4b2228b5d05917569,2,"I thought this was quite a fair decision based on the amount I was allocated. If the other participant was wanting a higher amount, they should have made a larger allocation.",,65e646da8809bd962f8da706,1.5,5e3eee17-d164-4188-97b7-ecfd8fc05d2a,4.5,3,3,1,
2026-04-20 15:59:03,2026-04-20 16:02:26,IP Address,,100,203,True,2026-04-20 16:02:28,R_2ZS7382sACWPYCB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,3.302,0,0,0,2.022,0,13.839,16.85,18.56,2,I felt that by givng that amount the other player was trying to be fair so we would both end up with the same. i wanted to show I apreciated that so I took mine down to £4 and gave them 50p,5.09,25.984,28.392,2,0,0,0.216,0,0,4,5d02c0e382e4f00001aa20cd,69e64d4071362ab623dcce57,69e638d4b2228b5d05917569,0.5,I felt that by givng that amount the other player was trying to be fair so we would both end up with the same. i wanted to show I apreciated that so I took mine down to £4 and gave them 50p,,6447abcf5525c01385eda994,1.5,639099b9-ab1c-42db-95b9-a5c1bbb4c843,4.5,5,1,1,
2026-04-20 16:00:21,2026-04-20 16:02:30,IP Address,,100,128,True,2026-04-20 16:02:31,R_3zjSiYNSOv2IhMS,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,$6,0,0,4.993,0,0,0,2.111,0,15.516,15.516,19.997,1,It balanced it out so we would both receive $6 in the end,8.892,8.892,13.393,1,0,0,0.203,0,0,6,696fe4ad1a4f878d1c7f56db,69e64d8630d8a3f82cb6041a,69e638d4b2228b5d05917569,3,It balanced it out so we would both receive $6 in the end,,612954380888e9ddd6ff0c6e,3,a35160e3-8e50-4bf7-966e-f485f5a2a59f,9,5,1,1,
