StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,treatment,transfer,reasons,beliefs,beliefs_hp,attention_check,Q_DataPolicyViolations
2026-04-20 10:43:28,2026-04-20 10:46:19,IP Address,,100,171,True,2026-04-20 10:46:20,R_6xKMJljEgqfgQZv,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.116,0,16.316,16.316,19.324,1,I picked 6 because it is exactly half of 12. Its the most fair option I could think of without discussing it with the other participant. ,5.898,5.898,6.789,1,8.503,8.503,10.017,1,0,0,0.216,0,0,6,6996d201e4546b84c632980a,69e6034a1335aeb71d5a502e,69e5f3e940b1445faaf04dae,,6,I picked 6 because it is exactly half of 12. Its the most fair option I could think of without discussing it with the other participant. ,90,40,1,
2026-04-20 10:44:14,2026-04-20 10:46:29,IP Address,,100,135,True,2026-04-20 10:46:30,R_8ZjztbkxkR36CS5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.111,0,2.229,4.649,7.469,3,i think it's fair for us to split it evenly,9.553,9.553,11.892,1,8.827,13.543,14.912,2,0,0,0.21,0,0,6,55c11e44fdf99b545042e732,69e603776618fa1819c572be,69e5f3e940b1445faaf04dae,,6,i think it's fair for us to split it evenly,92,75,1,
2026-04-20 10:44:00,2026-04-20 10:46:30,IP Address,,100,150,True,2026-04-20 10:46:31,R_12FsAjyC8J3Fphz,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.008,0,3.238,3.238,4.593,1,It is a partnership decision. I could go heavier me and they would still get something but more someone perceives something as unfair the more likely they are to go against you.,2.556,5.071,8.376,2,3.145,8.687,9.504,3,0,0,0.102,0,0,6,699198e00ef2a3ec51fef431,69e603685684ab2daaa5e49e,69e5f3e940b1445faaf04dae,,6,It is a partnership decision. I could go heavier me and they would still get something but more someone perceives something as unfair the more likely they are to go against you.,76,62,1,
2026-04-20 10:43:31,2026-04-20 10:46:31,IP Address,,100,180,True,2026-04-20 10:46:32,R_5KMweP3mdB9xgEE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.113,0,9.783,16.395,17.633,2,I wanted to split the allocation hoping the person would accept,2.757,11.346,12.172,2,5.21,5.21,7.763,1,0,0,0.205,0,0,5.5,6689a1fe29a96f94df7e4052,69e6034cdbfc229c2a06da7b,69e5f3e940b1445faaf04dae,,6.5,I wanted to split the allocation hoping the person would accept,95,90,1,
2026-04-20 10:41:55,2026-04-20 10:46:39,IP Address,,100,284,True,2026-04-20 10:46:40,R_3OSH2vTK9SkBpjC,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.005,0,5.215,13.165,18.2,4,"I feel that splitting the money 1/2 and 1/2 is fair, but, I decided to go $1 over the 1/2 to entice the other participant to accept the offer. I figured having some money is better than $0, even if the amount isn't divided equally. ",2.915,20.813,22.535,10,5.411,20.693,22.614,3,0,0,0.205,0,0,5,69e37abbe3e1ad889028b0ca,69e602eaa027cb3ab1c4dc97,69e5f3e940b1445faaf04dae,,7,"I feel that splitting the money 1/2 and 1/2 is fair, but, I decided to go $1 over the 1/2 to entice the other participant to accept the offer. I figured having some money is better than $0, even if the amount isn't divided equally. ",90,10,1,
2026-04-20 10:41:41,2026-04-20 10:46:51,IP Address,,100,310,True,2026-04-20 10:46:52,R_6Xn8pLJsXOpto09,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.036,0,8.444,10.678,13.193,3,because I am a generous parson and I love helping people,5.302,7.822,8.851,3,5.343,7.758,9.328,4,0,0,0.215,0,0,4,69cc59bb1b661ea2a004914a,69e602d3c6d536082149988b,69e5f3e940b1445faaf04dae,,8,because I am a generous parson and I love helping people,96,96,1,
2026-04-20 10:44:23,2026-04-20 10:46:56,IP Address,,100,152,True,2026-04-20 10:46:56,R_8oKQ8BSUB7kYrEh,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.01,0,3.065,3.065,13.05,1,"Half the payment is fair and I would hope the other player assumes i would be fair, and would therefore accept my proposition ",2.481,6.879,8.543,5,7.858,7.858,10.9,1,0,0,0.209,0,0,6,5f835b913ffc5f0fd6bc7492,69e603813627c682506de7ed,69e5f3e940b1445faaf04dae,,6,"Half the payment is fair and I would hope the other player assumes i would be fair, and would therefore accept my proposition ",75,22,1,
2026-04-20 10:44:24,2026-04-20 10:47:03,IP Address,,100,159,True,2026-04-20 10:47:04,R_8Do8KuPrjqj84Cc,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.012,0,2.52,3.249,3.642,2,"I chose 6 to split it with my partner, so that we both receive the same amount",3.578,4.442,5.292,2,6.462,6.462,7.035,1,0,0,0.207,0,1,6,676095f242c3b763a925f78c,69e603849657761aa934a0a2,69e5f3e940b1445faaf04dae,,6,"I chose 6 to split it with my partner, so that we both receive the same amount",100,15,1,
2026-04-20 10:39:08,2026-04-20 10:48:06,IP Address,,100,538,True,2026-04-20 10:48:07,R_3qQsMu07Hij3U6B,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.123,0,5.277,27.412,28.935,5,I think that can be a good dea for the player,5.354,8.778,9.682,5,11.565,11.565,13.005,1,0,0,0.212,0,0,7,69e1e903f06468df28dc56bb,69e6022927820e45ab97ccb9,69e5f3e940b1445faaf04dae,,5,I think that can be a good dea for the player,97,88,1,
2026-04-20 10:46:34,2026-04-20 10:48:19,IP Address,,100,105,True,2026-04-20 10:48:19,R_8RxtyUzpQi42KyC,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.013,0,2.386,4.85,5.721,2,Because I would prefer player 2 benefits more,2.071,4.719,5.5,2,5.428,5.428,6.268,1,0,0,0.222,0,0,2,5ea096efef1e8807aafbdc22,69e6040085ee04aa9565f2d8,69e5f3e940b1445faaf04dae,,10,Because I would prefer player 2 benefits more,80,30,1,
2026-04-20 10:40:58,2026-04-20 10:48:37,IP Address,,100,458,True,2026-04-20 10:48:37,R_1YyEOVYU1ZzhYCB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.016,0,3.4,3.4,15.755,1,"I believe that splitting it half-half is very convincing in either scenario. If you offer player 2 half, and they are greedy and refuse, they also get nothing, which is a deterrent. But, as player 1, if player 2 objects to the split, then you keep nothing, so getting too greedy is bad too, thus, a half-half split is the safest option.",2.21,6.743,16.561,6,3.544,3.544,10.769,1,0,0,0.208,0,0,6,69e199be7df8fcdf44032011,69e602aff51e566d8bfcbf0a,69e5f3e940b1445faaf04dae,,6,"I believe that splitting it half-half is very convincing in either scenario. If you offer player 2 half, and they are greedy and refuse, they also get nothing, which is a deterrent. But, as player 1, if player 2 objects to the split, then you keep nothing, so getting too greedy is bad too, thus, a half-half split is the safest option.",97,74,1,
2026-04-20 10:45:59,2026-04-20 10:48:38,IP Address,,100,158,True,2026-04-20 10:48:38,R_2vHUHIUVsoSnaOB,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.011,0,3.22,12.172,13.146,3,I want to be fair and think we should share equally,3.076,10.964,11.941,3,4.372,4.372,7.704,1,0,0,0.207,0,0,6,5ea00c9769e0250009a479df,69e603e039fe27783730f2df,69e5f3e940b1445faaf04dae,,6,I want to be fair and think we should share equally,100,31,1,
2026-04-20 10:44:13,2026-04-20 10:48:38,IP Address,,100,264,True,2026-04-20 10:48:38,R_7Pvb8OEXLHvPqkp,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.11,0,4.849,8.731,10.229,2,because it would be fair if we split it down the middle and each of us gets the same amount,3.738,11.212,12.206,2,5.377,7.032,8.392,2,0,0,0.213,0,1,6,69dabeddd42bab1166998940,69e6036ced0eaad63b4b8fd6,69e5f3e940b1445faaf04dae,,6,because it would be fair if we split it down the middle and each of us gets the same amount,90,25,1,
2026-04-20 10:46:31,2026-04-20 10:49:02,IP Address,,100,150,True,2026-04-20 10:49:02,R_8uwH1N32WTt6EGr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.111,0,1.18,1.18,2.593,1,it's the most fair split,4.769,5.578,6.349,3,3.35,3.35,4.067,1,0,0,0.206,0,0,6,6173240b98f6e6f48d97880a,69e60402b1fc779a3cf09c03,69e5f3e940b1445faaf04dae,,6,it's the most fair split,100,74,1,
2026-04-20 10:46:45,2026-04-20 10:49:09,IP Address,,100,144,True,2026-04-20 10:49:09,R_6lFVcSaBuaaSezL,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.111,0,7.778,16.069,17.007,9,just to be nice and hoping his choice is good for both of us.,4.399,4.399,6.933,1,5.669,5.669,8.791,1,0,0,0.218,0,0,5.5,69839b726521849e0480eeed,69e603def5eb960d2b56fdaf,69e5f3e940b1445faaf04dae,,6.5,just to be nice and hoping his choice is good for both of us.,44,23,1,
2026-04-20 10:46:46,2026-04-20 10:49:18,IP Address,,100,152,True,2026-04-20 10:49:18,R_2IcmFgRwNuZud9i,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.018,0,4.369,6.138,7.593,2,I thought half would be the fairest amount,4.213,4.213,5.77,1,4.998,4.998,6.489,1,0,0,0.218,0,0,6,61699e45a1a936cf905b4627,69e6040eed116b02607425bb,69e5f3e940b1445faaf04dae,,6,I thought half would be the fairest amount,49,32,1,
2026-04-20 10:46:36,2026-04-20 10:49:22,IP Address,,100,166,True,2026-04-20 10:49:23,R_8OjrSfdnl2MA0Su,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.112,0,4.24,15.527,27.006,4,"I have chosen this proposal, as it is fair for both sides.",11.149,11.149,13.137,1,1.792,19.62,21.768,10,0,0,0.203,0,0,6,6693cd4efb0ada0cb10c894b,69e60407a446b2e86b8a42c2,69e5f3e940b1445faaf04dae,,6,"I have chosen this proposal, as it is fair for both sides.",60,46,1,
2026-04-20 10:41:33,2026-04-20 10:49:34,IP Address,,100,481,True,2026-04-20 10:49:35,R_6lB6rR7yXyn6u5k,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.131,0,12.698,12.698,14.702,1,the allocation implementation,4.491,12.642,14.55,6,,,,,0,0,0.231,0,0,8,69b2c7bd6efab52fbd731469,69e602bb59e53d9dcd7b267f,69e5f3e940b1445faaf04dae,,4,the allocation implementation,63,,1,
2026-04-20 10:47:41,2026-04-20 10:49:35,IP Address,,100,113,True,2026-04-20 10:49:35,R_8urxVlBw7IRmKJj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.008,0,1.328,6.245,7.451,4,they are likely to accept the fair split,3.147,4.281,5.933,2,4.018,7.134,8.155,3,0,0,0.208,0,0,6,5fa9392c0cc79c03b3f4eb58,69e604447e77433d49a69dfa,69e5f3e940b1445faaf04dae,,6,they are likely to accept the fair split,96,31,1,
2026-04-20 10:46:21,2026-04-20 10:49:44,IP Address,,100,203,True,2026-04-20 10:49:45,R_2dtAX47zATYXWO5,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.019,0,7.341,12.169,13.763,2,It seems fair to split the money evenly so we both benefit in the same way.,4.879,9.835,11.093,2,7.454,10.626,11.909,2,0,0,0.216,0,0,6,62162ab683fc823e78c025e5,69e603f6134d4629abc284e4,69e5f3e940b1445faaf04dae,,6,It seems fair to split the money evenly so we both benefit in the same way.,80,60,1,
2026-04-20 10:47:36,2026-04-20 10:49:49,IP Address,,100,133,True,2026-04-20 10:49:50,R_30PweeuoBQwZ6I3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.011,0,4.677,7.692,15.727,2,i thought splitting it up fairly will give the best outcome,5.052,5.052,6.75,1,3.955,3.955,5.829,1,0,0,0.222,0,0,6,5f4f990e0e7da9068d0a9802,69e6043cf1d455b4aaa862e6,69e5f3e940b1445faaf04dae,,6,i thought splitting it up fairly will give the best outcome,78,49,1,
2026-04-20 10:46:58,2026-04-20 10:50:34,IP Address,,100,216,True,2026-04-20 10:50:34,R_2PLa1KwB2QeJ9Pc,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.018,0,12.231,12.231,15.436,1,Hopefully there is a better chance that player 2 will accept!,5.655,20.699,22.502,3,13.434,13.434,16.09,1,0,0,0.215,0,0,6,653e7cda114b6a662357f026,69e603f838c32a542d1600f6,69e5f3e940b1445faaf04dae,,6,Hopefully there is a better chance that player 2 will accept!,50,25,1,
2026-04-20 10:38:33,2026-04-20 10:50:36,IP Address,,100,723,True,2026-04-20 10:50:37,R_6OW5BCJRdJRTix0,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.118,0,75.211,80.502,82.892,4,I chose this amount because it felt fair for both of us. A 50-50 split seems reasonable and gives Player 2 a good reason to accept it.,12.632,24.972,27.561,6,33.499,61.909,66.16,4,0,0,0.217,0,0,6,69b774388381f60a896d662b,69e6021addcd0774c231663d,69e5f3e940b1445faaf04dae,,6,I chose this amount because it felt fair for both of us. A 50-50 split seems reasonable and gives Player 2 a good reason to accept it.,52,60,1,
2026-04-20 10:47:21,2026-04-20 10:50:53,IP Address,,100,211,True,2026-04-20 10:50:53,R_8r1fa5nrtCusx2L,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.108,0,6.91,11.842,12.881,2,"i like fairness and that is fair, equal amount for each of us",7.021,7.021,8.061,1,6.186,7.687,8.842,2,0,0,0.206,0,0,6,6712398f5808c8bb612411bc,69e6042f7589547292ce9f92,69e5f3e940b1445faaf04dae,,6,"i like fairness and that is fair, equal amount for each of us",100,100,1,
2026-04-20 10:48:03,2026-04-20 10:50:54,IP Address,,100,171,True,2026-04-20 10:50:55,R_8KNEumqjOFJojqr,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.005,0,5.698,5.698,9.78,1,I've chosen to split the payment equally as I think that is fair and I hope that's what the other participant would do if they are making the decision. ,16.362,20.034,20.893,2,3.901,8.125,8.952,2,0,0,0.206,0,0,6,603d12efefab50b0ee60e09c,69e6045d4279297aadb24a8a,69e5f3e940b1445faaf04dae,,6,I've chosen to split the payment equally as I think that is fair and I hope that's what the other participant would do if they are making the decision. ,80,60,1,
2026-04-20 10:48:28,2026-04-20 10:51:03,IP Address,,100,154,True,2026-04-20 10:51:04,R_8Yyb14pDTK0qjmO,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.12,0,7.867,7.867,9.635,1,A fair sharing of funds is most likely to produce a favourable outcome for both of us,3.852,3.852,4.783,1,5.302,7.491,8.878,2,0,0,0.221,0,0,6,651aba4f4c64d6e7364a5483,69e6046d288a56d6f813de1e,69e5f3e940b1445faaf04dae,,6,A fair sharing of funds is most likely to produce a favourable outcome for both of us,100,52,1,
2026-04-20 10:49:12,2026-04-20 10:51:32,IP Address,,100,140,True,2026-04-20 10:51:33,R_2fNmZ1HcGPfBIJj,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.017,0,1.902,5.51,8.194,5,It seems the fairest way to do things,1.964,6.626,7.937,3,5.988,5.988,7.515,1,0,0,0.206,0,0,6,6163f8a826c9b98b20139416,69e604a179e03e9ebd4181bb,69e5f3e940b1445faaf04dae,,6,It seems the fairest way to do things,75,24,1,
2026-04-20 10:49:49,2026-04-20 10:51:48,IP Address,,100,119,True,2026-04-20 10:51:48,R_6Jq4v9hroThWhgY,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.023,0,4.078,12.491,13.982,3,I just feel like the most fair thing to do is split it ,2.377,8.784,10.589,6,4.139,5.117,6.617,2,0,0,0.106,0,0,6,66abbaa7e79344e4b77a7834,69e603f4b5c681d591f05f07,69e5f3e940b1445faaf04dae,,6,I just feel like the most fair thing to do is split it ,75,50,1,
2026-04-20 10:49:54,2026-04-20 10:51:48,IP Address,,100,113,True,2026-04-20 10:51:48,R_8S1xVW5IPXb7Y3g,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.006,0,2.534,4.833,6.801,2,it seemed fair to share the amount,3.523,4.94,6.046,3,3.543,3.543,4.766,1,0,0,0.207,0,0,6,5e8d96efe32229018dec69dd,69e604cc4c5171b012f7e512,69e5f3e940b1445faaf04dae,,6,it seemed fair to share the amount,100,73,1,
2026-04-20 10:46:08,2026-04-20 10:52:00,IP Address,,100,351,True,2026-04-20 10:52:01,R_7nul7CRIDPSLgxb,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.012,0,21.817,21.817,23.864,1,I chose this amount with the understanding that we could each get half of $12.00 ($6.00). ,8.187,16.703,20.623,3,8.36,24.323,25.693,3,0,0,0.22,0,0,6,69bb250486b99d0c52fa1aeb,69e603df6dc60f143305cb71,69e5f3e940b1445faaf04dae,,6,I chose this amount with the understanding that we could each get half of $12.00 ($6.00). ,50,36,1,
2026-04-20 10:48:45,2026-04-20 10:52:02,IP Address,,100,196,True,2026-04-20 10:52:02,R_7cErd38WfEKsIcV,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..is irrelevant for your final payment,..affects both players' final payment,,,,,,,,,,,,,,,,,,,,,,1,,66eee7b0fafc555056a736df,69e604836a3397ac6af7e492,69e5f3e940b1445faaf04dae,,,,,,1,
2026-04-20 10:48:30,2026-04-20 10:52:18,IP Address,,100,228,True,2026-04-20 10:52:19,R_6e9NL2CVkuoZEK3,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.011,0,6.576,8.673,15.945,2,"I decided to split the money knowing it would be fair in my mind and should be acceptable to the other person. I don't think they would expect more than half and would be content. I am not a greedy person, but risking all of the bonus isn't worth trying to take advantage of the other person, who has the key to whether either of us receives any money",2.651,4.996,7.338,2,4.203,4.203,10.479,1,0,0,0.206,0,0,6,66b929d1d8f3bcf3b1929bc5,69e604749a61f0dfc5bebf8a,69e5f3e940b1445faaf04dae,,6,"I decided to split the money knowing it would be fair in my mind and should be acceptable to the other person. I don't think they would expect more than half and would be content. I am not a greedy person, but risking all of the bonus isn't worth trying to take advantage of the other person, who has the key to whether either of us receives any money",85,45,1,
2026-04-20 10:49:45,2026-04-20 10:52:33,IP Address,,100,168,True,2026-04-20 10:52:33,R_8IVPUTANsCIawXR,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.014,0,12.933,12.933,14.068,1,I think this is the fairest way as we are both equals and came on with the same chance to be player 1 or 2 so I think we should split it equally.,8.405,9.577,10.101,2,3.787,3.787,4.401,1,0,0,0.216,0,0,6,60470afc4dc9bd18eada3201,69e604c490f0f1e46ee0de5c,69e5f3e940b1445faaf04dae,,6,I think this is the fairest way as we are both equals and came on with the same chance to be player 1 or 2 so I think we should split it equally.,100,64,1,
2026-04-20 10:50:42,2026-04-20 10:52:44,IP Address,,100,122,True,2026-04-20 10:52:45,R_863ifHGwGfc8rqC,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.118,0,3.666,7.97,9.202,2,I like to share with others so believe it is good to share what i have ,2.763,4.521,6.359,2,4.342,4.342,8.946,1,0,0,0.212,0,0,6,6658c4329b9cd1a0f1a25930,69e604f1eece494f01c48567,69e5f3e940b1445faaf04dae,,6,I like to share with others so believe it is good to share what i have ,23,30,1,
2026-04-20 10:51:14,2026-04-20 10:52:49,IP Address,,100,94,True,2026-04-20 10:52:49,R_8ZNznBX6BSqT9Is,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.014,0,3.971,7.6,8.704,2,I transferred half as that seemed fair,3.162,5.154,6.095,2,6.559,6.559,7.37,1,0,0,0.208,0,0,6,603ceb8f82d6b0a88e6cb99a,69e6051b490bcbcfa4fb7323,69e5f3e940b1445faaf04dae,,6,I transferred half as that seemed fair,50,25,1,
2026-04-20 10:52:02,2026-04-20 10:53:22,IP Address,,100,79,True,2026-04-20 10:53:22,R_8OxgS24XdRLs9xE,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.012,0,2.257,2.257,4.692,1,i wanted to be fair so split it half way,2.167,2.167,3.062,1,3.206,3.206,4.051,1,0,0,0.207,0,0,6,5c43b8f45aca820001f73cee,69e6054d63383b9dbb7ee705,69e5f3e940b1445faaf04dae,,6,i wanted to be fair so split it half way,74,13,1,
2026-04-20 10:47:53,2026-04-20 10:53:34,IP Address,,100,340,True,2026-04-20 10:53:35,R_8vJstXpJDwFot8t,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.012,0,5.792,17.4,23.38,5,"It is a fair sum, just below  half.  I think P2 would accept as i would not gain much more. ",4.05,41.243,47.56,5,4.907,8.283,9.437,4,0,0,0.203,0,1,7,5bb7a2f927fb5000013cb0e6,69e60455263ef95c344c4106,69e5f3e940b1445faaf04dae,,5,"It is a fair sum, just below  half.  I think P2 would accept as i would not gain much more. ",61,40,1,
2026-04-20 10:49:56,2026-04-20 10:53:41,IP Address,,100,224,True,2026-04-20 10:53:41,R_7Qu3O90HtxW4TrJ,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.007,0,18.604,18.604,19.841,1,"I felt that if I chose to allocate more than 50% of the $12 it would be hard for participant #2 to say no,as that is more than half",8.785,8.785,10.147,1,11.911,11.911,13.247,1,0,0,0.114,0,0,5,665e26502758155528c8793e,69e604c95d90ecdce5d763ec,69e5f3e940b1445faaf04dae,,7,"I felt that if I chose to allocate more than 50% of the $12 it would be hard for participant #2 to say no,as that is more than half",75,25,1,
2026-04-20 10:48:36,2026-04-20 10:53:58,IP Address,,100,322,True,2026-04-20 10:53:59,R_60SnGitzYvDBtAY,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.017,0,13.967,17.647,19.704,2,"If I share equally, player 2 is most likely to accept it and we won't end up with nothing.",5.445,11.653,13.135,2,9.028,9.028,10.686,1,0,0,0.234,0,0,6,69963fa97606bb3a27603d6f,69e6014de2313c1ddc894a93,69e5f3e940b1445faaf04dae,,6,"If I share equally, player 2 is most likely to accept it and we won't end up with nothing.",71,30,1,
2026-04-20 10:36:45,2026-04-20 10:54:24,IP Address,,100,1058,True,2026-04-20 10:54:24,R_1WNhhcToFjO8LDg,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.024,0,13.868,13.868,22.266,1,"I chose to half the money with my partner because when I feel as though I may receive something as a blessing, its my duty to pay it forward to someone else. I also believe in treating others the way I would want them to treat me. ",11.454,18.32,20.112,3,70.698,87.283,90.593,3,0,0,0.215,0,0,6,61282ca83be28773ac7c421f,69e601b2dc49015a991c8497,69e5f3e940b1445faaf04dae,,6,"I chose to half the money with my partner because when I feel as though I may receive something as a blessing, its my duty to pay it forward to someone else. I also believe in treating others the way I would want them to treat me. ",80,70,1,
2026-04-20 10:52:16,2026-04-20 10:54:37,IP Address,,100,140,True,2026-04-20 10:54:38,R_6rjeaK2AFkPlLyN,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.019,0,4.554,4.554,6.652,1,I felt this is an even distribution and would likely be approved.,3.577,3.577,5.094,1,3.711,5.586,6.838,2,0,0,0.206,0,0,6,66546836a834424c51b369f7,69e6054ed81b78e83151489e,69e5f3e940b1445faaf04dae,,6,I felt this is an even distribution and would likely be approved.,83,59,1,
2026-04-20 10:53:37,2026-04-20 10:55:00,IP Address,,100,83,True,2026-04-20 10:55:01,R_6xyqH0xHCI4hmrl,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.004,0,1.562,4.262,5.893,3,I wanted to be fair.,4.161,6.862,7.624,2,3.987,3.987,5.183,1,0,0,0.206,0,0,6,651ed09bae5c435e44627f99,69e605abaf4b661589d63b5b,69e5f3e940b1445faaf04dae,,6,I wanted to be fair.,66,24,1,
2026-04-20 10:49:03,2026-04-20 10:55:30,IP Address,,100,387,True,2026-04-20 10:55:31,R_7E4UW7mlppV0D8o,,,,,,,anonymous,EN,Very interested,,,I've never heard of it,..another participant from Prolific,..affects earnining for both you and your match,..affects both players' final payment,0,0,2.121,0,10.38,14.933,17.481,3,BECAUSE I FEEL LIKE IT WILL BE ENOUGH,6.968,8.392,10.341,2,7.601,9.306,10.94,2,0,0,0.22,0,0,9.5,697f07ae9595abbff4c39ffb,69e60472043f9a9968d0a297,69e5f3e940b1445faaf04dae,,2.5,BECAUSE I FEEL LIKE IT WILL BE ENOUGH,55,53,1,
