context_id,vignette_id,mean_rating,weight_all30,weight_analysis_pool,source_id_context,game_context,frame,source_id_vignette,game_vignette,setting,setting_code,sender_category,sender_action,receiver_action,joint_action,in_analysis_pool
T06,V29,38.0,0.0222507695973177,0.02719249486066481,UG_BONUS,UG,Bonus,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,True
T06,V30,31.666666666666668,0.01850043560545382,0.02261760878595878,UG_BONUS,UG,Bonus,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,True
T07,V01,40.0,0.02629746695795444,,DG_AID,DG,Aid,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,False
T07,V02,66.0,0.04344645834515006,0.1493724265662549,DG_AID,DG,Aid,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,True
T07,V03,41.0,0.02687112838051786,,DG_AID,DG,Aid,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,False
T07,V04,80.66666666666667,0.05328407863021609,0.18284505058854142,DG_AID,DG,Aid,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,True
T07,V05,44.0,0.028598534181298447,,DG_AID,DG,Aid,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,False
T07,V06,40.333333333333336,0.026822784495145403,,DG_AID,DG,Aid,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,False
T07,V07,86.66666666666667,0.05765385381487212,0.19717438888123553,DG_AID,DG,Aid,DG-M-P,DG,personal,P,Moral,C,None,C-NA,True
T07,V08,51.0,0.0333987863329451,,DG_AID,DG,Aid,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,False
T07,V09,45.666666666666664,0.02979327731152545,,DG_AID,DG,Aid,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,False
T07,V10,51.333333333333336,0.03368332259981799,,DG_AID,DG,Aid,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,False
T07,V11,36.333333333333336,0.02392265640795378,,DG_AID,DG,Aid,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,False
T07,V12,54.333333333333336,0.03548584984952772,,DG_AID,DG,Aid,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,False
T07,V13,49.333333333333336,0.03249362288040883,,DG_AID,DG,Aid,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,False
T07,V14,48.0,0.03153782837622723,,DG_AID,DG,Aid,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,False
T07,V15,53.666666666666664,0.03510554941218222,,DG_AID,DG,Aid,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,False
T07,V16,39.333333333333336,0.025822780472408807,,DG_AID,DG,Aid,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,False
T07,V17,68.33333333333333,0.045171107901385676,0.1549042567846811,DG_AID,DG,Aid,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,True
T07,V18,45.333333333333336,0.029902975979374097,,DG_AID,DG,Aid,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,False
T07,V19,36.333333333333336,0.02392265640795378,,DG_AID,DG,Aid,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,False
T07,V20,54.0,0.03534449803822762,,DG_AID,DG,Aid,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,False
T07,V21,48.666666666666664,0.031781365891090284,,DG_AID,DG,Aid,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,False
T07,V22,74.66666666666667,0.04935027834536875,0.1692519630803141,DG_AID,DG,Aid,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,True
T07,V23,49.666666666666664,0.03244620259530867,,DG_AID,DG,Aid,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,False
T07,V24,35.333333333333336,0.02320902129636274,,DG_AID,DG,Aid,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,False
T07,V25,39.333333333333336,0.026109149383554367,,DG_AID,DG,Aid,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,False
T07,V26,37.666666666666664,0.024826441738217565,,DG_AID,DG,Aid,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,False
T07,V27,55.0,0.03596374710161852,,DG_AID,DG,Aid,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,False
T07,V28,64.66666666666667,0.0426466913627219,0.14645191409897293,DG_AID,DG,Aid,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,True
T07,V29,44.333333333333336,0.029189340867783062,,DG_AID,DG,Aid,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,False
T07,V30,39.666666666666664,0.025918544642881427,,DG_AID,DG,Aid,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,False
T08,V01,89.66666666666667,0.0547732514746716,0.06387021412914173,TG_CONTROL,TG,Control,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,True
T08,V02,36.0,0.021835089846828803,,TG_CONTROL,TG,Control,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,False
T08,V03,86.66666666666667,0.052910496819817264,0.06171025949040168,TG_CONTROL,TG,Control,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,True
T08,V04,34.0,0.020528818219242125,,TG_CONTROL,TG,Control,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,False
T08,V05,25.333333333333332,0.015288583354583348,0.01785580455302666,TG_CONTROL,TG,Control,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,True
T08,V06,89.66666666666667,0.05482824788034832,0.0639206645518006,TG_CONTROL,TG,Control,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,True
T08,V07,40.333333333333336,0.02449563643023291,,TG_CONTROL,TG,Control,DG-M-P,DG,personal,P,Moral,C,None,C-NA,False
T08,V08,29.666666666666668,0.017976628140825818,0.020979042658649503,TG_CONTROL,TG,Control,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,True
T08,V09,26.0,0.01571456844510518,0.018344563106301344,TG_CONTROL,TG,Control,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,True
T08,V10,30.666666666666668,0.018616014853199973,0.021717676274392955,TG_CONTROL,TG,Control,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,True
T08,V11,88.66666666666667,0.05416177204172721,0.06316230151055914,TG_CONTROL,TG,Control,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,True
T08,V12,26.333333333333332,0.015901290017301967,0.018580204529103528,TG_CONTROL,TG,Control,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,True
T08,V13,30.0,0.018217937042107914,0.021259638718279125,TG_CONTROL,TG,Control,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,True
T08,V14,29.333333333333332,0.01779195195158608,0.020770880165004443,TG_CONTROL,TG,Control,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,True
T08,V15,28.0,0.016911256337929826,0.019751650489631376,TG_CONTROL,TG,Control,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,True
T08,V16,88.33333333333333,0.05392087221703653,0.06288720123676095,TG_CONTROL,TG,Control,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,True
T08,V17,42.0,0.02553351003029054,,TG_CONTROL,TG,Control,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,False
T08,V18,90.33333333333333,0.05525464204746156,0.06441491889090671,TG_CONTROL,TG,Control,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,True
T08,V19,89.0,0.054374764586988124,0.06340668078719648,TG_CONTROL,TG,Control,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,True
T08,V20,29.666666666666668,0.017976219064234408,0.020973546872818077,TG_CONTROL,TG,Control,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,True
T08,V21,29.666666666666668,0.017977037217417228,0.02098453844448093,TG_CONTROL,TG,Control,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,True
T08,V22,41.666666666666664,0.025320517485029625,,TG_CONTROL,TG,Control,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,False
T08,V23,29.666666666666668,0.017977037217417228,0.02098453844448093,TG_CONTROL,TG,Control,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,True
T08,V24,87.66666666666667,0.05352238532935305,0.0624236678948157,TG_CONTROL,TG,Control,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,True
T08,V25,89.0,0.05440226278982649,0.06343190599852591,TG_CONTROL,TG,Control,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,True
T08,V26,90.33333333333333,0.05519923656519343,0.06435897268241642,TG_CONTROL,TG,Control,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,True
T08,V27,27.0,0.016327275107823797,0.01906896308237821,TG_CONTROL,TG,Control,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,True
T08,V28,41.0,0.02494993787677592,,TG_CONTROL,TG,Control,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,False
T08,V29,89.33333333333333,0.054615255335087404,0.06367628527516325,TG_CONTROL,TG,Control,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,True
T08,V30,86.33333333333333,0.05269750427455635,0.06146588021376434,TG_CONTROL,TG,Control,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,True
T09,V01,79.66666666666667,0.04716578339528107,0.05565262898777552,TG_MARKET,TG,Market,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,True
T09,V02,49.666666666666664,0.02939743889466827,,TG_MARKET,TG,Market,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,False
T09,V03,76.0,0.04492346391426155,0.05302855143345855,TG_MARKET,TG,Market,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,True
T09,V04,33.333333333333336,0.019579144072619434,,TG_MARKET,TG,Market,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,False
T09,V05,35.666666666666664,0.021021090687415627,0.024813236013499083,TG_MARKET,TG,Market,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,True
T09,V06,92.33333333333333,0.05472339955532657,0.06457069482655153,TG_MARKET,TG,Market,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,True
T09,V07,37.333333333333336,0.022016966974948815,,TG_MARKET,TG,Market,DG-M-P,DG,personal,P,Moral,C,None,C-NA,False
T09,V08,35.666666666666664,0.0211207467794374,0.024914559119007088,TG_MARKET,TG,Market,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,True
T09,V09,36.666666666666664,0.021654804248885842,0.025547989870956838,TG_MARKET,TG,Market,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,True
T09,V10,38.666666666666664,0.02290912168778303,0.02702944239807811,TG_MARKET,TG,Market,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,True
T09,V11,92.33333333333333,0.05471684471330495,0.06457666723265441,TG_MARKET,TG,Market,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,True
T09,V12,27.333333333333332,0.016024683530463327,0.018935356931949573,TG_MARKET,TG,Market,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,True
T09,V13,40.0,0.023638682578541348,0.027898111917376716,TG_MARKET,TG,Market,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,True
T09,V14,38.666666666666664,0.022809465595761257,0.026928119292570104,TG_MARKET,TG,Market,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,True
T09,V15,27.666666666666668,0.016276569839805712,0.01921528484594955,TG_MARKET,TG,Market,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,True
T09,V16,78.66666666666667,0.04653206983381084,0.05491787513031776,TG_MARKET,TG,Market,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,True
T09,V17,49.0,0.028922510392540287,,TG_MARKET,TG,Market,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,False
T09,V18,80.33333333333333,0.047640711897409045,0.056214750442844186,TG_MARKET,TG,Market,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,True
T09,V19,91.0,0.053934831028065455,0.06363571216325899,TG_MARKET,TG,Market,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,True
T09,V20,28.666666666666668,0.016910283401275927,0.019950038703407304,TG_MARKET,TG,Market,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,True
T09,V21,37.333333333333336,0.022079904705002942,0.026059449773271497,TG_MARKET,TG,Market,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,True
T09,V22,40.0,0.023569190006465596,,TG_MARKET,TG,Market,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,False
T09,V23,36.666666666666664,0.021707257043367022,0.025620275421053666,TG_MARKET,TG,Market,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,True
T09,V24,92.0,0.05450560685948155,0.06433174928016851,TG_MARKET,TG,Market,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,True
T09,V25,92.33333333333333,0.05472339955532657,0.06457069482655153,TG_MARKET,TG,Market,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,True
T09,V26,92.0,0.054568544589535674,0.06437046602071674,TG_MARKET,TG,Market,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,True
T09,V27,28.0,0.01644715923811014,0.019425192836921408,TG_MARKET,TG,Market,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,True
T09,V28,49.333333333333336,0.029152107427347515,,TG_MARKET,TG,Market,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,False
T09,V29,79.33333333333333,0.04702273276845237,0.055489675770523494,TG_MARKET,TG,Market,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,True
T09,V30,75.0,0.044305484785304876,0.052303476761137856,TG_MARKET,TG,Market,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,True
T10,V01,87.33333333333333,0.051851482791284674,0.061867475895271716,TG_AID,TG,Aid,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,True
T10,V02,39.0,0.02302628579616134,,TG_AID,TG,Aid,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,False
T10,V03,87.66666666666667,0.05199835804230013,0.06204306950851651,TG_AID,TG,Aid,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,True
T10,V04,50.0,0.029575518837647363,,TG_AID,TG,Aid,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,False
T10,V05,29.0,0.01710228477437012,0.020408718299579392,TG_AID,TG,Aid,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,True
T10,V06,79.0,0.046893776408635436,0.05595319852558039,TG_AID,TG,Aid,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,True
T10,V07,50.333333333333336,0.029861747016941328,,TG_AID,TG,Aid,DG-M-P,DG,personal,P,Moral,C,None,C-NA,False
T10,V08,34.666666666666664,0.020480292527536623,0.02443915308341746,TG_AID,TG,Aid,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,True
T10,V09,29.0,0.01710228477437012,0.020408718299579392,TG_AID,TG,Aid,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,True
T10,V10,35.666666666666664,0.0210957552969237,0.025172329335565916,TG_AID,TG,Aid,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,True
T10,V11,78.66666666666667,0.046648684009618725,0.05566210892241513,TG_AID,TG,Aid,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,True
T10,V12,39.333333333333336,0.023264434790977843,0.02776100818253391,TG_AID,TG,Aid,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,True
T10,V13,34.666666666666664,0.020513717836552484,0.024480859371057383,TG_AID,TG,Aid,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,True
T10,V14,34.0,0.02010015290685852,0.023989579587220488,TG_AID,TG,Aid,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,True
T10,V15,37.333333333333336,0.022064875782173216,0.02632673909287761,TG_AID,TG,Aid,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,True
T10,V16,86.33333333333333,0.05123602002189759,0.06113429964312326,TG_AID,TG,Aid,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,True
T10,V17,44.0,0.026086886988588794,,TG_AID,TG,Aid,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,False
T10,V18,88.33333333333333,0.05243840487680976,0.06256268928338714,TG_AID,TG,Aid,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,True
T10,V19,78.0,0.046240003705078636,0.055174572562185116,TG_AID,TG,Aid,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,True
T10,V20,38.0,0.02247844071186718,0.026818018876714506,TG_AID,TG,Aid,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,True
T10,V21,34.333333333333336,0.02027351006268964,0.02419351319149901,TG_AID,TG,Aid,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,True
T10,V22,47.666666666666664,0.02827022035810453,,TG_AID,TG,Aid,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,False
T10,V23,34.666666666666664,0.020458695247874827,0.024414556515990605,TG_AID,TG,Aid,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,True
T10,V24,77.0,0.04562454093569155,0.05444139631003666,TG_AID,TG,Aid,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,True
T10,V25,78.0,0.046278313639248364,0.05522002227343193,TG_AID,TG,Aid,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,True
T10,V26,80.0,0.047454216589344865,0.05662007192266207,TG_AID,TG,Aid,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,True
T10,V27,40.0,0.023677999720671805,0.028252287966370804,TG_AID,TG,Aid,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,True
T10,V28,42.333333333333336,0.025101053848831347,,TG_AID,TG,Aid,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,False
T10,V29,87.33333333333333,0.051822942107422686,0.06182951303123868,TG_AID,TG,Aid,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,True
T10,V30,86.0,0.05097909959352682,0.060826100319744926,TG_AID,TG,Aid,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,True
T11,V01,35.333333333333336,0.023324671249364482,,DG_MARKET,DG,Market,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,False
T11,V02,90.66666666666667,0.0608212469550573,0.2011919855322429,DG_MARKET,DG,Market,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,True
T11,V03,32.666666666666664,0.02150169116595121,,DG_MARKET,DG,Market,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,False
T11,V04,65.0,0.043489865160147155,0.14403829932933737,DG_MARKET,DG,Market,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,True
T11,V05,59.666666666666664,0.039411499509437155,,DG_MARKET,DG,Market,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,False
T11,V06,45.333333333333336,0.02997968134109553,,DG_MARKET,DG,Market,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,False
T11,V07,63.666666666666664,0.0425959352878445,0.14076982907607605,DG_MARKET,DG,Market,DG-M-P,DG,personal,P,Moral,C,None,C-NA,True
T11,V08,47.0,0.031064962151017773,,DG_MARKET,DG,Market,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,False
T11,V09,60.333333333333336,0.03988768998562763,,DG_MARKET,DG,Market,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,False
T11,V10,46.666666666666664,0.030826866912922534,,DG_MARKET,DG,Market,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,False
T11,V11,43.333333333333336,0.028638745123674054,,DG_MARKET,DG,Market,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,False
T11,V12,44.333333333333336,0.029259542237008485,,DG_MARKET,DG,Market,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,False
T11,V13,54.0,0.03570564122171594,,DG_MARKET,DG,Market,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,False
T11,V14,51.666666666666664,0.03403604786014861,,DG_MARKET,DG,Market,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,False
T11,V15,41.0,0.02704800688855469,,DG_MARKET,DG,Market,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,False
T11,V16,34.333333333333336,0.022607458840178108,,DG_MARKET,DG,Market,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,False
T11,V17,80.33333333333333,0.05364182243257582,0.17796219013753323,DG_MARKET,DG,Market,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,True
T11,V18,37.0,0.02451807413474134,,DG_MARKET,DG,Market,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,False
T11,V19,44.0,0.029068191299388892,,DG_MARKET,DG,Market,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,False
T11,V20,42.333333333333336,0.028000387840935642,,DG_MARKET,DG,Market,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,False
T11,V21,45.333333333333336,0.029871559265640918,,DG_MARKET,DG,Market,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,False
T11,V22,67.33333333333333,0.04492866371423693,0.14906411260295807,DG_MARKET,DG,Market,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,True
T11,V23,45.666666666666664,0.03010965450373616,,DG_MARKET,DG,Market,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,False
T11,V24,42.666666666666664,0.02815962795258292,,DG_MARKET,DG,Market,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,False
T11,V25,45.666666666666664,0.0302148498842901,,DG_MARKET,DG,Market,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,False
T11,V26,44.666666666666664,0.02954438177557937,,DG_MARKET,DG,Market,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,False
T11,V27,45.333333333333336,0.0299738279512942,,DG_MARKET,DG,Market,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,False
T11,V28,84.33333333333333,0.05646685446374636,0.18697358332185235,DG_MARKET,DG,Market,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,True
T11,V29,36.333333333333336,0.0240389569636502,,DG_MARKET,DG,Market,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,False
T11,V30,32.333333333333336,0.021263595927855972,,DG_MARKET,DG,Market,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,False
T12,V01,43.0,0.026977580616144334,,DG_BONUS,DG,Bonus,TG-C-CC-P,TG,personal,P,Cooperation,C,C,C-C,False
T12,V02,83.66666666666667,0.052871521388110264,0.17000083977458305,DG_BONUS,DG,Bonus,DG-S-K,DG,anonymous market,K,Self-interest,D,None,D-NA,True
T12,V03,39.666666666666664,0.024820559984259933,,DG_BONUS,DG,Bonus,TG-S-DC-P,TG,personal,P,Self-interest,D,C,D-C,False
T12,V04,67.66666666666667,0.042574959432040343,0.1372834453628362,DG_BONUS,DG,Bonus,DG-S-P,DG,personal,P,Self-interest,D,None,D-NA,True
T12,V05,41.0,0.02514846779376716,,DG_BONUS,DG,Bonus,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D,D-D,False
T12,V06,50.0,0.03143550515937354,,DG_BONUS,DG,Bonus,TG-M-CC-K,TG,anonymous market,K,Moral,C,C,C-C,False
T12,V07,74.33333333333333,0.04677313679182261,0.15078447453338908,DG_BONUS,DG,Bonus,DG-M-P,DG,personal,P,Moral,C,None,C-NA,True
T12,V08,50.333333333333336,0.031177502415099062,,DG_BONUS,DG,Bonus,UG-C-CC-P,UG,personal,P,Cooperation,C,C,C-C,False
T12,V09,42.333333333333336,0.026002074281176468,,DG_BONUS,DG,Bonus,UG-S-DC-K,UG,anonymous market,K,Self-interest,D,C,D-C,False
T12,V10,51.666666666666664,0.032077454464102984,,DG_BONUS,DG,Bonus,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C,C-C,False
T12,V11,42.0,0.02632198335253454,,DG_BONUS,DG,Bonus,TG-S-DC-K,TG,anonymous market,K,Self-interest,D,C,D-C,False
T12,V12,45.333333333333336,0.028046164797142264,,DG_BONUS,DG,Bonus,UG-S-DD-P,UG,personal,P,Self-interest,D,D,D-D,False
T12,V13,57.666666666666664,0.03606516399010085,,DG_BONUS,DG,Bonus,UG-M-CC-K,UG,anonymous market,K,Moral,C,C,C-C,False
T12,V14,55.666666666666664,0.03476158147818959,,DG_BONUS,DG,Bonus,UG-M-CD-K,UG,anonymous market,K,Moral,C,D,C-D,False
T12,V15,46.333333333333336,0.028670977264646427,,DG_BONUS,DG,Bonus,UG-M-CD-P,UG,personal,P,Moral,C,D,C-D,False
T12,V16,42.0,0.02631420296979005,,DG_BONUS,DG,Bonus,TG-C-CD-P,TG,personal,P,Cooperation,C,D,C-D,False
T12,V17,86.66666666666667,0.054529286645830156,0.17577040384223674,DG_BONUS,DG,Bonus,DG-C-K,DG,anonymous market,K,Cooperation,C,None,C-NA,True
T12,V18,47.0,0.029491886149341468,,DG_BONUS,DG,Bonus,TG-M-CC-P,TG,personal,P,Moral,C,C,C-C,False
T12,V19,42.0,0.02629103018899274,,DG_BONUS,DG,Bonus,TG-C-CD-K,TG,anonymous market,K,Cooperation,C,D,C-D,False
T12,V20,48.0,0.029737985373908055,,DG_BONUS,DG,Bonus,UG-M-CC-P,UG,personal,P,Moral,C,C,C-C,False
T12,V21,49.0,0.03034706870848707,,DG_BONUS,DG,Bonus,UG-C-CD-K,UG,anonymous market,K,Cooperation,C,D,C-D,False
T12,V22,88.0,0.05556066336430959,0.17866633075683344,DG_BONUS,DG,Bonus,DG-C-P,DG,personal,P,Cooperation,C,None,C-NA,True
T12,V23,49.0,0.03032389592768976,,DG_BONUS,DG,Bonus,UG-C-CD-P,UG,personal,P,Cooperation,C,D,C-D,False
T12,V24,40.666666666666664,0.02542203130353062,,DG_BONUS,DG,Bonus,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D,D-D,False
T12,V25,49.0,0.03077212751301926,,DG_BONUS,DG,Bonus,TG-M-CD-K,TG,anonymous market,K,Moral,C,D,C-D,False
T12,V26,44.0,0.027563659537362204,,DG_BONUS,DG,Bonus,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C,C-C,False
T12,V27,46.333333333333336,0.028686369662699236,,DG_BONUS,DG,Bonus,UG-S-DC-P,UG,personal,P,Self-interest,D,C,D-C,False
T12,V28,92.33333333333333,0.058249468605636595,0.18749450573012147,DG_BONUS,DG,Bonus,DG-M-K,DG,anonymous market,K,Moral,C,None,C-NA,True
T12,V29,46.0,0.028828508502987182,,DG_BONUS,DG,Bonus,TG-M-CD-P,TG,personal,P,Moral,C,D,C-D,False
T12,V30,38.666666666666664,0.024157182337905647,,DG_BONUS,DG,Bonus,TG-S-DD-P,TG,personal,P,Self-interest,D,D,D-D,False
