game_context,vignette_id,source_id_vignette,game_vignette,setting,setting_code,sender_category,receiver_action,joint_action,weight_analysis_pool_Aid,weight_analysis_pool_Bonus,weight_analysis_pool_Control,weight_analysis_pool_Market,weight_all30_Aid,weight_all30_Bonus,weight_all30_Control,weight_all30_Market,mean_rating_Aid,mean_rating_Bonus,mean_rating_Control,mean_rating_Market,comparison,difference_analysis_pool,difference_all30,raw_rating_difference,block,bar_type,bar_label
TG,V03,TG-S-DC-P,TG,personal,P,Self-interest,C,D-C,0.06204306950851651,0.054575641695910525,0.06171025949040168,0.05302855143345855,0.05199835804230013,0.045104318051097124,0.052910496819817264,0.04492346391426155,87.66666666666667,77.33333333333333,86.66666666666667,76.0,Aid-Bonus,0.007467427812605988,0.006894039991203006,10.333333333333343,S-C,vignette,"TG-P
V03"
TG,V05,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D-D,0.020408718299579392,0.01946183271304748,0.01785580455302666,0.024813236013499083,0.01710228477437012,0.016080726616262923,0.015288583354583348,0.021021090687415627,29.0,27.666666666666668,25.333333333333332,35.666666666666664,Aid-Bonus,0.0009468855865319113,0.0010215581581071963,1.3333333333333321,S-D,vignette,"UG-K
V05"
TG,V06,TG-M-CC-K,TG,anonymous market,K,Moral,C,C-C,0.05595319852558039,0.06209000110515588,0.0639206645518006,0.06457069482655153,0.046893776408635436,0.05131782539042621,0.05482824788034832,0.05472339955532657,79.0,88.0,89.66666666666667,92.33333333333333,Aid-Bonus,-0.0061368025795754955,-0.0044240489817907735,-9.0,M-C,vignette,"TG-K
V06"
TG,V08,UG-C-CC-P,UG,personal,P,Cooperation,C,C-C,0.02443915308341746,0.02558778595880232,0.020979042658649503,0.024914559119007088,0.020480292527536623,0.021144814523105,0.017976628140825818,0.0211207467794374,34.666666666666664,36.333333333333336,29.666666666666668,35.666666666666664,Aid-Bonus,-0.001148632875384862,-0.000664521995568379,-1.6666666666666714,C-C,vignette,"UG-P
V08"
TG,V09,UG-S-DC-K,UG,anonymous market,K,Self-interest,C,D-C,0.020408718299579392,0.019937683295964445,0.018344563106301344,0.025547989870956838,0.01710228477437012,0.016476374489655606,0.01571456844510518,0.021654804248885842,29.0,28.333333333333332,26.0,36.666666666666664,Aid-Bonus,0.00047103500361494674,0.0006259102847145127,0.6666666666666679,S-C,vignette,"UG-K
V09"
TG,V10,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C-C,0.025172329335565916,0.02677322066671367,0.021717676274392955,0.02702944239807811,0.0210957552969237,0.02212557215467235,0.018616014853199973,0.02290912168778303,35.666666666666664,38.0,30.666666666666668,38.666666666666664,Aid-Bonus,-0.0016008913311477552,-0.0010298168577486493,-2.3333333333333357,C-C,vignette,"UG-K
V10"
TG,V11,TG-S-DC-K,TG,anonymous market,K,Self-interest,C,D-C,0.05566210892241513,0.056225143712467146,0.06316230151055914,0.06457666723265441,0.046648684009618725,0.04646880778072909,0.05416177204172721,0.05471684471330495,78.66666666666667,79.66666666666667,88.66666666666667,92.33333333333333,Aid-Bonus,-0.0005630347900520138,0.0001798762288896319,-1.0,S-C,vignette,"TG-K
V11"
TG,V12,UG-S-DD-P,UG,personal,P,Self-interest,D,D-D,0.02776100818253391,0.022296373450579703,0.018580204529103528,0.018935356931949573,0.023264434790977843,0.018419388787254756,0.015901290017301967,0.016024683530463327,39.333333333333336,31.666666666666668,26.333333333333332,27.333333333333332,Aid-Bonus,0.005464634731954205,0.0048450460037230865,7.666666666666668,S-D,vignette,"UG-P
V12"
TG,V13,UG-M-CC-K,UG,anonymous market,K,Moral,C,C-C,0.024480859371057383,0.0333981950569931,0.021259638718279125,0.027898111917376716,0.020513717836552484,0.027602554295355727,0.018217937042107914,0.023638682578541348,34.666666666666664,47.333333333333336,30.0,40.0,Aid-Bonus,-0.00891733568593572,-0.007088836458803243,-12.666666666666671,M-C,vignette,"UG-K
V13"
TG,V14,UG-M-CD-K,UG,anonymous market,K,Moral,D,C-D,0.023989579587220488,0.03244269812871386,0.020770880165004443,0.026928119292570104,0.02010015290685852,0.026809481686863517,0.01779195195158608,0.022809465595761257,34.0,46.0,29.333333333333332,38.666666666666664,Aid-Bonus,-0.00845311854149337,-0.006709328780004999,-12.0,M-D,vignette,"UG-K
V14"
TG,V15,UG-M-CD-P,UG,personal,P,Moral,D,C-D,0.02632673909287761,0.024145051160270176,0.019751650489631376,0.01921528484594955,0.022064875782173216,0.019950763456099547,0.016911256337929826,0.016276569839805712,37.333333333333336,34.333333333333336,28.0,27.666666666666668,Aid-Bonus,0.002181687932607434,0.0021141123260736694,3.0,M-D,vignette,"UG-P
V15"
TG,V16,TG-C-CD-P,TG,personal,P,Cooperation,D,C-D,0.06113429964312326,0.05740638667099743,0.06288720123676095,0.05491787513031776,0.05123602002189759,0.0474412033603821,0.05392087221703653,0.04653206983381084,86.33333333333333,81.33333333333333,88.33333333333333,78.66666666666667,Aid-Bonus,0.003727912972125831,0.0037948166615154877,5.0,C-D,vignette,"TG-P
V16"
TG,V18,TG-M-CC-P,TG,personal,P,Moral,C,C-C,0.06256268928338714,0.06090077063479921,0.06441491889090671,0.056214750442844186,0.05243840487680976,0.05033529089715202,0.05525464204746156,0.047640711897409045,88.33333333333333,86.33333333333333,90.33333333333333,80.33333333333333,Aid-Bonus,0.0016619186485879248,0.0021031139796577406,2.0,M-C,vignette,"TG-P
V18"
TG,V19,TG-C-CD-K,TG,anonymous market,K,Cooperation,D,C-D,0.055174572562185116,0.05785906669230676,0.06340668078719648,0.06363571216325899,0.046240003705078636,0.047819604873326156,0.054374764586988124,0.053934831028065455,78.0,82.0,89.0,91.0,Aid-Bonus,-0.002684494130121645,-0.00157960116824752,-4.0,C-D,vignette,"TG-K
V19"
TG,V20,UG-M-CC-P,UG,personal,P,Moral,C,C-C,0.026818018876714506,0.025096752326104105,0.020973546872818077,0.019950038703407304,0.02247844071186718,0.020742059202884907,0.017976219064234408,0.016910283401275927,38.0,35.666666666666664,29.666666666666668,28.666666666666668,Aid-Bonus,0.0017212665506104,0.0017363815089822716,2.3333333333333357,M-C,vignette,"UG-P
V20"
TG,V21,UG-C-CD-K,UG,anonymous market,K,Cooperation,D,C-D,0.02419351319149901,0.025817723738434425,0.02098453844448093,0.026059449773271497,0.02027351006268964,0.021332499546180137,0.017977037217417228,0.022079904705002942,34.333333333333336,36.666666666666664,29.666666666666668,37.333333333333336,Aid-Bonus,-0.0016242105469354146,-0.0010589894834904974,-2.3333333333333286,C-D,vignette,"UG-K
V21"
TG,V23,UG-C-CD-P,UG,personal,P,Cooperation,D,C-D,0.024414556515990605,0.025111935375885356,0.02098453844448093,0.025620275421053666,0.020458695247874827,0.02074916664971232,0.017977037217417228,0.021707257043367022,34.666666666666664,35.666666666666664,29.666666666666668,36.666666666666664,Aid-Bonus,-0.0006973788598947511,-0.0002904714018374943,-1.0,C-D,vignette,"UG-P
V23"
TG,V24,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D-D,0.05444139631003666,0.055043504767001115,0.0624236678948157,0.06433174928016851,0.04562454093569155,0.045489827010868594,0.05352238532935305,0.05450560685948155,77.0,78.0,87.66666666666667,92.0,Aid-Bonus,-0.0006021084569644564,0.0001347139248229559,-1.0,S-D,vignette,"TG-K
V24"
TG,V25,TG-M-CD-K,TG,anonymous market,K,Moral,D,C-D,0.05522002227343193,0.06065865359395967,0.06343190599852591,0.06457069482655153,0.046278313639248364,0.05012910490854131,0.05440226278982649,0.05472339955532657,78.0,86.0,89.0,92.33333333333333,Aid-Bonus,-0.0054386313205277426,-0.0038507912692929483,-8.0,M-D,vignette,"TG-K
V25"
TG,V26,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C-C,0.05662007192266207,0.060237923619955835,0.06435897268241642,0.06437046602071674,0.047454216589344865,0.04979125905008206,0.05519923656519343,0.054568544589535674,80.0,85.33333333333333,90.33333333333333,92.0,Aid-Bonus,-0.0036178516972937627,-0.002337042460737196,-5.333333333333329,C-C,vignette,"TG-K
V26"
TG,V27,UG-S-DC-P,UG,personal,P,Self-interest,C,D-C,0.028252287966370804,0.02301014932495515,0.01906896308237821,0.019425192836921408,0.023677999720671805,0.019012860597343778,0.016327275107823797,0.01644715923811014,40.0,32.666666666666664,27.0,28.0,Aid-Bonus,0.005242138641415654,0.004665139123328027,7.333333333333336,S-C,vignette,"UG-P
V27"
TG,V29,TG-M-CD-P,TG,personal,P,Moral,D,C-D,0.06182951303123868,0.05946942312360301,0.06367628527516325,0.055489675770523494,0.051822942107422686,0.04914657041526712,0.054615255335087404,0.04702273276845237,87.33333333333333,84.33333333333333,89.33333333333333,79.33333333333333,Aid-Bonus,0.0023600899076356707,0.002676371692155566,3.0,M-D,vignette,"TG-P
V29"
TG,V30,TG-S-DD-P,TG,personal,P,Self-interest,D,D-D,0.060826100319744926,0.05362014476763128,0.06146588021376434,0.052303476761137856,0.05097909959352682,0.0443112454426049,0.05269750427455635,0.044305484785304876,86.0,76.0,86.33333333333333,75.0,Aid-Bonus,0.0072059555521136465,0.006667854150921915,10.0,S-D,vignette,"TG-P
V30"
UG,V01,TG-C-CC-P,TG,personal,P,Cooperation,C,C-C,0.024993620362547226,0.025038124799592252,0.019517393619509816,0.02262458546034754,0.02037326343200027,0.020486151945675598,0.016326490752788806,0.0188753811201652,33.333333333333336,35.0,26.333333333333332,29.0,Aid-Bonus,-4.4504437045025935e-05,-0.00011288851367532646,-1.6666666666666643,C-C,vignette,"TG-P
V01"
UG,V03,TG-S-DC-P,TG,personal,P,Self-interest,C,D-C,0.025143710125872954,0.023117733817216598,0.018986287803964514,0.021041897762934556,0.020490937839404515,0.018915029303629607,0.01587251192951118,0.01757084603561661,33.666666666666664,32.333333333333336,25.666666666666668,27.0,Aid-Bonus,0.002025976308656356,0.001575908535774908,1.3333333333333286,S-C,vignette,"TG-P
V03"
UG,V05,UG-S-DD-K,UG,anonymous market,K,Self-interest,D,D-D,0.05610716090709936,0.05399672998391888,0.06299943913225121,0.06982727332938794,0.04571167292749464,0.04422612526369802,0.052880281430717775,0.058272196006486865,73.66666666666667,75.33333333333333,83.66666666666667,89.33333333333333,Aid-Bonus,0.00211043092318048,0.0014855476637966186,-1.6666666666666572,S-D,vignette,"UG-K
V05"
UG,V06,TG-M-CC-K,TG,anonymous market,K,Moral,C,C-C,0.023488936523444446,0.030073081334228296,0.02077321782701193,0.025703199470783488,0.01913005375423417,0.024607453560386683,0.017377232332363934,0.021433972823675467,31.0,42.0,28.0,33.0,Aid-Bonus,-0.00658414481078385,-0.005477399806152514,-11.0,M-C,vignette,"TG-K
V06"
UG,V08,UG-C-CC-P,UG,personal,P,Cooperation,C,C-C,0.05740734717834455,0.05719960041830307,0.06302173353415606,0.05754404847794999,0.04677190064424269,0.04686133583016703,0.05292819948638764,0.04807668262757515,75.33333333333333,79.66666666666667,83.66666666666667,73.66666666666667,Aid-Bonus,0.00020774676004148285,-8.943518592433725e-05,-4.333333333333343,C-C,vignette,"UG-P
V08"
UG,V09,UG-S-DC-K,UG,anonymous market,K,Self-interest,C,D-C,0.05610716090709936,0.05424679249954778,0.06325506285413261,0.070351382344063,0.04571167292749464,0.04443342211278591,0.05310001335776678,0.05872975720529721,73.66666666666667,75.66666666666667,84.0,90.0,Aid-Bonus,0.001860368407551577,0.0012782508147087257,-2.0,S-C,vignette,"UG-K
V09"
UG,V10,UG-C-CC-K,UG,anonymous market,K,Cooperation,C,C-C,0.05687698384782299,0.057207590796435,0.06355283934970136,0.056220502111420295,0.04635683421781722,0.04687127724211263,0.053382178309665275,0.04696832639034848,74.66666666666667,79.66666666666667,84.33333333333333,72.0,Aid-Bonus,-0.00033060694861200557,-0.0005144430242954093,-5.0,C-C,vignette,"UG-K
V10"
UG,V11,TG-S-DC-K,TG,anonymous market,K,Self-interest,C,D-C,0.022366823977019053,0.02454599014646637,0.019742011768656267,0.02676469132997566,0.018217471846680284,0.020081499659445407,0.016507748682823245,0.022313548461496968,29.666666666666668,34.333333333333336,26.666666666666668,34.333333333333336,Aid-Bonus,-0.002179166169447317,-0.0018640278127651233,-4.666666666666668,S-C,vignette,"TG-K
V11"
UG,V12,UG-S-DD-P,UG,personal,P,Self-interest,D,D-D,0.06615094350896504,0.0571596485276434,0.06480866355720348,0.05695050790746801,0.05390356779312468,0.04681162877043903,0.05443291988924041,0.0475209545049008,86.66666666666667,79.66666666666667,86.0,72.66666666666667,Aid-Bonus,0.008991294981321639,0.0070919390226856505,7.0,S-D,vignette,"UG-P
V12"
UG,V13,UG-M-CC-K,UG,anonymous market,K,Moral,C,C-C,0.05616854679248162,0.0643246959469518,0.06330836282877239,0.060849429806676604,0.04579412198219757,0.052685966754153685,0.053186405410451214,0.05083734319383917,73.66666666666667,89.66666666666667,84.0,78.0,Aid-Bonus,-0.008156149154470174,-0.006891844771956111,-16.0,M-C,vignette,"UG-K
V13"
UG,V14,UG-M-CD-K,UG,anonymous market,K,Moral,D,C-D,0.05565533149866587,0.06357450840006507,0.06254149166312821,0.060849429806676604,0.045364014455315856,0.05206407620689,0.05252720962930421,0.05083734319383917,73.0,88.66666666666667,83.0,78.0,Aid-Bonus,-0.007919176901399198,-0.006700061751574143,-15.666666666666671,M-D,vignette,"UG-K
V14"
UG,V15,UG-M-CD-P,UG,personal,P,Moral,D,C-D,0.062255802657623587,0.05623151722965144,0.06427755774165818,0.05317426211357696,0.0507453908940036,0.04605975211279902,0.05397894106596277,0.04440384467140637,81.66666666666667,78.33333333333333,85.33333333333333,68.0,Aid-Bonus,0.006024285427972148,0.004685638781204579,3.333333333333343,M-D,vignette,"UG-P
V15"
UG,V16,TG-C-CD-P,TG,personal,P,Cooperation,D,C-D,0.024737012715639346,0.02453799976833444,0.018730664082083123,0.021822234932038654,0.02015820966855941,0.02007155824749981,0.015652780002462178,0.01819198432966561,33.0,34.333333333333336,25.333333333333332,28.0,Aid-Bonus,0.00019901294730490654,8.665142105960047e-05,-1.3333333333333357,C-D,vignette,"TG-P
V16"
UG,V18,TG-M-CC-P,TG,personal,P,Moral,C,C-C,0.028129774197953317,0.0279346920294196,0.021079705493410785,0.022554011082253828,0.02293129154304494,0.02286271873263578,0.017649953225607123,0.018821957646862366,37.333333333333336,39.0,28.333333333333332,29.0,Aid-Bonus,0.00019508216853371743,6.85728104091593e-05,-1.6666666666666643,M-C,vignette,"TG-P
V18"
UG,V19,TG-C-CD-K,TG,anonymous market,K,Cooperation,D,C-D,0.022366823977019053,0.025014050984528316,0.01948638804677488,0.026467349633591278,0.018217471846680284,0.020462408694238217,0.016288016755774244,0.022058056125440383,29.666666666666668,35.0,26.333333333333332,34.0,Aid-Bonus,-0.0026472270075092626,-0.002244936847557933,-5.333333333333332,C-D,vignette,"TG-K
V19"
UG,V20,UG-M-CC-P,UG,personal,P,Moral,C,C-C,0.06276901795143934,0.057481829807795974,0.06504442890730235,0.05448453465026459,0.05117549842088532,0.04709623635823849,0.054638136847109775,0.045547747668432226,82.33333333333333,80.0,86.33333333333333,69.66666666666667,Aid-Bonus,0.005287188143643366,0.004079262062646832,2.3333333333333286,M-C,vignette,"UG-P
V20"
UG,V21,UG-C-CD-K,UG,anonymous market,K,Cooperation,D,C-D,0.056391752515501305,0.055989342411486336,0.0627859681840572,0.0570552266523218,0.04595669809272542,0.045868477660056146,0.05272298252851828,0.04764583316541623,74.0,78.0,83.33333333333333,73.0,Aid-Bonus,0.00040241010401496913,8.822043266927537e-05,-4.0,C-D,vignette,"UG-K
V21"
UG,V23,UG-C-CD-P,UG,personal,P,Cooperation,D,C-D,0.057384781179244615,0.05645740324954828,0.06304159190593858,0.05782228999158382,0.04676443549357586,0.04624938669484896,0.05294271445556727,0.0483025182192644,75.33333333333333,78.66666666666667,83.66666666666667,74.0,Aid-Bonus,0.0009273779296963339,0.0005150487987269012,-3.333333333333343,C-D,vignette,"UG-P
V23"
UG,V24,TG-S-DD-K,TG,anonymous market,K,Self-interest,D,D-D,0.021574435037195482,0.023803792977711583,0.018955282231229578,0.025962340801666775,0.01756484540569087,0.019469550524127327,0.01583403793249662,0.02163015167099738,28.666666666666668,33.333333333333336,25.666666666666668,33.333333333333336,Aid-Bonus,-0.0022293579405161003,-0.0019047051184364581,-4.666666666666668,S-D,vignette,"TG-K
V24"
UG,V25,TG-M-CD-K,TG,anonymous market,K,Moral,D,C-D,0.022696547583620875,0.0293308841654735,0.02026197038324915,0.02516290344981213,0.01847742731324475,0.023995504425068603,0.016937768478265933,0.020979356632581044,30.0,41.0,27.333333333333332,32.333333333333336,Aid-Bonus,-0.006634336581852626,-0.005518077111823852,-11.0,M-D,vignette,"TG-K
V25"
UG,V26,TG-C-CC-K,TG,anonymous market,K,Cooperation,C,C-C,0.02310866295624862,0.025764238531415035,0.019997635490537655,0.027269700161900164,0.018832661735212943,0.0210842992415019,0.016727480609872242,0.022741452915939972,30.666666666666668,36.0,27.0,35.0,Aid-Bonus,-0.002655575575166415,-0.002251637506288956,-5.333333333333332,C-C,vignette,"TG-K
V26"
UG,V27,UG-S-DC-P,UG,personal,P,Self-interest,C,D-C,0.06589433586205717,0.0571596485276434,0.06506428727908486,0.05721256241480554,0.05368851402968381,0.04681162877043903,0.0546526518162894,0.047749735104305975,86.33333333333333,79.66666666666667,86.33333333333333,73.0,Aid-Bonus,0.008734687334413772,0.006876885259244778,6.666666666666657,S-C,vignette,"UG-P
V27"
UG,V29,TG-M-CD-P,TG,personal,P,Moral,D,C-D,0.027337385258129742,0.02719249486066481,0.020292975955984092,0.02176784756024125,0.022278665102055516,0.0222507695973177,0.016976242475280495,0.018135615848646855,36.333333333333336,38.0,27.333333333333332,28.0,Aid-Bonus,0.0001448903974649307,2.7895504737817517e-05,-1.6666666666666643,M-D,vignette,"TG-P
V29"
UG,V30,TG-S-DD-P,TG,personal,P,Self-interest,D,D-D,0.02488710247896508,0.02261760878595878,0.01847504036020173,0.020517788748259505,0.020275884075963656,0.01850043560545382,0.01543304807541318,0.017113284836806273,33.333333333333336,31.666666666666668,25.0,26.333333333333332,Aid-Bonus,0.002269493693006299,0.0017754484705098349,1.6666666666666679,S-D,vignette,"TG-P
V30"
DG,TOTAL,Class total,TOTAL,class total,T,Cooperation,None,TOTAL,0.3241562198649952,0.3544367345990702,,,0.09452138624675444,0.11008995001013974,,,143.0,174.66666666666669,,,Aid-Bonus,-0.030280514734075004,-0.01556856376338532,-31.66666666666667,C,total,TOTAL
DG,TOTAL,Class total,TOTAL,class total,T,Moral,None,TOTAL,0.34362630298020846,0.33827898026351055,,,0.10030054517759401,0.1050226053974592,,,151.33333333333334,166.66666666666666,,,Aid-Bonus,0.005347322716697911,-0.004722060219865182,-15.333333333333314,M,total,TOTAL
DG,TOTAL,Class total,TOTAL,class total,T,Self-interest,None,TOTAL,0.3322174771547963,0.30728428513741923,,,0.09673053697536615,0.09544648082015061,,,146.66666666666669,151.33333333333334,,,Aid-Bonus,0.024933192017377065,0.0012840561552155474,-4.666666666666671,S,total,TOTAL
TG,TOTAL,Class total,TOTAL,class total,T,Cooperation,C,TOTAL,0.16809903023691716,0.17143286866522014,,,0.14088174720508986,0.14168979270841955,,,237.66666666666666,243.0,,,Aid-Bonus,-0.0033338384283029855,-0.0008080455033296872,-5.333333333333336,C-C,total,TOTAL
TG,TOTAL,Class total,TOTAL,class total,T,Cooperation,D,TOTAL,0.164916941912798,0.16619511247762397,,,0.13820822903754068,0.1373424744296007,,,233.33333333333331,235.66666666666666,,,Aid-Bonus,-0.0012781705648259797,0.000865754607939976,-2.3333333333333286,C-D,total,TOTAL
TG,TOTAL,Class total,TOTAL,class total,T,Moral,C,TOTAL,0.1698147660567394,0.1814857191230523,,,0.14232433983386486,0.14999772978581885,,,240.0,257.3333333333333,,,Aid-Bonus,-0.01167095306631289,-0.007673389951954004,-17.333333333333336,M-C,total,TOTAL
TG,TOTAL,Class total,TOTAL,class total,T,Moral,D,TOTAL,0.16736585398476872,0.17671582600654673,,,0.14026628443570277,0.1460359204667715,,,236.66666666666669,250.66666666666669,,,Aid-Bonus,-0.009349972021778008,-0.005769636031068712,-14.0,M-D,total,TOTAL
TG,TOTAL,Class total,TOTAL,class total,T,Self-interest,C,TOTAL,0.16636618469688186,0.15374861802929726,,,0.13942732654696077,0.1270623609188256,,,235.33333333333334,218.0,,,Aid-Bonus,0.012617566667584575,0.012364965628135178,17.333333333333346,S-C,total,TOTAL
TG,TOTAL,Class total,TOTAL,class total,T,Self-interest,D,TOTAL,0.16343722311189487,0.15042185569825958,,,0.13697036009456634,0.12430118785699118,,,231.33333333333334,213.33333333333334,,,Aid-Bonus,0.013015367413635306,0.012669172237575153,18.0,S-D,total,TOTAL
UG,TOTAL,Class total,TOTAL,class total,T,Cooperation,C,TOTAL,0.16238661434496338,0.16520955454574535,,,0.13233466002927313,0.13530306425945715,,,214.0,230.33333333333334,,,Aid-Bonus,-0.0028229402007819634,-0.002968404230184029,-16.33333333333334,C-C,total,TOTAL
UG,TOTAL,Class total,TOTAL,class total,T,Cooperation,D,TOTAL,0.16088037038740433,0.16199879641389736,,,0.13109681510154098,0.13265183129664312,,,212.0,226.0,,,Aid-Bonus,-0.001118426026493053,-0.001555016195102156,-14.00000000000001,C-D,total,TOTAL
UG,TOTAL,Class total,TOTAL,class total,T,Moral,C,TOTAL,0.1705562754653187,0.17981429911839567,,,0.139030965700362,0.14725237540541464,,,224.33333333333334,250.66666666666669,,,Aid-Bonus,-0.00925802365307694,-0.008221409705052633,-26.333333333333336,M-C,total,TOTAL
UG,TOTAL,Class total,TOTAL,class total,T,Moral,D,TOTAL,0.16794506699804007,0.1763294046558548,,,0.13686549776461973,0.1443701023420753,,,221.0,246.0,,,Aid-Bonus,-0.008384337657814746,-0.007504604577455599,-24.999999999999993,M-D,total,TOTAL
UG,TOTAL,Class total,TOTAL,class total,T,Self-interest,C,TOTAL,0.16951203087204852,0.15907016499087415,,,0.13810859664326325,0.13024157984629997,,,223.33333333333331,222.00000000000003,,,Aid-Bonus,0.010441865881174388,0.007867016796963288,1.333333333333318,S-C,total,TOTAL
UG,TOTAL,Class total,TOTAL,class total,T,Self-interest,D,TOTAL,0.16871964193222497,0.15757778027523264,,,0.13745597020227385,0.1290077401637182,,,222.33333333333334,220.0,,,Aid-Bonus,0.011141861656992318,0.008448230038555646,2.333333333333343,S-D,total,TOTAL
