"classification_id","category_num","classification_origin"
"WCLS04233","0","primary_agent_rowwise"
"WCLS04234","0","primary_agent_rowwise"
"WCLS04235","1","primary_agent_rowwise"
"WCLS04236","1","primary_agent_rowwise"
"WCLS04237","0","primary_agent_rowwise"
"WCLS04238","0","primary_agent_rowwise"
"WCLS04239","0","primary_agent_rowwise"
"WCLS04240","1","primary_agent_rowwise"
"WCLS04241","1","primary_agent_rowwise"
"WCLS04242","1","primary_agent_rowwise"
"WCLS04243","1","primary_agent_rowwise"
"WCLS04244","1","primary_agent_rowwise"
"WCLS04245","1","primary_agent_rowwise"
"WCLS04246","3","primary_agent_rowwise"
"WCLS04247","3","primary_agent_rowwise"
"WCLS04248","2","primary_agent_rowwise"
"WCLS04249","2","primary_agent_rowwise"
"WCLS04250","3","primary_agent_rowwise"
"WCLS04251","0","primary_agent_rowwise"
"WCLS04252","0","primary_agent_rowwise"
"WCLS04253","0","primary_agent_rowwise"
"WCLS04254","3","primary_agent_rowwise"
"WCLS04255","1","primary_agent_rowwise"
"WCLS04256","1","primary_agent_rowwise"
"WCLS04257","1","primary_agent_rowwise"
"WCLS04258","1","primary_agent_rowwise"
"WCLS04259","1","primary_agent_rowwise"
"WCLS04260","1","primary_agent_rowwise"
"WCLS04261","1","primary_agent_rowwise"
"WCLS04262","1","primary_agent_rowwise"
"WCLS04263","1","primary_agent_rowwise"
"WCLS04264","1","primary_agent_rowwise"
"WCLS04265","1","primary_agent_rowwise"
"WCLS04266","1","primary_agent_rowwise"
"WCLS04267","1","primary_agent_rowwise"
"WCLS04268","0","primary_agent_rowwise"
"WCLS04269","0","primary_agent_rowwise"
"WCLS04270","3","primary_agent_rowwise"
"WCLS04271","1","primary_agent_rowwise"
"WCLS04272","1","primary_agent_rowwise"
"WCLS04273","1","primary_agent_rowwise"
"WCLS04274","0","primary_agent_rowwise"
"WCLS04275","0","primary_agent_rowwise"
"WCLS04276","1","primary_agent_rowwise"
"WCLS04277","3","primary_agent_rowwise"
"WCLS04278","3","primary_agent_rowwise"
"WCLS04279","0","primary_agent_rowwise"
"WCLS04280","3","primary_agent_rowwise"
"WCLS04281","3","primary_agent_rowwise"
"WCLS04282","1","primary_agent_rowwise"
"WCLS04283","1","primary_agent_rowwise"
"WCLS04284","0","primary_agent_rowwise"
"WCLS04285","0","primary_agent_rowwise"
"WCLS04286","0","primary_agent_rowwise"
"WCLS04287","0","primary_agent_rowwise"
"WCLS04288","0","primary_agent_rowwise"
"WCLS04289","0","primary_agent_rowwise"
"WCLS04290","0","primary_agent_rowwise"
"WCLS04291","0","primary_agent_rowwise"
"WCLS04292","0","primary_agent_rowwise"
"WCLS04293","0","primary_agent_rowwise"
"WCLS04294","3","primary_agent_rowwise"
"WCLS04295","0","primary_agent_rowwise"
"WCLS04296","3","primary_agent_rowwise"
"WCLS04297","1","primary_agent_rowwise"
"WCLS04298","1","primary_agent_rowwise"
"WCLS04299","1","primary_agent_rowwise"
"WCLS04300","0","primary_agent_rowwise"
"WCLS04301","1","primary_agent_rowwise"
"WCLS04302","1","primary_agent_rowwise"
"WCLS04303","1","primary_agent_rowwise"
"WCLS04304","1","primary_agent_rowwise"
"WCLS04305","1","primary_agent_rowwise"
"WCLS04306","1","primary_agent_rowwise"
"WCLS04307","1","primary_agent_rowwise"
"WCLS04308","1","primary_agent_rowwise"
"WCLS04309","1","primary_agent_rowwise"
"WCLS04310","1","primary_agent_rowwise"
"WCLS04311","1","primary_agent_rowwise"
"WCLS04312","1","primary_agent_rowwise"
"WCLS04313","1","primary_agent_rowwise"
"WCLS04314","1","primary_agent_rowwise"
"WCLS04315","1","primary_agent_rowwise"
"WCLS04316","1","primary_agent_rowwise"
