"classification_id","memory"
"WCLS01015","An exploitiative person who wants everything."
"WCLS01016","an hourly pay raise at my employer. This would cover a generous COLA"
"WCLS01017","an ideal situation for maximum personal gain"
"WCLS01018","An imaginary scenario if I felt greedy and didn't want to share, so I'd keep it all for myself"
"WCLS01019","An increase in my hourly wage as I am working on a Bank holiday"
"WCLS01020","an increase of $4 from $8 so a price increase of 50%"
"WCLS01021","An inequality in pay for work even when to people are doing the same task (men vs women in work maybe?)"
"WCLS01022","an initial offering of a product, designed to get the idea out there and seen before they start with discounts to make you think your getting a great deal."
"WCLS01023","An introductory promotion for using the service."
"WCLS01024","An investment."
"WCLS01025","An item at a grocery store, with a fixed price and you're reflecting on the price feeling like a lot of money"
"WCLS01026","An item being on sale or promotion"
"WCLS01027","An item that I am selling is so sought after, I can charge extra and still sell easily."
"WCLS01028","An item that is about to be discontinued and the price is reduced by $4."
"WCLS01029","An offer for some of their money."
"WCLS01030","An old story about a religious man who gave up all his wealth and possessions"
"WCLS01031","An older sibling winning a contest and giving the largest share to the younger one."
"WCLS01032","An online aquaintance asked me to loan him money, but I don't trust him enough to give him any money."
"WCLS01033","An online sale where an offer was made."
"WCLS01034","An organisation providing a proportion of a profit share to their employees"
"WCLS01035","an underestimation of my worth"
"WCLS01036","An unequal distribution of wealth between two groups, like the lower and middle classes vs. the upper class of societies."
"WCLS01037","An unequal situation where neither person addresses it, like an uneven workload at work."
"WCLS01038","An unfair decision. They sould recieve something too"
"WCLS01039","An unfair payment"
"WCLS01040","an unfair situation in which there was no discount offered"
"WCLS01041","another amazing too good to miss sale of desired items"
"WCLS01042","Another person has decided to give me something without realising or caring that I already have some"
"WCLS01043","Another transfer that added up to a complete loss."
"WCLS01044","Any situation where you don't really engage with a question"
"WCLS01045","Anything for a simple life. Do not rock the boat"
"WCLS01046","apathy, like i don't really care about the choice."
"WCLS01047","Appeasing the other party but maintaining an advantage."
"WCLS01048","Apples which are organic exchanged by two people. 4 dollars"
"WCLS01049","Applying my staff discount to a pint of beer."
"WCLS01050","Apprenticeships - particularly for the under-21s"
"WCLS01051","approachin fairness"
"WCLS01052","Arbitrary salary levels"
"WCLS01053","Arriving on time to a doctors appointment."
"WCLS01054","As a child not wanting to share my toys with siblings"
"WCLS01055","As a contribution towards a deposit which would later require more money later on for an outing"
"WCLS01056","As a gift to the other person? EG if it was someone who I knew"
"WCLS01057","As a loan to the other person or paying back a loan"
"WCLS01058","As a pair we could have an agreement to pool our winnings and split them equally so I would need to transfer $2."
"WCLS01059","as a way in to starting a deal"
"WCLS01060","As above but the data being either even more worthless that thought or greed taking place"
"WCLS01061","As above, I imagine lending some money to a friend that I would not expect back."
"WCLS01062","as above, like giving to someone less fortunate, or contributing in hard times"
"WCLS01063","as above, only half the silliness but still would be silly to do so. The previous request was about sharing with someone hypothetically. When you've said this is data that is valued and it's my data that's being extracted the 'value' is different in the hypothetical. my data is worth more hypothetically than the hypothetical of sharing a made up number with someone - the previous proposes that I'm being given this for nothing whereas this is extracting value from me."
"WCLS01064","As above. Taking from the poor"
"WCLS01065","As I have transferred nothing, it is similar to going out to eat with friends and they pay the bill"
"WCLS01066","As if I'm paying someone back for lunch."
"WCLS01067","As if we now have one drink each (of the same liquid and the same amount), which we can toast each other with and feel happy."
"WCLS01068","As in a previous answer, this would be the same as winning at Bingo but here the other person has had a win of their own."
"WCLS01069","As much as I would love to give something however transferring $0 to the other participant does not have any adverse effect on his spending and earning. He would make appropriate plans with what he currently has at hand."
"WCLS01070","Asda Price Rollback."
"WCLS01071","asking a car boot seller to reduce the price on an item you want to buy and them saying no."
"WCLS01072","Asking a friend to buy me a drink"
"WCLS01073","Asking a friend to pay back money for a beer"
"WCLS01074","Asking a friend to pay back their share when I paid for both of us."
"WCLS01075","asking a friend to purchase something from you when out and about but you don't have any physical cash."
"WCLS01076","Asking a person who is already less fortunate for a small loan you do not intend to repay."
"WCLS01077","Asking for a discount in a small shop or market stall and receiving the discount"
"WCLS01078","Asking for a discount, or trying to haggle over price."
"WCLS01079","Asking for a fixed price on an online auction or similar, whereby the price set is the price to be paid with no option to barter."
"WCLS01080","Asking for a haircut without it being washed and blow dried."
"WCLS01081","Asking for a piece of candy. You just want a little more."
"WCLS01082","Asking for a slightly higher salary during a job negotiation because I know the worth of the work I have to offer."
"WCLS01083","Asking for money back from a friend, I will always round it down."
"WCLS01084","Asking for money for a bag of chips"
"WCLS01085","Asking for money that was owed to you"
"WCLS01086","Asking for more money because the work feels worth more."
"WCLS01087","asking for the higher amount and close to the 12"
"WCLS01088","Asking higher pay for extra effort or scarce skills."
"WCLS01089","Asking my friend for a bite of food and being told no"
"WCLS01090","Asking someone for some money that they owe you"
"WCLS01091","asking someone to cover your train ticket"
"WCLS01092","Asking someone to give or lend me some money"
"WCLS01093","asking someone to pick you up something on the way to meet them."
"WCLS01094","Asking someone to work for free."
"WCLS01095","Asking them to purchase something for me."
"WCLS01096","Asking to borrow some money to buy a drink when we are out and I've forgotten my wallet."
"WCLS01097","asking your boss for a raise."
"WCLS01098","Assuming that the other participant had made no donation to me, then we would finish up with an equal amount."
"WCLS01099","At this price you are getting half off"
"WCLS01100","Average 1/3 of my fund amount"
"WCLS01101","average offer its like fifty fifty"
"WCLS01102","Average taxpayer paying their taxes to the government."
"WCLS01103","Awaiting pay day to give someone some money."
"WCLS01104","awful, selfish"
"WCLS01105","Awkward, I am not giving you anything. It's like saying happy birthday without giving the card or present."
"WCLS01106","Bad at maths."
"WCLS01107","Bad news about the company. Share price down."
"WCLS01108","Bailing someone out who is in a tight spot"
"WCLS01109","Baking a cake and splitting the cake in half so we each get equal amounts"
"WCLS01110","Baking cookies and not sharing them with your partner."
"WCLS01111","Balance, equality, zen, nirvana."
"WCLS01112","Balanced, technically fair, if they deserve it. Loss for me, though."
"WCLS01113","Balancing out the amount, I'd do this to share my fortune with my partner"
"WCLS01114","Balancing the scales"
"WCLS01115","Band tee, they are normally always the same price at gigs."
"WCLS01116","bank fee"
"WCLS01117","Bank transfer"
"WCLS01118","Bankruptcy sale or black Friday sales"
"WCLS01119","bargain price when you go shopping"
"WCLS01120","Bargain, the price has really lowered"
"WCLS01121","Bargaining a lower price"
"WCLS01122","Bargaining in a market to get something for cheaper than it is being sold as"
"WCLS01123","bargaining to get a more realistic price"
"WCLS01124","bargaining with a sales staff to get half price"
"WCLS01125","Bargaining with a small business owner for a reduction in the price of an item"
"WCLS01126","bargaining with a trades person for their time."
"WCLS01127","Bargaining with someone and being slightly kind in the process."
"WCLS01128","Bartering and taking the price you probably were hoping for originally"
"WCLS01129","bartering at a market for a lower price"
"WCLS01130","bartering for something so going for a lower price"
"WCLS01131","based on equally gaining"
"WCLS01132","Basically giving away your old phone to a family member for almost nothing."
"WCLS01133","Basically giving it away"
"WCLS01134","Basically means no transaction"
"WCLS01135","Basically stealing money away from a random person"
"WCLS01136","Batman. Hes ok but not great."
"WCLS01137","Be generous"
"WCLS01138","Be generous and sharing more than half of your money to someone to benefit them"
"WCLS01139","Because i have no money do i can't transfer money i do not have,"
"WCLS01140","Been asked to provide money for a cause I don’t believe in"
"WCLS01141","Begrudgingly giving a tip!"
"WCLS01142","Being a bad friend"
"WCLS01143","being a billionaire"
"WCLS01144","being a bit generous but still keeping some for myself"
"WCLS01145","being a bit mean"
"WCLS01146","being a bit mean and greedy. why should i have any more money than them for doing the same thing"
"WCLS01147","being a bit mean and not being very fair"
"WCLS01148","being a bit mean and stingy"
"WCLS01149","Being a bit selfish"
"WCLS01150","Being a bit selfish and greedy."
"WCLS01151","Being a bit selfish and not sharing anything."
"WCLS01152","being a bit sneaky, deceptive"
"WCLS01153","Being a bit snobbish?"
"WCLS01154","Being a bit stingy I suppose - but I suppose I had the money to begin with."
"WCLS01155","Being a bully"
"WCLS01156","Being a charitable person"
"WCLS01157","Being a fair deal"
"WCLS01158","Being a giving person"
"WCLS01159","Being a good person. I guess it could be considered similar to charitable giving or social welfare."
"WCLS01160","Being a greedy Jew."
"WCLS01161","Being a helping hand, for example giving food to homeless."
"WCLS01162","Being a kind and generous person, having a sense of community."
"WCLS01163","Being a kind person and giving more to help someone in need"
"WCLS01164","Being a little bit selfish, since I'd be keeping a larger share of the money."
"WCLS01165","being a little friendly"
"WCLS01166","being a little generous"
"WCLS01167","Being a little greedy"
"WCLS01168","being a little greedy and taking advantage of someone"
"WCLS01169","being a little mean"
"WCLS01170","Being a little over the top!"
"WCLS01171","Being a little selfish"
"WCLS01172","Being a little selfish and taking more than your share of candy at Halloween"
"WCLS01173","Being a little selfish, like bring a cheaper gift to a gift exchange"
"WCLS01174","Being a little stingy and keeping all for yourself."
"WCLS01175","Being a little to generous"
"WCLS01176","Being a little too generous."
"WCLS01177","Being a little too generous..."
"WCLS01178","Being a mug and going above and beyond what is required at work."
"WCLS01179","being a people pleaser"
"WCLS01180","Being a pushover, being far too kind."
"WCLS01181","Being a real miser like Scrooge."
"WCLS01182","being a saint"
"WCLS01183","Being a selfish buffoon"
"WCLS01184","Being a selfish person and quite greedy, like some politicians"
"WCLS01185","Being a selfish person thinking only of themselves."
"WCLS01186","Being a strongwilled person determined to get ahead in life so making it more desirable"
"WCLS01187","Being a team and giving more money to the other who worked harder"
"WCLS01188","Being a very greedy person and uncaring."
"WCLS01189","Being a villain in a story, keeping all the money to yourself"
"WCLS01190","being able to have more"
"WCLS01191","being able to help someone pay for their meal because they were 2.00 short"
"WCLS01192","Being able to transfer a reasonable amount within my budget."
"WCLS01193","being aggressive"
"WCLS01194","being all out for one's self"
"WCLS01195","Being almost equal with the amount I have to share"
"WCLS01196","Being altruistic and giving away most of your pay"
"WCLS01197","Being altruistic."
"WCLS01198","Being an ok friend"
"WCLS01199","Being annoyed by someone"
"WCLS01200","being as fair as i can"
"WCLS01201","Being as generous as I feel is sufficient for someone I don't know and know nothing about"
"WCLS01202","Being asked for money and not giving any"
"WCLS01203","Being asked for money and refusing to give any"
"WCLS01204","Being asked for money by a stranger or an organisation and not giving it because you don't know them."
"WCLS01205","Being asked for money by a stranger or an organisation but not giving any because you don't want to."
"WCLS01206","Being asked to cut someone out"
"WCLS01207","Being asked to give to a charity I dont support"
"WCLS01208","Being asked to treat the other participant unfairly"
"WCLS01209","Being at a car boot sale and asking the seller if they'd take £8 instead of £12, feeling a bit cheeky, hoping they might at least meet in the middle."
"WCLS01210","Being at home and not spending money"
"WCLS01211","being average and kind"
"WCLS01212","Being below my daily budget spend"
"WCLS01213","Being blamed for a mistake and having to pay even though not my fault"
"WCLS01214","Being born into wealth and never donating to charity."
"WCLS01215","being bought a coffee"
"WCLS01216","Being careful in life"
"WCLS01217","being careless and viewing someone as less than"
"WCLS01218","being certain that my husband was the person i was going to marry - no doubt, no change."
"WCLS01219","being charged a massive service charge at a restaurant"
"WCLS01220","Being charitable"
"WCLS01221","Being charitable donating money"
"WCLS01222","Being charitable to a large degree, a significant act of philanthropy."
"WCLS01223","Being cheeky and putting a low offer in for something"
"WCLS01224","Being completely selfish and greedy"
"WCLS01225","Being completely unfair and greedy"
"WCLS01226","Being congenial. Offering them part of my $8.00 in the form of $2.00."
"WCLS01227","Being consistent with what the recommended price for a service is."
"WCLS01228","Being content with a price and sticking to it, like shopping at a grocery store."
"WCLS01229","Being content with the hand life deals you"
"WCLS01230","Being content with the wages given versus the work needed."
"WCLS01231","Being content with what each party has received"
"WCLS01232","Being content with what I am worth to someone"
"WCLS01233","being content with what I have, although a bit greedy as the other has nothing"
"WCLS01234","Being cowardly"
"WCLS01235","Being cruel and taking everything off them."
"WCLS01236","Being cruel, I have $8 why should I take away the little money they have"
"WCLS01237","Being cruel, they have no money I should share my money."
"WCLS01238","Being deceitful."
"WCLS01239","being denied entry onto a train you paid for"
"WCLS01240","Being disappointed but being ok with a situation at work."
"WCLS01241","being either so down on your luck that you decide to ignore your fellow participant's needs"
"WCLS01243","being equal and fair"
"WCLS01244","Being equal and fair."
"WCLS01245","being equal and not losing"
"WCLS01246","Being equal to each other and neither of you are being treated differently from one another."
"WCLS01247","Being equal with to data provider"
"WCLS01248","Being equal, allowing someone to have the same as me"
"WCLS01249","being equitable and sharing equally"
"WCLS01250","Being even"
"WCLS01251","Being even stevens."
"WCLS01252","Being even with the other person."
"WCLS01253","being exceedingly generous"
"WCLS01254","Being exploited - feels like the broker is not a good business deal"
"WCLS01255","Being exploited, but more kindly - but still feels like a poor decision for a data producer"
"WCLS01256","Being extremely altruistic"
"WCLS01257","being extremely generous and wanting to impress others"
"WCLS01258","Being extremely generous, like a charity."
"WCLS01259","Being extremely greedy and keeping all the money."
"WCLS01260","Being extremely greedy and unkind."
"WCLS01261","Being extremely selfish"
"WCLS01263","Being fair about selling a product for another person and taking a small percentage as my fee for helping out."
"WCLS01264","Being fair and balanced"
"WCLS01265","Being fair and considerate. You are giving them half which is very kind. You aren't selfish"
"WCLS01266","Being fair and dividing the money equally"
"WCLS01267","Being fair and ensuring both recieve the same."
"WCLS01268","Being fair and equal"
"WCLS01269","Being fair and equal."
"WCLS01270","Being fair and giving the other person the same amount as I would receive, like sharing the spoils of a gift with another person."
"WCLS01271","Being fair and honest towards a stranger."
"WCLS01272","Being fair and honest with a stranger."
"WCLS01273","Being fair and honest."
"WCLS01274","Being fair and just"
"WCLS01275","Being fair and kind to the other person."
"WCLS01276","being fair and open in a game"
"WCLS01277","Being fair and paying what you owe to someone for a meal you went halves on"
"WCLS01278","Being fair and reasonable."
"WCLS01279","Being fair and sharing something"
"WCLS01280","Being fair and sharing the credit with a co-worker when you both work on the same project, but I initially received all the praise."
"WCLS01281","Being fair and sharing with the participant. I find this similar to paying back for a coffee with a friend or family."
"WCLS01282","Being fair and splitting the earnings down the middle"
"WCLS01283","Being fair and spreading the wealth with another person - this is the right and generous thing to do."
"WCLS01284","Being fair but is it right to be fair? Are people fair in real life situations, I think not."
"WCLS01285","being fair but more so to them than myself"
"WCLS01286","being fair in a situation, say sharing something like a cake equally."
"WCLS01287","being fair in splitting"
"WCLS01288","being fair so we each have the same amount"
"WCLS01289","being fair to another person"
"WCLS01290","Being fair to each other"
"WCLS01291","being fair to give something"
"WCLS01292","Being fair to my partner so we have equal amounts of cash"
"WCLS01293","being fair to them."
"WCLS01294","Being fair when contributing to another person's present."
"WCLS01295","being fair when sharing dinner with a sibling"
"WCLS01297","Being fair with someone you know and making sure you get an even share"
"WCLS01298","Being fair, both parties would walk out with $6"
"WCLS01299","Being fair, keeping everything equal. Partnership."
"WCLS01300","being fair, keeping it even. im ok with sharing 6"
"WCLS01301","being fair, so that I receive a good price and the broker makes a good profit"
"WCLS01302","Being fair, so we both have the potential of an equal bonus."
"WCLS01303","Being fair, splitting evenly."
"WCLS01304","Being fair."
"WCLS01305","being fairly generous"
"WCLS01306","being fait and equal"
"WCLS01307","Being far ahead of someone else, but choosing not to share with them."
"WCLS01308","Being fare and accepting what is already set"
"WCLS01309","Being fare and nor wanting to rip anyone off"
"WCLS01310","Being fed up so just halving the price"
"WCLS01311","Being financially disadvantaged and giving up more than I should."
"WCLS01312","Being fooled and not knowing the worth of the item."
"WCLS01313","Being forced to give my sibling everuthing"
"WCLS01314","Being forced to sell something because you need the money desperately."
"WCLS01315","being friendly and giving since its more than the half of the price"
"WCLS01316","Being frugal."
"WCLS01317","Being fully equal with my matched partner"
"WCLS01319","Being generous and deciding to give or lend a friend some money"
"WCLS01320","Being generous and ensuring they had a proportion of the money."
"WCLS01321","being generous and giving a little more"
"WCLS01322","Being generous and giving away half your money"
"WCLS01323","Being generous and giving more to a friend who's in a worse financial situation than you"
"WCLS01324","Being generous and giving the other participant most of the money"
"WCLS01325","Being generous and giving to charity"
"WCLS01326","Being generous and giving to the other."
"WCLS01327","being generous and kind"
"WCLS01328","being generous and kind, like when you were little and mom shared her cake with you after you ate yours."
"WCLS01329","Being generous and kind."
"WCLS01330","being generous and making a donation"
"WCLS01331","being generous and partly sharing the money"
"WCLS01332","being generous and reducing my total"
"WCLS01333","Being generous and thinking the other person needs it more"
"WCLS01334","Being generous as in a friendship."
"WCLS01335","being generous because it's nearly Christmas"
"WCLS01336","Being generous considering even workload"
"WCLS01337","Being generous if you give more then you keep."
"WCLS01338","Being generous just like my dad."
"WCLS01339","being generous like buying a stranger their next coffee in a scheme"
"WCLS01340","being generous or donating"
"WCLS01341","Being generous so they get more"
"WCLS01342","being generous such as giving more to those who dont have a lot"
"WCLS01343","Being generous to a friend."
"WCLS01344","Being generous to a homeless person"
"WCLS01345","Being generous to charity"
"WCLS01346","Being generous where you can be"
"WCLS01347","Being generous with a friend."
"WCLS01348","Being generous with my money and giving them more than me"
"WCLS01349","Being generous with your time"
"WCLS01351","Being gifted money and you feel all of it is yours. This would feel satisfying."
"WCLS01352","Being gifted money as a couple and splitting it 50/50."
"WCLS01353","Being given a bonus at work"
"WCLS01354","Being given a present at Christmas"
"WCLS01355","Being given a tip at work."
"WCLS01356","Being given an online discount voucher on a website where you are given a discount for a first time purchase."
"WCLS01357","being given money by someone"
"WCLS01358","Being given presents while someone else is given none and deciding it should be equal"
"WCLS01359","Being given something unexpected and undeserved, and keeping it. Like winning a free entry lottery and winning a box of chocolates."
"WCLS01360","Being given surprise money from my parents - they always make sure that me and my siblings get given the same amount even if it is at different times."
"WCLS01361","Being giving and donating"
"WCLS01362","Being glad I didn't lose any money."
"WCLS01363","Being greedy"
"WCLS01364","Being greedy - e.g. not considering anyone else."
"WCLS01365","Being greedy and choosing to be selfish keeping the share of something to oneself."
"WCLS01366","Being greedy and inconsiderate. You are choosing to keep all the money for yourself so you are selfish"
"WCLS01367","Being greedy and keeping all the Christmas presents to myself"
"WCLS01368","Being greedy and keeping all the money for yourself."
"WCLS01369","Being greedy and keeping all the money."
"WCLS01370","Being greedy and keeping something for myself"
"WCLS01371","being greedy and not sharing"
"WCLS01372","Being greedy and not sharing my snack."
"WCLS01373","Being greedy and not taking the other person’s situation into consideration."
"WCLS01374","Being greedy and not thinking of the other person"
"WCLS01375","Being greedy and not wanting to share, like a spoiled older sibling."
"WCLS01376","being greedy and self centred"
"WCLS01377","Being greedy and selfish."
"WCLS01378","being greedy and taking"
"WCLS01379","being greedy and taking everything for yourself, this is dirty"
"WCLS01380","being greedy and taking more money at the bank"
"WCLS01381","Being greedy and upsetting a customer/supplier."
"WCLS01382","being greedy and wanting everything for yourself without regard for others"
"WCLS01383","Being greedy and wanting it all for myself."
"WCLS01384","Being greedy but not wanting to seem too greedy the money was given freely so I didn't have to work for it."
"WCLS01385","being greedy in society"
"WCLS01386","Being greedy is the worst way to be"
"WCLS01387","Being greedy or needy."
"WCLS01388","Being greedy so you take more than you can"
"WCLS01389","Being greedy where it makes you have a great deal of money and they walk away with money they might need."
"WCLS01390","Being greedy, ebenezer scrooge"
"WCLS01391","being greedy, keeping the price so high that the broker can make no profit and therefore demand would disappear"
"WCLS01392","Being greedy, or very needy."
"WCLS01393","being greedy, someone winning a prize for a group but keeping it all"
"WCLS01395","Being greedy. In a political sense, I liken this to capitalism. It is my money and I shouldn't have to give it to someone else to make things equal or fair."
"WCLS01396","Being greedy. Our current administration."
"WCLS01397","Being greedy/selfish in the needs of others"
"WCLS01398","being happy with my lot"
"WCLS01399","being helpful"
"WCLS01400","being honest about my real desires"
"WCLS01401","Being honest in a survey"
"WCLS01402","Being hurtful towards the other participant."
"WCLS01403","being ignorant of the unfair allocation"
"WCLS01404","Being in a better financial position than a friend or colleague, so I have paid more than my share of the bill if we have been out for food and drinks."
"WCLS01405","BEING IN A SHOP GETTING GROCERYS AND THE PERSON IN FRONT NOT HAVING ENOUGH MONEYSO I GAVE THEM THE DIFFERENCE"
"WCLS01406","Being in a situation where you are on equal footing and both happy with the outcome of the funds spent ie you do an activity together and both dont need to discuss how much each spent at the end"
"WCLS01407","Being in fairly similar life circumstances as someone financially and splitting a meal(splitting halfway feels fairest for all)."
"WCLS01408","Being in receipt of a gift."
"WCLS01409","Being inciteful or spiteful. Rude."
"WCLS01410","being inconvenienced like someone borrowing money and not giving it back"
"WCLS01411","Being incredibly generous at Christmas"
"WCLS01412","Being incredibly selfish"
"WCLS01413","being indifferent"
"WCLS01414","Being Kind"
"WCLS01415","Being kind and allowing the other person to receive their share"
"WCLS01416","Being kind and considerate. Thinking about the other person and not being selfish."
"WCLS01417","being kind and giving it to the other participant"
"WCLS01418","Being kind and giving the other participant something extra so you have equal amounts"
"WCLS01419","Being kind and having a little sense of community"
"WCLS01420","Being kind and having empathy for others"
"WCLS01421","Being kind and I would have less money than them"
"WCLS01422","Being kind and morally right."
"WCLS01423","being kind sharing the amount with the other person"
"WCLS01424","being kind to a stranger"
"WCLS01425","being kind to another person"
"WCLS01426","Being kind to another person and giving them more"
"WCLS01427","Being kind to the other participant"
"WCLS01428","Being kind with boundaries"
"WCLS01429","Being kinder than giving nothing"
"WCLS01430","being lazy"
"WCLS01431","Being loaned money from a friend"
"WCLS01432","Being mad at someone"
"WCLS01433","being mad at someone for not doing a good job"
"WCLS01434","being married half straight away for nothing"
"WCLS01435","Being mean"
"WCLS01436","being mean and cheating"
"WCLS01437","Being mean and greedy"
"WCLS01438","Being mean and ignoring the other person."
"WCLS01439","being mean and not giving anything"
"WCLS01440","Being mean and not helping someone"
"WCLS01441","Being mean and not sharing"
"WCLS01442","Being mean and not sharing."
"WCLS01443","Being mean and taking away money"
"WCLS01444","being mean and unjust to others in need"
"WCLS01445","Being mean and using someone else for your won gain."
"WCLS01446","being mean iwould find tis mean"
"WCLS01447","being mean to them and unfair"
"WCLS01448","Being mean, especially when it was found money"
"WCLS01449","Being mean."
"WCLS01450","Being mean/selfish."
"WCLS01451","Being moderately generous but also a bit tight fisted."
"WCLS01452","Being moderatly kind"
"WCLS01453","Being more generous and giving them the majority of the earnings."
"WCLS01454","Being more giving to others"
"WCLS01456","Being more than fair, being generous."
"WCLS01457","Being more than fair."
"WCLS01458","Being more than generous. Perhaps not needed."
"WCLS01459","Being much more charitable but also being equal in sharing, like having a pizza."
"WCLS01460","Being negative and not trustworthy"
"WCLS01461","Being neutral in the situation"
"WCLS01462","being nice"
"WCLS01463","Being nice and generous"
"WCLS01464","Being nice and generous but also a little bit greedy"
"WCLS01465","Being nice and having half each"
"WCLS01466","BEING NICE AND HELPING PARTICIPANT WITH A LITTLE AMOUNT"
"WCLS01467","being nice and trying to help."
"WCLS01468","Being nice but not fair."
"WCLS01469","Being nice."
"WCLS01470","being not fair and greedy"
"WCLS01471","Being offered a price that's half what I've asked for when I'm trying to sell something"
"WCLS01472","Being offered way too little for an item I am selling on vinted"
"WCLS01473","Being okay with the gifts that have been given to me, but also feels a little yucky."
"WCLS01474","Being on the street and giving someone collecting for charity a modest sum to support their cause."
"WCLS01475","Being out for a walk and meeting a friendly dog to make a fuss of."
"WCLS01476","BEING OUT FOR LUNCH AND THE BILL CAME AND I REALISED I DIDNT HAVE MY PURSE SO MY FRIEND PAID"
"WCLS01477","Being over friendly and not selfish for own gain"
"WCLS01478","Being over generous"
"WCLS01479","Being over generous and daft"
"WCLS01480","being over generous and giving away more of your stuff"
"WCLS01481","being over generous and slightly foolish"
"WCLS01482","Being over generous to a charity."
"WCLS01483","being over-generous and giving away more than half of my money"
"WCLS01484","Being overcharged at a motorway service station or in an airport because you don't have another choice and they can charge what they like."
"WCLS01485","being overcharged for something , and I cant afford it"
"WCLS01486","Being overcharged in a corner shop."
"WCLS01487","being overcharged in the shop for an item"
"WCLS01488","being overly fair"
"WCLS01489","Being overly generous"
"WCLS01490","Being overly generous for no reason to a stranger"
"WCLS01491","Being overly generous to a complete stranger."
"WCLS01492","Being overly generous to the point of not having any regard for yourself"
"WCLS01493","Being overly generous when I am caught at a weak moment when someone asks me for something for nothing"
"WCLS01494","Being overly generous with a stranger, who may likely not reciprocate the kindness."
"WCLS01495","Being overly generous, a selfless act possibly"
"WCLS01496","Being overly generous, not being sensible, frivolous"
"WCLS01497","Being overly generous."
"WCLS01498","Being owed for being the most advantageous party"
"WCLS01499","Being owed money"
"WCLS01500","being paid a bonus for work or a tip"
"WCLS01501","Being paid a set rate for a job"
"WCLS01502","Being paid back for something"
"WCLS01503","being paid fairly. surprisingly fairly."
"WCLS01504","Being paid for a job 2 of you did and pocketing the lot"
"WCLS01505","being paid for money owed"
"WCLS01506","Being paid on Prolific for my data and having it be upfront about how it's being used and I am getting paid somewhat fairly, but the company is still going to make more money off my data."
"WCLS01507","Being paid pennies for giving my data for a company that's going to potentially make a lot of money off the data."
"WCLS01508","being paid the correct amount for the work you have done"
"WCLS01509","Being partially generous to one of your friends"
"WCLS01510","being partially short-changed."
"WCLS01511","Being pressured to give to a charity"
"WCLS01512","being pretty average and nice"
"WCLS01513","Being punished for something and losing out on a privilege as a result of doing wrong,"
"WCLS01514","Being quite generous"
"WCLS01515","Being quite greedy and selfish."
"WCLS01516","Being quite kind"
"WCLS01517","Being quite underhand with someone"
"WCLS01518","Being rather generous."
"WCLS01519","being rather mean"
"WCLS01520","Being rather selfish and keeping everything I have for myself when I can afford to be more generous and share with people"
"WCLS01521","Being really generous and giving more than you owe because they helped you ought"
"WCLS01522","being really selfish and not sharing any of my sweets"
"WCLS01523","Being really tight when paying for a meal out in a group."
"WCLS01524","Being reasonable"
"WCLS01525","being reasonable, although the broker would only make half my profit"
"WCLS01526","Being robbed as I should be able to get more money from my hard work."
"WCLS01527","being robbed by muggers"
"WCLS01528","Being robbed in broad daylight"
"WCLS01529","Being rude to a family member"
"WCLS01530","being rude to a stranger in the street"
"WCLS01531","being safe in any everyday situation"
"WCLS01532","Being scammed by a larger company and losing money."
"WCLS01533","Being scammed out of money"
"WCLS01534","Being self orientated, not definitely selfish though, maybe bad situation where you need the money."
"WCLS01536","Being selfish amd not sharing"
"WCLS01537","Being selfish and giving you nothing"
"WCLS01538","Being selfish and greedy, like most rich people"
"WCLS01539","Being selfish and hoarding all the goods for yourself"
"WCLS01540","Being selfish and keeping all of the money for yourself."
"WCLS01541","being selfish and keeping all the money"
"WCLS01542","being selfish and keeping all the money to myself."
"WCLS01543","Being selfish and keeping everything to myself"
"WCLS01544","Being selfish and keeping everything to myself."
"WCLS01545","Being selfish and keeping extra for yourself."
"WCLS01546","being selfish and keeping it all for myself"
"WCLS01547","Being selfish and keeping money to yourself that could have a positive impact for other people"
"WCLS01548","Being selfish and keeping resources to oneself"
"WCLS01549","Being selfish and not sharing"
"WCLS01550","being selfish and not sharing your sweets at all"
"WCLS01551","Being selfish and not sharing."
"WCLS01552","Being selfish and only looking after your own interests."
"WCLS01553","Being selfish and stingey"
"WCLS01554","Being selfish and trying to get more than someone else for the same amount of work."
"WCLS01555","Being selfish and uncharitable."
"WCLS01556","Being selfish in a game"
"WCLS01557","Being selfish like a tax man"
"WCLS01558","Being selfish or spiteful"
"WCLS01559","Being selfish, it's not a fair amount."
"WCLS01560","Being selfish, not giving a chair up for someone who needs it on public transport"
"WCLS01561","Being selfish."
"WCLS01562","being selfless"
"WCLS01563","being selfless and giving to someone in more need"
"WCLS01564","Being selfless and helping out someone else with money who might need it."
"WCLS01565","Being selfless and offering help to a friend in need and being able to do so more than what they asked or what you perceive they need."
"WCLS01566","Being selfless."
"WCLS01567","Being short changed in a shop"
"WCLS01568","Being short changed."
"WCLS01569","BEING SHORT TO PAY MY FRIEND BACK"
"WCLS01570","Being silly"
"WCLS01571","being silly with the price"
"WCLS01572","Being slightly fair an offering more money to the other participant"
"WCLS01573","Being slightly greedy about something"
"WCLS01574","Being slightly over-generous. Maybe they need the money more than me."
"WCLS01575","being slightly selfish without directly hurting someone"
"WCLS01576","Being smitten with a burst of generosity."
"WCLS01577","being sneaky in order to gain financially"
"WCLS01578","Being sneaky to a friend."
"WCLS01579","Being snobby and selfish."
"WCLS01580","being somewhat average but also probably a republican"
"WCLS01581","Being somewhat generous"
