classification_id,category_num,classification_origin
WCLS12292,1,gpt_5_6_subagent_rowwise
WCLS12293,1,gpt_5_6_subagent_rowwise
WCLS12294,1,gpt_5_6_subagent_rowwise
WCLS12295,1,gpt_5_6_subagent_rowwise
WCLS12296,1,gpt_5_6_subagent_rowwise
WCLS12297,1,gpt_5_6_subagent_rowwise
WCLS12298,1,gpt_5_6_subagent_rowwise
WCLS12299,0,gpt_5_6_subagent_rowwise
WCLS12300,0,gpt_5_6_subagent_rowwise
WCLS12301,0,gpt_5_6_subagent_rowwise
WCLS12302,0,gpt_5_6_subagent_rowwise
WCLS12303,0,gpt_5_6_subagent_rowwise
WCLS12304,0,gpt_5_6_subagent_rowwise
WCLS12305,1,gpt_5_6_subagent_rowwise
WCLS12306,0,gpt_5_6_subagent_rowwise
WCLS12307,3,gpt_5_6_subagent_rowwise
WCLS12308,3,gpt_5_6_subagent_rowwise
WCLS12309,3,gpt_5_6_subagent_rowwise
WCLS12310,2,gpt_5_6_subagent_rowwise
WCLS12311,3,gpt_5_6_subagent_rowwise
WCLS12312,3,gpt_5_6_subagent_rowwise
WCLS12313,3,gpt_5_6_subagent_rowwise
WCLS12314,3,gpt_5_6_subagent_rowwise
WCLS12315,3,gpt_5_6_subagent_rowwise
WCLS12316,1,gpt_5_6_subagent_rowwise
WCLS12317,3,gpt_5_6_subagent_rowwise
WCLS12318,3,gpt_5_6_subagent_rowwise
WCLS12319,3,gpt_5_6_subagent_rowwise
WCLS12320,1,gpt_5_6_subagent_rowwise
WCLS12321,1,gpt_5_6_subagent_rowwise
WCLS12322,3,gpt_5_6_subagent_rowwise
WCLS12323,1,gpt_5_6_subagent_rowwise
WCLS12324,1,gpt_5_6_subagent_rowwise
WCLS12325,3,gpt_5_6_subagent_rowwise
WCLS12326,3,gpt_5_6_subagent_rowwise
WCLS12327,0,gpt_5_6_subagent_rowwise
WCLS12328,3,gpt_5_6_subagent_rowwise
WCLS12329,1,gpt_5_6_subagent_rowwise
WCLS12330,1,gpt_5_6_subagent_rowwise
WCLS12331,3,gpt_5_6_subagent_rowwise
WCLS12332,1,gpt_5_6_subagent_rowwise
WCLS12333,0,gpt_5_6_subagent_rowwise
WCLS12334,0,gpt_5_6_subagent_rowwise
WCLS12335,1,gpt_5_6_subagent_rowwise
WCLS12336,3,gpt_5_6_subagent_rowwise
WCLS12337,0,gpt_5_6_subagent_rowwise
WCLS12338,0,gpt_5_6_subagent_rowwise
WCLS12339,0,gpt_5_6_subagent_rowwise
WCLS12340,3,gpt_5_6_subagent_rowwise
WCLS12341,3,gpt_5_6_subagent_rowwise
WCLS12342,0,gpt_5_6_subagent_rowwise
WCLS12343,0,gpt_5_6_subagent_rowwise
WCLS12344,3,gpt_5_6_subagent_rowwise
WCLS12345,3,gpt_5_6_subagent_rowwise
WCLS12346,3,gpt_5_6_subagent_rowwise
WCLS12347,3,gpt_5_6_subagent_rowwise
WCLS12348,1,gpt_5_6_subagent_rowwise
WCLS12349,1,gpt_5_6_subagent_rowwise
WCLS12350,0,gpt_5_6_subagent_rowwise
WCLS12351,1,gpt_5_6_subagent_rowwise
WCLS12352,0,gpt_5_6_subagent_rowwise
WCLS12353,0,gpt_5_6_subagent_rowwise
WCLS12354,0,gpt_5_6_subagent_rowwise
WCLS12355,0,gpt_5_6_subagent_rowwise
WCLS12356,0,gpt_5_6_subagent_rowwise
WCLS12357,0,gpt_5_6_subagent_rowwise
WCLS12358,0,gpt_5_6_subagent_rowwise
WCLS12359,0,gpt_5_6_subagent_rowwise
WCLS12360,0,gpt_5_6_subagent_rowwise
WCLS12361,1,gpt_5_6_subagent_rowwise
WCLS12362,1,gpt_5_6_subagent_rowwise
WCLS12363,1,gpt_5_6_subagent_rowwise
WCLS12365,1,gpt_5_6_subagent_rowwise
WCLS12366,1,gpt_5_6_subagent_rowwise
WCLS12367,1,gpt_5_6_subagent_rowwise
WCLS12368,1,gpt_5_6_subagent_rowwise
WCLS12369,1,gpt_5_6_subagent_rowwise
WCLS12370,1,gpt_5_6_subagent_rowwise
WCLS12371,1,gpt_5_6_subagent_rowwise
WCLS12372,0,gpt_5_6_subagent_rowwise
WCLS12373,0,gpt_5_6_subagent_rowwise
WCLS12374,0,gpt_5_6_subagent_rowwise
WCLS12375,3,gpt_5_6_subagent_rowwise
WCLS12376,0,gpt_5_6_subagent_rowwise
WCLS12377,1,gpt_5_6_subagent_rowwise
WCLS12378,1,gpt_5_6_subagent_rowwise
WCLS12379,0,gpt_5_6_subagent_rowwise
WCLS12380,0,gpt_5_6_subagent_rowwise
WCLS12381,1,gpt_5_6_subagent_rowwise
WCLS12382,0,gpt_5_6_subagent_rowwise
WCLS12383,1,gpt_5_6_subagent_rowwise
WCLS12384,1,gpt_5_6_subagent_rowwise
WCLS12385,1,gpt_5_6_subagent_rowwise
WCLS12386,0,gpt_5_6_subagent_rowwise
WCLS12387,0,gpt_5_6_subagent_rowwise
WCLS12388,1,gpt_5_6_subagent_rowwise
WCLS12389,0,gpt_5_6_subagent_rowwise
WCLS12390,0,gpt_5_6_subagent_rowwise
WCLS12391,1,gpt_5_6_subagent_rowwise
WCLS12392,1,gpt_5_6_subagent_rowwise
WCLS12393,3,gpt_5_6_subagent_rowwise
WCLS12394,3,gpt_5_6_subagent_rowwise
WCLS12395,0,gpt_5_6_subagent_rowwise
WCLS12396,3,gpt_5_6_subagent_rowwise
WCLS12397,3,gpt_5_6_subagent_rowwise
WCLS12398,0,gpt_5_6_subagent_rowwise
WCLS12399,3,gpt_5_6_subagent_rowwise
WCLS12400,0,gpt_5_6_subagent_rowwise
WCLS12401,0,gpt_5_6_subagent_rowwise
WCLS12402,0,gpt_5_6_subagent_rowwise
WCLS12403,0,gpt_5_6_subagent_rowwise
WCLS12404,3,gpt_5_6_subagent_rowwise
WCLS12405,3,gpt_5_6_subagent_rowwise
WCLS12406,3,gpt_5_6_subagent_rowwise
WCLS12407,3,gpt_5_6_subagent_rowwise
WCLS12408,3,gpt_5_6_subagent_rowwise
WCLS12409,3,gpt_5_6_subagent_rowwise
WCLS12410,3,gpt_5_6_subagent_rowwise
WCLS12411,3,gpt_5_6_subagent_rowwise
WCLS12412,3,gpt_5_6_subagent_rowwise
WCLS12413,3,gpt_5_6_subagent_rowwise
WCLS12414,3,gpt_5_6_subagent_rowwise
WCLS12415,3,gpt_5_6_subagent_rowwise
WCLS12416,3,gpt_5_6_subagent_rowwise
WCLS12417,1,gpt_5_6_subagent_rowwise
WCLS12418,2,gpt_5_6_subagent_rowwise
WCLS12419,3,gpt_5_6_subagent_rowwise
WCLS12420,1,gpt_5_6_subagent_rowwise
WCLS12421,3,gpt_5_6_subagent_rowwise
WCLS12422,2,gpt_5_6_subagent_rowwise
WCLS12423,3,gpt_5_6_subagent_rowwise
WCLS12424,1,gpt_5_6_subagent_rowwise
WCLS12425,1,gpt_5_6_subagent_rowwise
WCLS12426,1,gpt_5_6_subagent_rowwise
WCLS12427,1,gpt_5_6_subagent_rowwise
WCLS12428,1,gpt_5_6_subagent_rowwise
WCLS12429,3,gpt_5_6_subagent_rowwise
WCLS12430,3,gpt_5_6_subagent_rowwise
WCLS12431,0,gpt_5_6_subagent_rowwise
WCLS12432,0,gpt_5_6_subagent_rowwise
WCLS12433,1,gpt_5_6_subagent_rowwise
WCLS12434,3,gpt_5_6_subagent_rowwise
WCLS12435,1,gpt_5_6_subagent_rowwise
WCLS12436,1,gpt_5_6_subagent_rowwise
WCLS12437,0,gpt_5_6_subagent_rowwise
WCLS12438,0,gpt_5_6_subagent_rowwise
WCLS12439,0,gpt_5_6_subagent_rowwise
WCLS12440,1,gpt_5_6_subagent_rowwise
WCLS12441,1,gpt_5_6_subagent_rowwise
WCLS12442,1,gpt_5_6_subagent_rowwise
WCLS12443,0,gpt_5_6_subagent_rowwise
WCLS12444,2,gpt_5_6_subagent_rowwise
WCLS12445,3,gpt_5_6_subagent_rowwise
WCLS12446,0,gpt_5_6_subagent_rowwise
WCLS12447,1,gpt_5_6_subagent_rowwise
WCLS12448,1,gpt_5_6_subagent_rowwise
WCLS12449,2,gpt_5_6_subagent_rowwise
WCLS12450,1,gpt_5_6_subagent_rowwise
WCLS12451,0,gpt_5_6_subagent_rowwise
WCLS12452,1,gpt_5_6_subagent_rowwise
WCLS12453,0,gpt_5_6_subagent_rowwise
WCLS12454,3,gpt_5_6_subagent_rowwise
WCLS12455,1,gpt_5_6_subagent_rowwise
WCLS12456,2,gpt_5_6_subagent_rowwise
WCLS12457,1,gpt_5_6_subagent_rowwise
WCLS12458,1,gpt_5_6_subagent_rowwise
WCLS12459,1,gpt_5_6_subagent_rowwise
WCLS12460,0,gpt_5_6_subagent_rowwise
WCLS12461,1,gpt_5_6_subagent_rowwise
WCLS12462,3,gpt_5_6_subagent_rowwise
WCLS12463,1,gpt_5_6_subagent_rowwise
WCLS12464,1,gpt_5_6_subagent_rowwise
WCLS12465,1,gpt_5_6_subagent_rowwise
WCLS12466,1,gpt_5_6_subagent_rowwise
WCLS12467,1,gpt_5_6_subagent_rowwise
WCLS12468,1,gpt_5_6_subagent_rowwise
WCLS12469,1,gpt_5_6_subagent_rowwise
WCLS12470,1,gpt_5_6_subagent_rowwise
WCLS12471,1,gpt_5_6_subagent_rowwise
WCLS12472,1,gpt_5_6_subagent_rowwise
WCLS12473,1,gpt_5_6_subagent_rowwise
WCLS12474,2,gpt_5_6_subagent_rowwise
WCLS12475,1,gpt_5_6_subagent_rowwise
WCLS12476,2,gpt_5_6_subagent_rowwise
WCLS12477,1,gpt_5_6_subagent_rowwise
WCLS12478,1,gpt_5_6_subagent_rowwise
WCLS12479,1,gpt_5_6_subagent_rowwise
WCLS12480,3,gpt_5_6_subagent_rowwise
WCLS12481,3,gpt_5_6_subagent_rowwise
WCLS12482,1,gpt_5_6_subagent_rowwise
WCLS12483,1,gpt_5_6_subagent_rowwise
WCLS12484,3,gpt_5_6_subagent_rowwise
WCLS12485,1,gpt_5_6_subagent_rowwise
WCLS12486,3,gpt_5_6_subagent_rowwise
WCLS12487,3,gpt_5_6_subagent_rowwise
WCLS12488,1,gpt_5_6_subagent_rowwise
WCLS12489,0,gpt_5_6_subagent_rowwise
WCLS12490,3,gpt_5_6_subagent_rowwise
WCLS12491,1,gpt_5_6_subagent_rowwise
WCLS12492,1,gpt_5_6_subagent_rowwise
WCLS12493,2,gpt_5_6_subagent_rowwise
WCLS12494,3,gpt_5_6_subagent_rowwise
WCLS12495,0,gpt_5_6_subagent_rowwise
WCLS12496,0,gpt_5_6_subagent_rowwise
WCLS12497,3,gpt_5_6_subagent_rowwise
WCLS12498,1,gpt_5_6_subagent_rowwise
WCLS12499,3,gpt_5_6_subagent_rowwise
WCLS12500,0,gpt_5_6_subagent_rowwise
WCLS12501,0,gpt_5_6_subagent_rowwise
WCLS12502,0,gpt_5_6_subagent_rowwise
WCLS12503,0,gpt_5_6_subagent_rowwise
WCLS12504,0,gpt_5_6_subagent_rowwise
WCLS12505,0,gpt_5_6_subagent_rowwise
WCLS12506,3,gpt_5_6_subagent_rowwise
WCLS12507,2,gpt_5_6_subagent_rowwise
WCLS12508,3,gpt_5_6_subagent_rowwise
WCLS12509,0,gpt_5_6_subagent_rowwise
WCLS12510,1,gpt_5_6_subagent_rowwise
WCLS12511,3,gpt_5_6_subagent_rowwise
WCLS12512,3,gpt_5_6_subagent_rowwise
WCLS12513,1,gpt_5_6_subagent_rowwise
WCLS12514,2,gpt_5_6_subagent_rowwise
WCLS12515,3,gpt_5_6_subagent_rowwise
WCLS12516,1,gpt_5_6_subagent_rowwise
WCLS12517,1,gpt_5_6_subagent_rowwise
WCLS12518,3,gpt_5_6_subagent_rowwise
WCLS12519,1,gpt_5_6_subagent_rowwise
WCLS12520,1,gpt_5_6_subagent_rowwise
WCLS12521,3,gpt_5_6_subagent_rowwise
WCLS12522,1,gpt_5_6_subagent_rowwise
WCLS12523,2,gpt_5_6_subagent_rowwise
WCLS12524,0,gpt_5_6_subagent_rowwise
WCLS12525,1,gpt_5_6_subagent_rowwise
WCLS12526,1,gpt_5_6_subagent_rowwise
WCLS12527,0,gpt_5_6_subagent_rowwise
WCLS12528,0,gpt_5_6_subagent_rowwise
WCLS12529,3,gpt_5_6_subagent_rowwise
WCLS12530,3,gpt_5_6_subagent_rowwise
WCLS12531,0,gpt_5_6_subagent_rowwise
WCLS12532,1,gpt_5_6_subagent_rowwise
WCLS12533,0,gpt_5_6_subagent_rowwise
WCLS12534,0,gpt_5_6_subagent_rowwise
WCLS12535,3,gpt_5_6_subagent_rowwise
WCLS12536,0,gpt_5_6_subagent_rowwise
WCLS12537,3,gpt_5_6_subagent_rowwise
WCLS12538,1,gpt_5_6_subagent_rowwise
WCLS12539,1,gpt_5_6_subagent_rowwise
WCLS12540,3,gpt_5_6_subagent_rowwise
WCLS12541,3,gpt_5_6_subagent_rowwise
WCLS12542,1,gpt_5_6_subagent_rowwise
WCLS12543,1,gpt_5_6_subagent_rowwise
WCLS12544,3,gpt_5_6_subagent_rowwise
WCLS12545,0,gpt_5_6_subagent_rowwise
WCLS12546,0,gpt_5_6_subagent_rowwise
WCLS12547,0,gpt_5_6_subagent_rowwise
WCLS12548,0,gpt_5_6_subagent_rowwise
WCLS12549,0,gpt_5_6_subagent_rowwise
WCLS12550,0,gpt_5_6_subagent_rowwise
WCLS12551,3,gpt_5_6_subagent_rowwise
WCLS12552,2,gpt_5_6_subagent_rowwise
WCLS12553,3,gpt_5_6_subagent_rowwise
WCLS12554,0,gpt_5_6_subagent_rowwise
WCLS12555,1,gpt_5_6_subagent_rowwise
WCLS12556,1,gpt_5_6_subagent_rowwise
WCLS12557,3,gpt_5_6_subagent_rowwise
WCLS12558,0,gpt_5_6_subagent_rowwise
WCLS12559,0,gpt_5_6_subagent_rowwise
WCLS12560,3,gpt_5_6_subagent_rowwise
WCLS12561,0,gpt_5_6_subagent_rowwise
WCLS12562,3,gpt_5_6_subagent_rowwise
WCLS12563,3,gpt_5_6_subagent_rowwise
WCLS12564,1,gpt_5_6_subagent_rowwise
WCLS12565,3,gpt_5_6_subagent_rowwise
WCLS12566,1,gpt_5_6_subagent_rowwise
WCLS12567,0,gpt_5_6_subagent_rowwise
WCLS12568,0,gpt_5_6_subagent_rowwise
WCLS12569,0,gpt_5_6_subagent_rowwise
WCLS12570,0,gpt_5_6_subagent_rowwise
WCLS12571,1,gpt_5_6_subagent_rowwise
WCLS12572,3,gpt_5_6_subagent_rowwise
WCLS12573,2,gpt_5_6_subagent_rowwise
WCLS12574,3,gpt_5_6_subagent_rowwise
WCLS12575,1,gpt_5_6_subagent_rowwise
WCLS12576,3,gpt_5_6_subagent_rowwise
WCLS12577,1,gpt_5_6_subagent_rowwise
WCLS12578,0,gpt_5_6_subagent_rowwise
WCLS12579,3,gpt_5_6_subagent_rowwise
WCLS12580,1,gpt_5_6_subagent_rowwise
WCLS12581,1,gpt_5_6_subagent_rowwise
WCLS12582,1,gpt_5_6_subagent_rowwise
WCLS12583,1,gpt_5_6_subagent_rowwise
WCLS12584,1,gpt_5_6_subagent_rowwise
WCLS12585,1,gpt_5_6_subagent_rowwise
WCLS12586,0,gpt_5_6_subagent_rowwise
WCLS12587,0,gpt_5_6_subagent_rowwise
WCLS12588,1,gpt_5_6_subagent_rowwise
WCLS12589,0,gpt_5_6_subagent_rowwise
WCLS12590,1,gpt_5_6_subagent_rowwise
WCLS12591,1,gpt_5_6_subagent_rowwise
WCLS12592,1,gpt_5_6_subagent_rowwise
WCLS12593,1,gpt_5_6_subagent_rowwise
WCLS12594,1,gpt_5_6_subagent_rowwise
WCLS12595,0,gpt_5_6_subagent_rowwise
WCLS12596,1,gpt_5_6_subagent_rowwise
WCLS12597,1,gpt_5_6_subagent_rowwise
WCLS12598,1,gpt_5_6_subagent_rowwise
WCLS12599,1,gpt_5_6_subagent_rowwise
WCLS12600,2,gpt_5_6_subagent_rowwise
WCLS12601,3,gpt_5_6_subagent_rowwise
WCLS12602,1,gpt_5_6_subagent_rowwise
WCLS12603,3,gpt_5_6_subagent_rowwise
WCLS12604,1,gpt_5_6_subagent_rowwise
WCLS12605,1,gpt_5_6_subagent_rowwise
WCLS12606,0,gpt_5_6_subagent_rowwise
WCLS12607,1,gpt_5_6_subagent_rowwise
WCLS12608,3,gpt_5_6_subagent_rowwise
WCLS12609,3,gpt_5_6_subagent_rowwise
WCLS12610,3,gpt_5_6_subagent_rowwise
WCLS12611,1,gpt_5_6_subagent_rowwise
WCLS12612,3,gpt_5_6_subagent_rowwise
WCLS12613,3,gpt_5_6_subagent_rowwise
WCLS12614,3,gpt_5_6_subagent_rowwise
WCLS12615,3,gpt_5_6_subagent_rowwise
WCLS12616,1,gpt_5_6_subagent_rowwise
WCLS12617,3,gpt_5_6_subagent_rowwise
WCLS12618,0,gpt_5_6_subagent_rowwise
WCLS12619,1,gpt_5_6_subagent_rowwise
WCLS12620,2,gpt_5_6_subagent_rowwise
WCLS12621,2,gpt_5_6_subagent_rowwise
WCLS12622,0,gpt_5_6_subagent_rowwise
WCLS12623,0,gpt_5_6_subagent_rowwise
WCLS12624,0,gpt_5_6_subagent_rowwise
WCLS12625,2,gpt_5_6_subagent_rowwise
WCLS12626,1,gpt_5_6_subagent_rowwise
WCLS12627,2,gpt_5_6_subagent_rowwise
WCLS12628,0,gpt_5_6_subagent_rowwise
WCLS12629,0,gpt_5_6_subagent_rowwise
WCLS12630,2,gpt_5_6_subagent_rowwise
WCLS12631,2,gpt_5_6_subagent_rowwise
WCLS12632,3,gpt_5_6_subagent_rowwise
WCLS12633,3,gpt_5_6_subagent_rowwise
WCLS12634,1,gpt_5_6_subagent_rowwise
WCLS12635,1,gpt_5_6_subagent_rowwise
WCLS12636,1,gpt_5_6_subagent_rowwise
WCLS12637,1,gpt_5_6_subagent_rowwise
WCLS12638,1,gpt_5_6_subagent_rowwise
WCLS12639,1,gpt_5_6_subagent_rowwise
WCLS12640,1,gpt_5_6_subagent_rowwise
WCLS12641,3,gpt_5_6_subagent_rowwise
WCLS12642,0,gpt_5_6_subagent_rowwise
WCLS12643,1,gpt_5_6_subagent_rowwise
WCLS12644,1,gpt_5_6_subagent_rowwise
WCLS12645,1,gpt_5_6_subagent_rowwise
WCLS12646,1,gpt_5_6_subagent_rowwise
WCLS12647,1,gpt_5_6_subagent_rowwise
WCLS12648,3,gpt_5_6_subagent_rowwise
WCLS12649,2,gpt_5_6_subagent_rowwise
WCLS12650,3,gpt_5_6_subagent_rowwise
WCLS12651,3,gpt_5_6_subagent_rowwise
WCLS12652,0,gpt_5_6_subagent_rowwise
WCLS12653,1,gpt_5_6_subagent_rowwise
WCLS12654,1,gpt_5_6_subagent_rowwise
WCLS12655,0,gpt_5_6_subagent_rowwise
WCLS12656,1,gpt_5_6_subagent_rowwise
WCLS12657,0,gpt_5_6_subagent_rowwise
WCLS12658,0,gpt_5_6_subagent_rowwise
WCLS12659,0,gpt_5_6_subagent_rowwise
WCLS12660,3,gpt_5_6_subagent_rowwise
WCLS12661,2,gpt_5_6_subagent_rowwise
WCLS12662,2,gpt_5_6_subagent_rowwise
WCLS12663,0,gpt_5_6_subagent_rowwise
WCLS12664,0,gpt_5_6_subagent_rowwise
WCLS12665,1,gpt_5_6_subagent_rowwise
WCLS12666,1,gpt_5_6_subagent_rowwise
WCLS12667,0,gpt_5_6_subagent_rowwise
WCLS12668,1,gpt_5_6_subagent_rowwise
WCLS12669,2,gpt_5_6_subagent_rowwise
WCLS12670,3,gpt_5_6_subagent_rowwise
WCLS12671,1,gpt_5_6_subagent_rowwise
WCLS12672,1,gpt_5_6_subagent_rowwise
WCLS12673,1,gpt_5_6_subagent_rowwise
WCLS12674,2,gpt_5_6_subagent_rowwise
WCLS12675,2,gpt_5_6_subagent_rowwise
WCLS12676,3,gpt_5_6_subagent_rowwise
WCLS12677,3,gpt_5_6_subagent_rowwise
WCLS12678,0,gpt_5_6_subagent_rowwise
WCLS12679,0,gpt_5_6_subagent_rowwise
WCLS12680,0,gpt_5_6_subagent_rowwise
WCLS12681,3,gpt_5_6_subagent_rowwise
WCLS12682,1,gpt_5_6_subagent_rowwise
WCLS12683,0,gpt_5_6_subagent_rowwise
WCLS12684,2,gpt_5_6_subagent_rowwise
WCLS12685,0,gpt_5_6_subagent_rowwise
WCLS12686,0,gpt_5_6_subagent_rowwise
WCLS12687,3,gpt_5_6_subagent_rowwise
WCLS12688,3,gpt_5_6_subagent_rowwise
WCLS12689,1,gpt_5_6_subagent_rowwise
WCLS12690,3,gpt_5_6_subagent_rowwise
WCLS12691,0,gpt_5_6_subagent_rowwise
WCLS12692,3,gpt_5_6_subagent_rowwise
WCLS12693,3,gpt_5_6_subagent_rowwise
WCLS12694,1,gpt_5_6_subagent_rowwise
WCLS12695,1,gpt_5_6_subagent_rowwise
WCLS12696,1,gpt_5_6_subagent_rowwise
WCLS12697,1,gpt_5_6_subagent_rowwise
WCLS12698,1,gpt_5_6_subagent_rowwise
WCLS12699,1,gpt_5_6_subagent_rowwise
WCLS12700,0,gpt_5_6_subagent_rowwise
WCLS12701,3,gpt_5_6_subagent_rowwise
WCLS12702,0,gpt_5_6_subagent_rowwise
WCLS12703,0,gpt_5_6_subagent_rowwise
WCLS12704,0,gpt_5_6_subagent_rowwise
WCLS12705,0,gpt_5_6_subagent_rowwise
WCLS12706,1,gpt_5_6_subagent_rowwise
WCLS12707,0,gpt_5_6_subagent_rowwise
WCLS12708,1,gpt_5_6_subagent_rowwise
WCLS12709,0,gpt_5_6_subagent_rowwise
WCLS12710,1,gpt_5_6_subagent_rowwise
WCLS12711,0,gpt_5_6_subagent_rowwise
WCLS12712,0,gpt_5_6_subagent_rowwise
WCLS12713,1,gpt_5_6_subagent_rowwise
WCLS12714,3,gpt_5_6_subagent_rowwise
WCLS12715,1,gpt_5_6_subagent_rowwise
WCLS12716,1,gpt_5_6_subagent_rowwise
WCLS12717,0,gpt_5_6_subagent_rowwise
WCLS12718,0,gpt_5_6_subagent_rowwise
WCLS12719,0,gpt_5_6_subagent_rowwise
WCLS12720,1,gpt_5_6_subagent_rowwise
WCLS12721,3,gpt_5_6_subagent_rowwise
WCLS12722,3,gpt_5_6_subagent_rowwise
WCLS12723,0,gpt_5_6_subagent_rowwise
WCLS12724,0,gpt_5_6_subagent_rowwise
WCLS12725,2,gpt_5_6_subagent_rowwise
WCLS12726,3,gpt_5_6_subagent_rowwise
WCLS12727,0,gpt_5_6_subagent_rowwise
WCLS12728,1,gpt_5_6_subagent_rowwise
WCLS12729,1,gpt_5_6_subagent_rowwise
WCLS12730,0,gpt_5_6_subagent_rowwise
WCLS12731,0,gpt_5_6_subagent_rowwise
WCLS12732,1,gpt_5_6_subagent_rowwise
WCLS12733,0,gpt_5_6_subagent_rowwise
WCLS12734,0,gpt_5_6_subagent_rowwise
WCLS12735,0,gpt_5_6_subagent_rowwise
WCLS12736,1,gpt_5_6_subagent_rowwise
WCLS12737,3,gpt_5_6_subagent_rowwise
WCLS12738,0,gpt_5_6_subagent_rowwise
WCLS12739,3,gpt_5_6_subagent_rowwise
WCLS12740,0,gpt_5_6_subagent_rowwise
WCLS12741,1,gpt_5_6_subagent_rowwise
WCLS12742,3,gpt_5_6_subagent_rowwise
WCLS12743,1,gpt_5_6_subagent_rowwise
WCLS12744,0,gpt_5_6_subagent_rowwise
WCLS12745,0,gpt_5_6_subagent_rowwise
WCLS12746,1,gpt_5_6_subagent_rowwise
WCLS12747,0,gpt_5_6_subagent_rowwise
WCLS12748,1,gpt_5_6_subagent_rowwise
WCLS12749,3,gpt_5_6_subagent_rowwise
WCLS12750,1,gpt_5_6_subagent_rowwise
WCLS12751,0,gpt_5_6_subagent_rowwise
WCLS12752,3,gpt_5_6_subagent_rowwise
WCLS12753,0,gpt_5_6_subagent_rowwise
WCLS12754,1,gpt_5_6_subagent_rowwise
WCLS12755,2,gpt_5_6_subagent_rowwise
WCLS12756,2,gpt_5_6_subagent_rowwise
WCLS12757,0,gpt_5_6_subagent_rowwise
WCLS12758,1,gpt_5_6_subagent_rowwise
WCLS12759,3,gpt_5_6_subagent_rowwise
WCLS12760,2,gpt_5_6_subagent_rowwise
WCLS12761,0,gpt_5_6_subagent_rowwise
WCLS12762,2,gpt_5_6_subagent_rowwise
WCLS12763,1,gpt_5_6_subagent_rowwise
WCLS12764,1,gpt_5_6_subagent_rowwise
WCLS12765,3,gpt_5_6_subagent_rowwise
WCLS12766,3,gpt_5_6_subagent_rowwise
WCLS12767,1,gpt_5_6_subagent_rowwise
WCLS12768,1,gpt_5_6_subagent_rowwise
WCLS12769,1,gpt_5_6_subagent_rowwise
WCLS12770,0,gpt_5_6_subagent_rowwise
WCLS12771,1,gpt_5_6_subagent_rowwise
WCLS12772,0,gpt_5_6_subagent_rowwise
WCLS12773,0,gpt_5_6_subagent_rowwise
WCLS12774,1,gpt_5_6_subagent_rowwise
WCLS12775,1,gpt_5_6_subagent_rowwise
WCLS12776,0,gpt_5_6_subagent_rowwise
WCLS12777,1,gpt_5_6_subagent_rowwise
WCLS12778,0,gpt_5_6_subagent_rowwise
WCLS12779,1,gpt_5_6_subagent_rowwise
WCLS12780,1,gpt_5_6_subagent_rowwise
WCLS12781,1,gpt_5_6_subagent_rowwise
WCLS12782,1,gpt_5_6_subagent_rowwise
WCLS12783,1,gpt_5_6_subagent_rowwise
WCLS12784,1,gpt_5_6_subagent_rowwise
WCLS12785,1,gpt_5_6_subagent_rowwise
WCLS12786,1,gpt_5_6_subagent_rowwise
WCLS12787,3,gpt_5_6_subagent_rowwise
WCLS12788,0,gpt_5_6_subagent_rowwise
WCLS12789,3,gpt_5_6_subagent_rowwise
WCLS12790,1,gpt_5_6_subagent_rowwise
WCLS12791,1,gpt_5_6_subagent_rowwise
WCLS12792,1,gpt_5_6_subagent_rowwise
WCLS12793,3,gpt_5_6_subagent_rowwise
WCLS12794,3,gpt_5_6_subagent_rowwise
WCLS12795,0,gpt_5_6_subagent_rowwise
WCLS12796,1,gpt_5_6_subagent_rowwise
WCLS12797,0,gpt_5_6_subagent_rowwise
WCLS12798,3,gpt_5_6_subagent_rowwise
WCLS12799,1,gpt_5_6_subagent_rowwise
WCLS12800,1,gpt_5_6_subagent_rowwise
WCLS12801,0,gpt_5_6_subagent_rowwise
WCLS12802,2,gpt_5_6_subagent_rowwise
WCLS12803,3,gpt_5_6_subagent_rowwise
WCLS12804,1,gpt_5_6_subagent_rowwise
WCLS12805,2,gpt_5_6_subagent_rowwise
WCLS12806,3,gpt_5_6_subagent_rowwise
WCLS12807,2,gpt_5_6_subagent_rowwise
WCLS12808,1,gpt_5_6_subagent_rowwise
WCLS12809,3,gpt_5_6_subagent_rowwise
WCLS12810,3,gpt_5_6_subagent_rowwise
WCLS12811,3,gpt_5_6_subagent_rowwise
WCLS12812,3,gpt_5_6_subagent_rowwise
WCLS12813,3,gpt_5_6_subagent_rowwise
WCLS12814,1,gpt_5_6_subagent_rowwise
WCLS12815,1,gpt_5_6_subagent_rowwise
WCLS12816,1,gpt_5_6_subagent_rowwise
WCLS12817,1,gpt_5_6_subagent_rowwise
WCLS12818,1,gpt_5_6_subagent_rowwise
WCLS12819,1,gpt_5_6_subagent_rowwise
WCLS12820,0,gpt_5_6_subagent_rowwise
WCLS12821,0,gpt_5_6_subagent_rowwise
WCLS12822,0,gpt_5_6_subagent_rowwise
WCLS12823,0,gpt_5_6_subagent_rowwise
WCLS12824,0,gpt_5_6_subagent_rowwise
WCLS12825,0,gpt_5_6_subagent_rowwise
WCLS12826,1,gpt_5_6_subagent_rowwise
WCLS12827,1,gpt_5_6_subagent_rowwise
WCLS12828,1,gpt_5_6_subagent_rowwise
WCLS12829,2,gpt_5_6_subagent_rowwise
