"classification_id","memory"
"WCLS04967","I give a lot of info so it’s less equal"
"WCLS04968","I give a small amount of info"
"WCLS04969","I give my friend 4 dollars to buy food and I keep 8 for myself"
"WCLS04970","I give the other participant $2"
"WCLS04971","i give them 2 so both of us end with 6 each. it is fair. the other person is a good friend"
"WCLS04972","i give them less than i can get, therefore, the other person is someone i do not dislike but i think they do not deserve as much as me or that they would use that money unwisely. maybe a friend who always wastes their money gambling or buying cigarettes"
"WCLS04973","I give this money to a friend in financial trouble. She needs it a lot more than I do."
"WCLS04974","i give this person more money than i can get; that means i love them a lot. this could be a partner or a child"
"WCLS04975","I give up my seat while on public transport to someone that was standing"
"WCLS04976","I guess I have no idea"
"WCLS04977","I guess I would find it similar to giving a gift."
"WCLS04978","I guess if i was to give the participant £4.00 and i end up less off and they end up better. It kind of feels like i'm doing a taxation on myself. I don't know why i'd put myself in that situation unless i was forced to - like we are with tax."
"WCLS04979","I guess it feels like a tax. maybe like an inheritance tax because neither of us did anything to deserve any amount."
"WCLS04980","I guess it's slightly fair"
"WCLS04981","I guess its fair but would not be nice for the other participant."
"WCLS04982","I guess that would be equivalent to a good sale!"
"WCLS04983","I guess this could be something like a mark-up. A company pays x and increase that number to cover expenses and make a profit."
"WCLS04984","I had $12 but a friend did a favor for me so I gave him $6 as a thank you."
"WCLS04985","I had $20 in my pocket and was going to buy some groceries, however one I got to the line I noticed I had lost the $20 and didn't have any money left. However I retraced my steps and found my $20 on the floor so I ended up not losing it at all."
"WCLS04986","i had 8 dollars but lost four of them"
"WCLS04987","I had a friend that need that need 8 dollars to purchase a gift and I gave the friend the money to buy the gift."
"WCLS04988","I had a garage sales of my family's belongings having a $4 discount 6 months ago."
"WCLS04989","I had a piece of jewellery that my friend liked and as I didn't wear it and it wasn't sentimental, I gave it to her."
"WCLS04990","I had a scenario where I need $6 to complete a purchase because I was out of cash, my colleague assisted in paying the bills without collecting it back. That has helped me to understand that I also need to give and share."
"WCLS04991","I had an agreement to pay someone online for creative artwork which they didn't provide, so no payment was given."
"WCLS04992","I had empathy for the other person."
"WCLS04993","I had recently gave 4 dollars to someone who was asking for food"
"WCLS04994","I had tickets to a rugby event but couldn't attend. My friends didn't want them so I sold at full price to a 'stranger'. Sale price was a bonus to them!"
"WCLS04995","I have a crop of apples, a person is given one per day in exchange for an orange"
"WCLS04996","I have a crop of apples, I give a person 5 apples in exchange for an orange"
"WCLS04997","I have a crop of apples, I give a person 7 apples in exchange for an orange"
"WCLS04998","I have a crop of apples, I give a person 9 apples in exchange for an orange"
"WCLS04999","I have a date with my girlfriend and I am so tired of seeing her that I lie and tell her I am sick when I actually decide to go to the movies myself."
"WCLS05000","i have a decent amount of money in the bank and feel confident that i dont want to sell for less"
"WCLS05001","I have a really good friend that I know could use the extra money."
"WCLS05002","i have a sense of justice find it equally fair 50/50"
"WCLS05003","I have a usual buyer who's used to paying this as his/her usual cost."
"WCLS05004","I have absolutely no idea what you mean by this."
"WCLS05005","I have an eager buyer on an approaching deadline who needs my data asap"
"WCLS05006","I have copy right data which is important."
"WCLS05007","I have correctly priced the value of a product and agree to sell at the originally advertised price."
"WCLS05008","I have damaged someone's iphone and I refuse to contriube any money to its repair."
"WCLS05009","I have experience with a friend who was supposed to transfer money to me, however she didnt and I ended up paying for both our items. That really affected my monthly groceries for the month because I was on a negative."
"WCLS05010","I have found a bargain"
"WCLS05011","I have had times where i have given more than i have taken. I believe in karma and am willing to give more than my fair share. I have done this many times in life by gifting donations."
"WCLS05012","I have just bought something at a store where I had to essentially serve myself - I walked through, picked up what I wanted, and used a self checkout. When it comes time to pay, I am asked if I'd like to leave a tip for good service - absolutely not!"
"WCLS05013","I have just enough money to give my sister who really needs help"
"WCLS05014","I have lowered the price a minimal amount."
"WCLS05015","I have never transferred a little amount like this"
"WCLS05016","I have no clue - maybe if you earned something and they didnt?"
"WCLS05017","I have no clue, this is not similar to anything I can think of."
"WCLS05018","I have no comparrisons"
"WCLS05019","I have no idea at all"
"WCLS05020","I have no idea what this means"
"WCLS05021","I have no money and flat busted broke."
"WCLS05022","I have no way to compare this to anything other than it being a gift to a friend."
"WCLS05023","I have over inflated the value of a product and reduce the price to a more realistic value."
"WCLS05024","I have previously been self-employed and I reduced the price of my service to gain my sales for my company."
"WCLS05025","I have put more effort into a task then the othr person?"
"WCLS05026","I have recently transferred virgin flying club points to my son for him to add to his total so that he could exchange for a flight.."
"WCLS05027","I have seen scenarios where someone (in the position of the broker here) feels that they are earning through experience and the ability to showcase their ability which feels as valuable as monetary gain."
"WCLS05028","I have seen situations where when the money earned is equal everyone works more as a team, but also, situations where one side (or both) believes their role to have more value and they become resentful."
"WCLS05029","I have sold an item at a discounted price to get rid of it."
"WCLS05030","I have worked incredibly hard to generate demand for the product so should not need to transfer any share across"
"WCLS05031","I hold open the door for someone else"
"WCLS05032","I hold out from making a deal on something I'm selling on Facebook marketplace to get a higher price I feel it would get later"
"WCLS05033","I honestly have no idea"
"WCLS05034","I image this to me a payment to someone else who did the job and I kept a small portion as a finders fee for booking the job."
"WCLS05035","I imagine a scenario where the other participant is short $4 at the grocery store and I am the person behind them so I give them the money to get through the line quicker."
"WCLS05036","I imagine a situation where I am with a friend, we both have equal amounts of money and can buy things equally."
"WCLS05037","I imagine being asked whether I would like to split the $12 between myself and the other participant or keeping the entire amount to myself."
"WCLS05038","I imagine being fair and want to treat someone else the way I would want to be treated."
"WCLS05039","I imagine buying a friend a coffee."
"WCLS05040","I imagine doing this to a foe."
"WCLS05041","I imagine having a food or service paid for by a friend who owes me for something."
"WCLS05042","I imagine it as being unsympathetic to the other participant, like cutting in line"
"WCLS05043","I imagine it being similar to a rude inconsiderate person that is not very nice."
"WCLS05044","I imagine it being similar to helping out a friend and expecting nothing in return."
"WCLS05045","I imagine it being similar to someone that is fair and being nice."
"WCLS05046","I imagine it is similar to winning a prize and giving a small amount to someone else as a gift. Like winning a cash raffle at an event and giving a little bit to a friend you went to the event with, just to be nice."
"WCLS05047","I imagine it similar to losing a friend and feeling lost with no one to talk to"
"WCLS05048","I imagine it similar to paying for goods"
"WCLS05049","I imagine it to be similar to missing a train on your commute by a minute and you see it pull away however the next train is 10 mins later so its not a huge inconveince however its is mildly frustrating"
"WCLS05050","I imagine it to be similar to trying to help someone worse off than you, but not being able to give enough to make it truly even without yourself taking a big hit."
"WCLS05051","I imagine it to taking something away from a child that you just gave them."
"WCLS05052","I imagine lending a couple of dollars to a friend to cover them."
"WCLS05053","I imagine loaning someone else this money because they are short this amount in the cafeteria (lunch) line."
"WCLS05054","I imagine paying for food after my bank account is already overdrafted."
"WCLS05055","I imagine paying someone back my portion for getting me a small meal."
"WCLS05056","I imagine someone trying to make things equal."
"WCLS05057","I imagine that as gifting something to a friend that they didnt ask for"
"WCLS05058","I imagine that as not helping out a friend after they asked and told you how they were struggling"
"WCLS05059","I imagine that being alright. Not to bad"
"WCLS05060","I imagine that it is like sharing with a co-worker."
"WCLS05061","I imagine that this price change would be similar to giving a tip to a restaurant worker while you were out with a friend, or a loved one for lunch."
"WCLS05062","I imagine that to being overly generous."
"WCLS05063","I imagine the price going down 4 dollars because you decided to split the cost of something with your friend and then that made it so you could pay equal amounts to the thing that you're doing. Maybe that's a dinner, or maybe that's buying a board game to play together."
"WCLS05064","I imagine them buying me something and telling me not to worry about covering any costs in return."
"WCLS05065","I imagine this a move of charity, I remember just wanting to lower the price of something just to get it bought"
"WCLS05066","I imagine this as a company that is desperate to make the purchase happen"
"WCLS05067","I imagine this as I was working and gave a tip to the other participant after I finished working and got something to eat."
"WCLS05068","I imagine this as increasing the fee by 50%"
"WCLS05069","I imagine this as keeping the fee the same"
"WCLS05070","I imagine this as reducing the fee by 25%"
"WCLS05071","I imagine this as reducing the fee by 50%"
"WCLS05072","I imagine this as seeing something that somebody else has and wanted to get for myself so I will take what they have"
"WCLS05073","I imagine this being like giving most of your money up to someone you just met on the street because they look like they need it however, you still need a to keep a few dollars to grab a bite to eat or a snack"
"WCLS05074","I imagine this being similar to trying to make the amount as fair as possible."
"WCLS05075","I imagine this being unfair"
"WCLS05076","I imagine this change to be similar to getting a surprised gift that you weren't expecting and it including four more dollars in it. Or getting a surprise bonus from work."
"WCLS05077","I imagine this is be the same as your daily routine."
"WCLS05078","I imagine this is similar to accepting the first price someone offers you for an item because you find it fair enough."
"WCLS05079","I imagine this is similar to being slightly generous to even out the amount we both have."
"WCLS05080","I imagine this is similar to making a donation to a charity on my way home from shopping."
"WCLS05081","I imagine this is similar to negotiating a higher price for an item you are selling."
"WCLS05082","I imagine this is similar to selling something you own with someone else and essentially agreeing to each take half of the money."
"WCLS05083","I imagine this is when a man doesn't want to pay his child support and transfers nothing to the child support account."
"WCLS05084","I imagine this similar to a well-off person marrying someone who is broke and choosing the share the same bank account with them anyway."
"WCLS05085","I imagine this similar to sharing money with an acquaintance."
"WCLS05086","I imagine this situation where I am selling vehicle spare parts and I add my profit."
"WCLS05087","I imagine this to be moderately fair"
"WCLS05088","I imagine this to be similar to getting a tip for a job well done and splitting it with my colleague who helped me complete it."
"WCLS05089","I imagine this to be similar to noticing you have spilled toothpaste on your work clothes after you have left the house and have no choice but wear it to work"
"WCLS05090","I is similar to stealing."
"WCLS05091","I just do not like the thought of doing that. I would not do that."
"WCLS05092","I just got home from church and feel that it is the right thing to do morally."
"WCLS05093","I just imagine it as the same as reducing the amount by a third of the full amount"
"WCLS05094","I just wanted that person to have some money."
"WCLS05095","I keep 4 they get 8.This is like bill paying. if you're lucky you have a quarter left over."
"WCLS05096","I keep 8 they get 4. I would say the lie about rental costing a quarter of your income."
"WCLS05097","I know I'm going to be splitting a bill at a restaurant down the middle with someone else, but I go ahead and order an extra drink even though the other person isn't getting one"
"WCLS05098","i know they are good for it, so why not?"
"WCLS05099","i lent a friend $4 for lunch, and now they're paying me back in full"
"WCLS05100","I like to be fair and can’t imagine not sharing something that I have."
"WCLS05101","I like to tip when I get takeout as someone has to take the order and containers cost money."
"WCLS05102","I list my guitar on sale on facebook marketplace. My price is firm because I know what it is worth."
"WCLS05103","I look at it like Amazon. Wanting it ALL. Nothing for the peasants."
"WCLS05104","I lose $2 and they gain it."
"WCLS05105","I lose £2 then"
"WCLS05106","I lost a small bet"
"WCLS05107","I lower a price of an item on eBay that isn't selling or betting bids on"
"WCLS05108","I lowered the price by $2"
"WCLS05109","I lowered the price by $4"
"WCLS05110","I made a bet with a coworker over a game and he won so he took $8."
"WCLS05111","I made more allowance than my sister"
"WCLS05112","I made some fancy lampshades and planned to sell them. An acquaintance expressed an interest in buying, and as I didn't need to list or market the item, I gave 1/3 off."
"WCLS05113","I made the same money as my co workers"
"WCLS05114","I make $8, the broker sells for $12 and nets $4"
"WCLS05115","I may be making a deal to sell the data at a discount for a future profit on another deal"
"WCLS05116","I may do this. It depends on the situation."
"WCLS05117","I meet someone who is significantly more worse off than I am - maybe they are homeless, unwell or just on a run of bad luck. I've come into some money and I don't really need it, so I think I will give a lot of it away to hopefully make them feel a little better. I will feel better too."
"WCLS05118","I might decrease the amount of my product I am trying to sell"
"WCLS05119","i might lend $2 to a friend if we're out to dinner or something and theyre a bit short of money"
"WCLS05120","I must owe him money"
"WCLS05121","I need all to money to pay a bill?"
"WCLS05122","I need an alarm clock. A $50 clock should be on sale for $44"
"WCLS05123","I need some money and no one could help me at all."
"WCLS05124","I need the money more"
"WCLS05125","I need the money more than they do"
"WCLS05126","I nice surprise from someone caring!"
"WCLS05127","I offer to stay at work a little later to help"
"WCLS05128","I offered to pay for coffee when I met a friend but she refused."
"WCLS05129","I often go out to grab a cup of coffee with a friend and we alternate paying for each other. $4 would be the equivalent of me buying her a cup."
"WCLS05130","I once donated 8$ to a homeless man, and he decided to take that money and buy a pack of cigarettes right in front of me. I was not happy about that at all."
"WCLS05131","I once found a 50 dollars bill sticking out of the mud at a gamestop. The bill had been there a long time and there was no way i could have found who dropped it to give it back. So i cleaned it off and gave it to my son to buy some videogames there. Any extra money is helpful when people are so stuglling in this world of uncertainty."
"WCLS05132","I owe money for a ticket I have bought"
"WCLS05133","I owe some money and we also need to split a bill so I transfer some money to them"
"WCLS05134","I owe someone money for something they havr bought me"
"WCLS05135","I owe the other participant some money."
"WCLS05136","I owe them for a car park."
"WCLS05137","I owe them for a favor they did."
"WCLS05138","I owe them for breakfast."
"WCLS05139","I owe them for something"
"WCLS05140","I owe them money for something that they bought for me."
"WCLS05141","I owe them some more money than they owe me."
"WCLS05142","I paid for my friend's drink earlier and was expecting to be paid back for it because I'm low on cash, so I requested $4."
"WCLS05143","I paid the full amount for a make up brush and did not use Klarna to split the payment 3 ways."
"WCLS05144","I play a game at the Christmas market and win $12. I dont need to transfer anything to anyone as I won that money on my own."
"WCLS05145","I previously owed a friend $4 for something unrelated, and have now taken the opportunity to pay them back following the award"
"WCLS05146","I produce some sort of retail object, maybe art prints. I have a usual sales price, and I sell it for that amount."
"WCLS05147","I produce the item, the middle man gets exactly the same as me. This feels unfair as they did nothing, but not unusual"
"WCLS05148","I purchased the gift on everyone's behalf, and so I should be renumerated what I paid out as I covered the costs in the first place, despite everyone agreeing to pay equally."
"WCLS05149","I really don't find it similar to anything. Sorry."
"WCLS05150","I really don't understand the question sorry"
"WCLS05151","I really have no clue what i am supposed to be imagining"
"WCLS05152","I really want this and am willing to pay 50% more"
"WCLS05153","i recall numerous times when playing chess on the job with my friend and they would ask me for couple of bucks to help them by lunch, but out of my soft hearted nature i gave the them double that amount."
"WCLS05154","I receieved money I was supposed to share with the other participant but I was greedy and kept it all."
"WCLS05155","I receive all of the profit"
"WCLS05156","I received a bonus at work because I was in a senior position. I would not have achieved this without the help of my colleague and needed to show my appreciation"
"WCLS05157","I received a tip. I did most of the work but was briefly assisted by a colleague."
"WCLS05158","I recognise the outstanding contribution from my partner and believe they should have the bigger share"
"WCLS05159","I relate this to the time in which it completes is faster"
"WCLS05160","I relate to this as a surprise bonus"
"WCLS05161","I remember giving this money via online to a friend of mine so they could get a nice steam game on sale through the internet."
"WCLS05162","i remember in stock options i had changed my call from 10 dollars to 6"
"WCLS05163","I reminds me of the amount of gas sold to me currently as opposed to what I used to get for the same amount 10 yeårs ago."
"WCLS05164","I reminds me of the time I generally share two thirds of my food with my daughters."
"WCLS05165","I replace item from shopping basket to shelf at grocer's."
"WCLS05166","I respect the current allocation"
"WCLS05167","I respect the current allocation and I want to have more money than the other"
"WCLS05168","I saw a homeless person on the street and decided to help them out."
"WCLS05169","I saw someone feeding and giving a homeless person money off their own back makes me happy"
"WCLS05170","I SEE IT A SOMEONE THAT SCAMS PEOPLE OFF THEIR MONEY BY TRICKING THEM."
"WCLS05171","I SEE IT AS A PERSON REWARDING SOMEONE FOR GOOD DEED EVEN WHEN THEY DON'T KNOW THEM.. LIKE CHARITY"
"WCLS05172","I SEE IT AS FRIENDS THAT LIKES TO SHARE EVERYTHING EQUAL."
"WCLS05173","I see it as kicking a field goal for 4 points"
"WCLS05174","I SEE IT AS SOMEONE TRYING TO SELL OFF A BOOK THAT HAVE BEEN DIFFICULT TO SELL BY REDUCING THE PRICE."
"WCLS05175","I see someone with money and take it because I can."
"WCLS05176","I see that as the price of eggs after covid"
"WCLS05177","I see this a significant loss."
"WCLS05178","I see this action as being that the person views that all persons are equal. No matter what color, religion and belief."
"WCLS05179","I see this as a charity"
"WCLS05180","I see this as a fantasy"
"WCLS05181","I see this as a non-profit"
"WCLS05182","I see this as a pipe dream"
"WCLS05183","I see this as being similar to not sharing something in the real world for example having some spare money and passing a homeless person and not offering them any change or a drink/ food etc."
"WCLS05184","I see this as something people in this economy cant afford to do. Well, the ultra-wealthy can, but that's not their style"
"WCLS05185","I see this as theft."
"WCLS05186","I see this as walking past a staranger on the street and never interacting with them."
"WCLS05187","I seem to have lost a big percentage"
"WCLS05188","i seen someone steal something from another person and didn't own up to it when they go caught"
"WCLS05189","I sell something to a friend at a lower price than I would to a stranger."
"WCLS05190","I sent a bill for my services"
"WCLS05191","I set this to playing a game against my sister, its a 50/50 chance who will win. and 8-4 is half of 8 so it feels 50 50"
"WCLS05192","I slightly reduced sale item"
"WCLS05193","i started with no money and i added no money"
"WCLS05194","I stick by my guns on a decision to not go on a trip with friends because I don't want to"
"WCLS05195","I still don't understand"
"WCLS05196","I still think this is devaluing the information it is half the original price"
"WCLS05197","I suppose I would find it similar to not having any money at the checkout lane, as in I thought I had the money on my card. But it is a zero balance."
"WCLS05198","I suppose it is similar to when I give a gift to someone, as it feels like a generous amount to give."
"WCLS05199","I suppose it's similar to buying something on ebay and selling it for the same price."
"WCLS05200","I suppose this could be like a sales price at the grocery store. An item is discounted."
"WCLS05201","I take some money to buy myself a coffee or a beer"
"WCLS05202","I take the amount from the other participant."
"WCLS05203","I think 4 is to low an amount."
"WCLS05204","I think 6 is an equal amount."
"WCLS05205","I think 8 is to high an amount"
"WCLS05206","i think anything more than half is a gift"
"WCLS05207","I think if the economy stays the same it will be the same price"
"WCLS05208","I think im this occasion it wouldnt be seen as selfish as the other participant has some already"
"WCLS05209","i think is a safer idea and smart"
"WCLS05210","I think is not good"
"WCLS05211","I think it doesn't make any difference and the price would be standard to what it was initially set to."
"WCLS05212","I think it fair to share the money and split it down the middle."
"WCLS05213","I think it is a fair price for my item."
"WCLS05214","I think it is being charitable and giving towards another person."
"WCLS05215","I think it is similar to black friday deals."
"WCLS05216","I think it is similar to buying something in a high street shop."
"WCLS05217","I think it is similar to buying something in charity shops."
"WCLS05218","I think it is similar to me being unable to help someone else because I needed the money for myself"
"WCLS05219","I think it is totally fair and reasonable. We are both justly rewarded for our efforts here."
"WCLS05220","i think it means nothing"
"WCLS05221","I think it might be similar to an entitled person taking the money because they think they deserve it."
"WCLS05222","I think it okay not to transfer no money, especially if you don't know or see they other person."
"WCLS05223","I think it possiblity for someone to not change the price"
"WCLS05224","I think it similar to a gym membership being increased unfairly even though the person is struggling to pay the initial amount"
"WCLS05225","i think it would be a fair transfer, allowing us to both have the same amount. very communist"
"WCLS05226","I think it would be a shame and feel like we were giving it away"
"WCLS05227","I think it would be as if the person thought it was the moral thing to do - the fair thing to do."
"WCLS05228","I think it would be fair and sharing equally"
"WCLS05229","I think it would be in most cases if you do make a transfer, it would be less than what you receive."
"WCLS05230","I think it would be like a half off deal at a store."
"WCLS05231","I think it would be similar to bargaining on marketplace or something."
"WCLS05232","I think it would be similar to doing nothing at all"
"WCLS05233","I think it would be the same as fully compromising on something"
"WCLS05234","i think it would be unfair the other player will have 8 and I will have 4"
"WCLS05235","i think it would feel like being selfish"
"WCLS05236","I think it would similar to going on sale at a store."
"WCLS05237","I think it would translate into, again buying something for six dollars."
"WCLS05238","I think it's being accepting and fair, like the indians selling new york"
"WCLS05239","I think it's me putting my foot down and giving a presumed value"
"WCLS05240","I think it's similar to a freelancer accepting a predetermined commission for an agent who is tasked with selling their work for a fixed price."
"WCLS05241","I think it's similar to someone helping me with a task"
"WCLS05242","I think it's stealing . I would never take money off people"
"WCLS05243","I think its better than nothing"
"WCLS05244","I think its impossible to transfer $0 to someon - but it coiuld likened to giving someone a high five for the work, zero cost but gives them a boost"
"WCLS05245","i think its simular to going into debt"
"WCLS05246","I think its unfair and greedy."
"WCLS05247","I think most situations the price would be set and not changed like at a store."
"WCLS05248","I think of a time where my friend offered to pay the tip at a restaurant."
"WCLS05249","I think of it as gifting them with something they needed to get a small snack"
"WCLS05250","I think of offering to pay for the tip on a meal that I otherwise went 50/50 on with a friend."
"WCLS05251","I think of situations where people who don't have very much (ie - homeless) are ignored and not helped by society."
"WCLS05252","I think of this as similar to streaming sites taking in a lot of additional revenue through memberships and subscriptions, and most of those creators providing their content for streaming only receiving a fractioned portion of revenue."
"WCLS05253","I think right now it makes me think of inflation and prices rising, but perhaps this is sometime later when companies can lower the prices back down. Perhaps this is someone wanting to help people out."
"WCLS05254","I think similarly to above, reducing the price of your work for ease?"
"WCLS05255","i think someone could go up to four dollars in price and it is a fair price"
"WCLS05256","I think that dropping price this low will have a negative effect."
"WCLS05257","I think that feels like how you would treat a good friend"
"WCLS05258","I think that if I transferred $2 to them it would feel like I was splitting something equally with them like a piece of pie or cake and we were sharing it right down the middle"
"WCLS05259","I think that is feels like a very generous donation where I'm giving an amount that would eventually leave me with less than I donated"
"WCLS05260","I think that is giving money away"
"WCLS05261","I think that is making money"
"WCLS05262","I think that this decision is impulsive and not good."
"WCLS05263","I think that this is a very equitable split and now both of us have an equal amount of the money"
"WCLS05264","I think that this is a very reasonable donation and it still leaves me with $8 I think it is more than generous"
"WCLS05265","I think that this is not generous and that I would keep all of the money selfishly for myself"
"WCLS05266","i think that this would be mean and greedy and not nice at all"
"WCLS05267","I think that this would be someone you dont like or value as a friend or even aquaintance"
"WCLS05268","I think that would be fair"
"WCLS05269","I think that would be like a robbery and I cannot see any circumstances where I would do that."
"WCLS05270","I think that would be like giving a gift to someone"
"WCLS05271","I think that would be mean to do"
"WCLS05272","I think that would be similar to acting like a selfish spoiled toddler."
"WCLS05273","I think that would be similar to being a fair and equal person."
"WCLS05274","I think that would be similar to being unfair and slightly greedy."
"WCLS05275","I think thats a little under fair"
"WCLS05276","I think thats alittle on the selfish side"
"WCLS05277","I think the broker would receive nothing which seems very unfair! This would be like taking advantage of someone by getting them to work unknowingly for nothing."
"WCLS05278","I think the price has changed allot so I have to adjust the price half"
"WCLS05279","I think the same it is not good"
"WCLS05280","I think this amount is to low"
"WCLS05281","I think this amount would be fair and would be me being kind and sharing a proportion of my allocation to the other participant."
"WCLS05282","I think this decision is fair as you are not taking anything"
"WCLS05283","I think this idea is more riskier however it can be worth it if it works."
"WCLS05284","I think this is a bit selfish, but sort of acceptable since you are still giving something to someone else. It is like if you did a group project and took most of the credit and giving everyone else only partial credit."
"WCLS05285","I think this is a good price."
"WCLS05286","I think this is a realistic and good bonus."
"WCLS05287","I think this is closest to inflation"
"WCLS05288","I think this is fair amount because i did most of the work in the transaction."
"WCLS05289","I think this is fair, like life, you don't go around transferring money to people for no reason."
"WCLS05290","I think this is genereous"
"WCLS05291","I think this is generous, and illustrates a positive change, but only if it is an increase and not a change to decrease the amount."
"WCLS05292","I think this is like making sure things are equal between two co-workers."
"WCLS05293","I think this is more like a situation where I am dividing some goodies between me and my brother."
"WCLS05294","I think this is similar to a business deal where all parties are fairly compensated"
"WCLS05295","I think this is similar to a price staying the same and can't be negotiated."
"WCLS05296","I think this is similar to giving a good friend of yours money to grab a quick item from the convenience store."
"WCLS05297","I think this is similar to how we morally should solve the problem - that would mean we both end up with the same amount and that is morally fair."
"WCLS05298","I think this is similar to leaving things as they are, not touching anything."
"WCLS05299","I think this is similar to me giving money to my mother because she is having a hard time covering bills and needs the extra cash"
"WCLS05300","I think this is similar to my mother giving allowance to my brother and myself with me receiving more because I am the older sibling with more expenses"
"WCLS05301","I think this is similar to raising the price of an item to gain more money."
"WCLS05302","i think this is similar to sharing a chocolate bar with someone you love, you want to give them the bigger bit to make them happier."
"WCLS05303","I think this is similar to what a small data set would be sold for."
"WCLS05304","I think this is the better option."
"WCLS05305","I think this is the fairest choice. It is like going out on a date and splitting the check equally. Simple and straightforward and fair."
"WCLS05306","I think this is the fairest."
"WCLS05307","I think this is the most likely scenario. If I'm working with someone I would split it with them."
"WCLS05308","I think this is the same as lower a price just a little to make a deal more appeasing."
"WCLS05309","I think this is the same as someone lowering a price to help someone be able to afford something."
"WCLS05310","I think this is true democracy experience. Keeping most and while not giving anything to anyone. Since we started with 8 and them with 4, technically nobody loses and we're only discussing an uneven gain. This to me feels like the basic American experience in society. I think this is similar to how baseball is run, economically. Right now my favorite team, the Los Angeles Dodgers have the highest payroll and have won the last two World Series. The team doesn't take from other teams but has a payroll that smaller teams can't or unwilling to afford."
"WCLS05311","I think this is very evil"
"WCLS05312","I think this is very rude similar to an argument"
"WCLS05313","I think this is what the wealthy feel like. This is the Jeff Bezos choice. His wife has given more to charity than he has despite him having way more money. This is the greedy, selfish choice."
"WCLS05314","i think this option is also not very bad and keeps you in the safe side."
"WCLS05315","I think this shows a position of weakness and is over generous"
"WCLS05316","I think this situation is similar to stealing money out of someone's wallet."
"WCLS05317","i think this would be a mistake"
"WCLS05318","I think this would be a, silly decision because the other person would get more than me"
"WCLS05319","I think this would be like sharing something with a friend or maybe with my husband (though really we combine all our household income instead of splitting it). Basically it would feel like sharing the money with someone who feels like an equal to me and who I feel close to, but not like they are a dependent on me in the way that my daughter is."
"WCLS05320","I think this would be unfair, it reminds me of some kind of wage discrimination or something."
"WCLS05321","I think this would kind of feel like providing charity to somebody. Like we're not close, the other person maybe isn't my social equal, but I feel some obligation to help them in some way, or possibly like how I might interact with a stranger who needs help and who I feel bad for and who I think might need some of my resources. I guess maybe in a real life situation, it might be like contributing something to somebody's go-fund-me account, or maybe donating some portion of my income to a charity like the Red Cross or the YWCA."
"WCLS05322","I think we are in a greedy society today where its all about making ourselves feel and do what is in our interest forgetting the hardship of others"
"WCLS05323","I time where someone was indifferent to me"
"WCLS05324","I told my family that i do not want to participate in a group outing where each person has to contribute $12 dollars."
"WCLS05325","I took the amount from the other participant."
"WCLS05326","I transfered money to a colleague today for a coffee, it was approximately 6 usd."
"WCLS05327","I tried to buy concert tickets from someone which were resold for above the original asking price to make a profit from them."
"WCLS05328","I used some coupons on my weekly shopping"
"WCLS05329","I usually try to be very fair, and a 50/50 split can be the best way to go."
"WCLS05330","I valued them enough to give a little extra"
"WCLS05331","I voluntarily share my money to reduce the imbalance between both of us"
"WCLS05332","I walk past a charity table at a local event, and there is a donation box stating that $4 will pay for several meals for those in need. I do not know these people, but I care about everyone getting enough to eat, so I donate $4."
"WCLS05333","I want all the money for myself."
"WCLS05334","I want his money"
"WCLS05335","I want the other person to be paid a certain amount."
"WCLS05336","I want to be more than fair with the broker so we win win eg a good friend"
"WCLS05337","I want to be visibly fair with the broker to foster an ongoing relationship eg a key supplier"
"WCLS05338","I want to build a relationship with the broker eg how I might work with a supplier"
"WCLS05339","I want to get more money from them."
"WCLS05340","I want to keep more profit for myself"
"WCLS05341","I want to pay a fair price for the data"
"WCLS05342","I want to pay half of what you are requesting"
"WCLS05343","I wanted equality."
"WCLS05344","I wanted to sahre some of my wealth."
"WCLS05345","I was a consultant and used to get work through a 3rd party. The -6 was a fair price for me and guaranteed the 3rd party would call on my services again"
"WCLS05346","I was allocated the money. If the other person was allocated the cash I would expect the other participant to give me any of the money."
"WCLS05347","I was expecting my new gym membership price to go up after the first year, but they decide to keep it at a flat rate for all the people that joined in the first year."
"WCLS05348","I was going to order wings, which was two 10 piece wings and fries which came out to $30, however they had a deal in which it came with the same about of wings and fries but it was a bundle for $24 so I saved 6$."
"WCLS05349","I was offered a pay rise in a previous job which increased my salary by 4.5k due to my excellent performance."
"WCLS05350","I was paid more for doing a better job on a task than someone else."
"WCLS05351","I was selling on Facebook Marketplace but the item would not sell and it wasn't worth much to me so I dropped the price by 75%."
"WCLS05352","I was short on my grocery budget and wanted to keep more for myself"
"WCLS05353","I was waiting for a sale for a certain item in my cart and their Black Friday sale took $2 off the original price. I was quite annoyed by it because that's hardly a sale."
"WCLS05354","I wasn't very hungry, so I gave most of my meal to my friend"
"WCLS05355","I went out with my friend and we each paid our own bills."
"WCLS05356","I went through a drive through fast food restaurant and paid for my lunch so I handed the cashier the $8."
"WCLS05357","I went to purchase disposable toddler cups for our daughter on Amazon. A pack of 40 cups with lids and straws is normally $20. When I went to add them to the cart they were now priced at $16. This was very exciting so I purchased 2 sets."
"WCLS05358","i will be selfish to take away all from the other participant. i have seen in life people taking it all for then"
"WCLS05359","I will find it similar to half of a price"
"WCLS05360","I will find it similar to not having to pay bill and having extra money in my pocket to spend"
"WCLS05361","I will find this amount abit pleasing since I will have more shares"
"WCLS05362","I will find this as one of the best deal because we share the amounts equally"
