provider,model,replicate,context_id,vignette_id,presentation_label,presentation_order,rating,prompt_version,attempts,timestamp_utc,input_fingerprint
codex,codex-self-rating,1,T05,V27,V27,27,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V28,V28,28,80.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V29,V29,29,43.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T05,V30,V30,30,37.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V01,V01,1,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V02,V02,2,53.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V03,V03,3,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V04,V04,4,43.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V05,V05,5,68.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V06,V06,6,47.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V07,V07,7,53.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V08,V08,8,74.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V09,V09,9,68.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V10,V10,10,73.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V11,V11,11,37.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V12,V12,12,79.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V13,V13,13,85.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V14,V14,14,85.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V15,V15,15,76.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V16,V16,16,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V17,V17,17,50.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V18,V18,18,42.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V19,V19,19,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V20,V20,20,76.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V21,V21,21,72.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V22,V22,22,52.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V23,V23,23,73.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V24,V24,24,36.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V25,V25,25,46.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V26,V26,26,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V27,V27,27,79.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V28,V28,28,61.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V29,V29,29,41.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T06,V30,V30,30,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V01,V01,1,41.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V02,V02,2,64.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V03,V03,3,40.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V04,V04,4,77.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V05,V05,5,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V06,V06,6,43.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V07,V07,7,86.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V08,V08,8,42.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V09,V09,9,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V10,V10,10,43.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V11,V11,11,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V12,V12,12,45.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V13,V13,13,43.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V14,V14,14,43.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V15,V15,15,45.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V16,V16,16,40.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V17,V17,17,63.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V18,V18,18,48.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V19,V19,19,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V20,V20,20,45.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V21,V21,21,40.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V22,V22,22,69.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V23,V23,23,41.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V24,V24,24,37.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V25,V25,25,42.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V26,V26,26,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V27,V27,27,45.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V28,V28,28,61.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V29,V29,29,47.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T07,V30,V30,30,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V01,V01,1,87.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V02,V02,2,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V03,V03,3,85.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V04,V04,4,33.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V05,V05,5,21.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V06,V06,6,87.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V07,V07,7,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V08,V08,8,25.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V09,V09,9,21.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V10,V10,10,26.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V11,V11,11,87.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V12,V12,12,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V13,V13,13,27.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V14,V14,14,27.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V15,V15,15,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V16,V16,16,86.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V17,V17,17,40.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V18,V18,18,88.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V19,V19,19,87.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V20,V20,20,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V21,V21,21,26.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V22,V22,22,40.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V23,V23,23,26.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V24,V24,24,86.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V25,V25,25,87.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V26,V26,26,87.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V27,V27,27,24.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V28,V28,28,41.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V29,V29,29,87.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T08,V30,V30,30,85.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V01,V01,1,78.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V02,V02,2,56.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V03,V03,3,76.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V04,V04,4,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V05,V05,5,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V06,V06,6,92.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V07,V07,7,41.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V08,V08,8,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V09,V09,9,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V10,V10,10,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V11,V11,11,94.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V12,V12,12,27.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V13,V13,13,39.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V14,V14,14,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V15,V15,15,26.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V16,V16,16,78.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V17,V17,17,53.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V18,V18,18,81.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V19,V19,19,90.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V20,V20,20,26.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V21,V21,21,37.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V22,V22,22,45.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V23,V23,23,37.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V24,V24,24,94.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V25,V25,25,92.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V26,V26,26,90.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V27,V27,27,27.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V28,V28,28,55.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V29,V29,29,80.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T09,V30,V30,30,75.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V01,V01,1,87.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V02,V02,2,40.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V03,V03,3,86.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V04,V04,4,52.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V05,V05,5,27.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V06,V06,6,79.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V07,V07,7,49.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V08,V08,8,33.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V09,V09,9,27.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V10,V10,10,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V11,V11,11,78.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V12,V12,12,38.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V13,V13,13,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V14,V14,14,35.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V15,V15,15,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V16,V16,16,86.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V17,V17,17,44.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V18,V18,18,85.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V19,V19,19,77.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V20,V20,20,34.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V21,V21,21,33.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
codex,codex-self-rating,1,T10,V22,V22,22,45.0,round6-neutral-v1,1,2026-08-17T14:16:22.421688+00:00,876368ab1629fc052a449e4ec277239a1d67750e45e4670817814d172c411886
